"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","All",1,0.999937,6.32063E-05,0.500003,8.375E-11,1.26463E-11,1,6.32063E-05,9.99947E-06,3.00002,4,0.68021,0.199996,0.199998,0.2,0.200002,0.200003,1,1,0.100001,0.100001,,,1.26463E-11,,,,,1.01211E-17,1.23977E-23,2.03E-24,1.12489E-6,9.99994,9.99997,19.9999,9.52065E-05,9.99994,9.99997,1.21686E-11,1.195E-11,1.2538E-5,1.25376E-5,9.82062E-12,1.25376E-05,8.5207E-05,8.52071E-05,3.20002E-05,5.32069E-05,1.05377E-05,4.26692E-05,0,1.2646E-11,0.100001,1.01211E-17,1.23977E-23,2.02503E-24,0.198361,0,0,0.189193,0.205314,0.210985,0.205314,0.189193,0.189193,0.205314,0.210985,0.205314,0.189193,8.3747E-11,1.26463E-11,1,7.11005E-11,1.26463E-11,1.01211E-17,1.23977E-23,2.025E-24,2.278E-30
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.680211,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.20002E-05,10,9.99997,0,0,0,0,0,0,3.20002E-05,3.20002E-05,3.20002E-05,0,0,0,0,0,,0,0,0,,0,0,0.189193,0.205314,0.210985,0.205314,0.189194,0.189193,0.205314,0.210985,0.205314,0.189194,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","DisputeArises",6.3E-5,0,1,0.498347,1.325E-06,2.0008E-07,1,1,0.158204,2.99173,4,0.67865,0.201664,0.200824,0.199988,0.199164,0.198361,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.60128E-13,1.96146E-19,3.2E-20,1.12489E-6,9,9.99997,19,1.00003,9,9.99997,1.92521E-07,1.8906E-7,0.19836,0.198361,1.55374E-07,0.19836,0.841828,0.841829,3.2E-05,0.841796,0.166719,0.675078,0,2.0008E-07,0.100001,1.60128E-13,1.96146E-19,3.20384E-20,0.198361,0,1.10875E-14,0.195802,0.208914,0.210981,0.201711,0.182591,0.195802,0.208914,0.210981,0.201711,0.182591,1.32497E-6,2.0008E-07,0.999999,1.12489E-06,2.0008E-07,1.60128E-13,1.96146E-19,3.2038E-20,3.604E-26
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","PFiles",8E-11,0,1,0.499338,1,0.151007,1,1,0.119446,2.99669,1.71986,1.55012,0.200673,0.200326,0.199988,0.199662,0.199351,1,1,0.100001,0.100001,,,0.151007,,,,,1.20853E-07,1.48038E-13,2.42E-14,1.12489E-6,9.74899,9.10569,18.8547,1.14532,9.74899,9.10569,0.145302,0.142687,0.107211,0.249898,0.117266,0.0436702,0.880567,1.02587,1.37589E-05,0.880554,0.686575,0.193978,0,0.151007,0.100001,1.20853E-07,1.48038E-13,2.41804E-14,0.772576,0,-2.49950E-14,0.191841,0.206755,0.210982,0.203871,0.186552,0.191841,0.206755,0.210982,0.203871,0.186552,1,0.151007,0,0.848993,0.151007,1.20853E-07,1.48038E-13,2.418E-14,2.72E-20
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","DAnswers",1E-11,0,1,0.498347,1,1,1,1,0.158204,2.99173,4,0.67865,0.201664,0.200824,0.199988,0.199164,0.198361,1,1,0.100001,0.100001,,,0.999999,,,,,8.00319E-07,9.80339E-13,1.6E-13,1.12489E-6,8.9,9.69997,18.6,1.40003,8.9,9.69997,0.4,0.240492,0.218197,0.458689,0.0721478,0.240016,0.841828,1.24183,3.2E-05,0.841796,0.166719,0.675078,0,0.999999,0.100001,8.00319E-07,9.80339E-13,1.60128E-13,0.198361,0,-8.12761E-14,0.195802,0.208914,0.210981,0.201711,0.182591,0.195802,0.208914,0.210981,0.201711,0.182591,1,1,0,0,0.999999,8.00319E-07,9.80339E-13,1.6013E-13,1.801E-19
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","Litigated",1E-11,0,1,0.498347,1,1,1,1,0.158204,2.99173,4,0.67865,0.201664,0.200824,0.199988,0.199164,0.198361,1,1,0.100001,0.100001,,,0.999999,,,,,8.00319E-07,9.80339E-13,1.6E-13,1.12489E-6,8.9,9.69997,18.6,1.40003,8.9,9.69997,0.4,0.240492,0.218197,0.458689,0.0721478,0.240016,0.841828,1.24183,3.2E-05,0.841796,0.166719,0.675078,0,0.999999,0.100001,8.00319E-07,9.80339E-13,1.60128E-13,0.198361,0,-8.12761E-14,0.195802,0.208914,0.210981,0.201711,0.182591,0.195802,0.208914,0.210981,0.201711,0.182591,1,1,0,0,0.999999,8.00319E-07,9.80339E-13,1.6013E-13,1.801E-19
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","Not Litigated",1,0.999937,6.32063E-05,0.500003,7.11E-11,0,1,6.32063E-05,9.99946E-06,3.00002,4,0.68021,0.199996,0.199998,0.2,0.200002,0.200003,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99997,19.9999,9.52065E-05,9.99994,9.99997,7.11005E-12,8.908E-12,1.2538E-5,1.25376E-5,8.90822E-12,1.25376E-05,8.5207E-05,8.5207E-05,3.20002E-05,5.32069E-05,1.05377E-05,4.26692E-05,0,0,,0,0,0,0.198361,0,-1.38355E-15,0.189193,0.205314,0.210985,0.205314,0.189193,0.189193,0.205314,0.210985,0.205314,0.189193,7.11E-11,0,1,7.11005E-11,0,0,0,0,0
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","Settles",1E-11,0,1,0.498347,1,1,1,1,0.158204,2.99173,4,0.67865,0.201664,0.200824,0.199988,0.199164,0.198361,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.9,9.69997,18.6,1.40003,8.9,9.69997,0.4,0.240492,0.218197,0.458689,0.0721478,0.240016,0.841828,1.24183,3.2E-05,0.841796,0.166719,0.675078,0,1,0.100001,0,0,0,0.198361,0,-3.98146E-14,0.195802,0.208914,0.210981,0.201711,0.182591,0.195802,0.208914,0.210981,0.201711,0.182591,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","Tried",2E-24,0,1,0.498347,1,1,1,1,0.158204,2.99173,4,0.67865,0.201664,0.200824,0.199988,0.199164,0.198361,1,1,0.6,0.1,,,0,,,,,0,0,1,1.12489E-6,8.7,9.69997,18.4,1.60003,8.7,9.69997,0.6,0.240492,0.257869,0.498361,0.0721478,0.335229,0.841828,1.44183,3.2E-05,0.841796,0.166719,0.675078,0,0,,0,0,0,0.198361,0,-8.81823E-15,0.195802,0.208914,0.210981,0.201711,0.182591,0.195802,0.208914,0.210981,0.201711,0.182591,1,1,0,0,0,0,0,0.999999,1.1249E-6
"Risk Neutral CM 1 Noise 4,4 UPC 8E-06","0","60","PWins",2E-30,0,1,0.499515,1,1,1,1,0.112553,2.99757,1.3143,1.70512,0.200497,0.200238,0.199988,0.19975,0.199527,1,1,0.9,0.4,,,0,,,,,0,0,1,1,9.7,8.69999,18.4,1.60001,9.7,8.69999,0.6,0.425291,0.262413,0.687703,0.290465,0.0787238,0.887458,1.48746,1.05144E-05,0.887447,0.77904,0.108407,0,0,,0,0,0,0.874709,0,-1.34454E-15,0.191136,0.20637,0.210982,0.204255,0.187257,0.191136,0.20637,0.210982,0.204255,0.187257,1,1,0,0,0,0,0,0,1
