"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","All",1,0.99993,7.04259E-05,0.500002,7.11E-11,3.02647E-11,1,7.04259E-05,9.99939E-06,3.00001,3,0.740797,0.199998,0.199999,0.2,0.200001,0.200002,1,1,0.338113,0.247916,,,2.19113E-11,,,,,1.22902E-17,5.30857E-19,8.35E-12,0.432133,9.99993,9.99996,19.9999,0.000106426,9.99993,9.99996,1.78601E-11,1.888E-11,1.3519E-5,1.35187E-5,1.51515E-11,1.35187E-05,9.64267E-05,9.64267E-05,3.60002E-05,6.04265E-05,1.14754E-05,4.89511E-05,0,2.1911E-11,0.242767,1.22902E-17,5.30857E-19,2.25633E-24,0.191957,0,-1.75619E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,7.11E-11,3.02647E-11,1,4.08358E-11,2.19113E-11,1.22902E-17,5.30857E-19,4.7436E-12,3.61E-12
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00001,3,0.740797,0.199997,0.199999,0.2,0.200001,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,3.60002E-05,10,9.99996,0,0,0,0,0,0,3.60002E-05,3.60002E-05,3.60002E-05,0,0,0,0,0,,0,0,0,,0,0,0.173016,0.213059,0.227846,0.213061,0.173018,0.173016,0.213059,0.227846,0.213061,0.173018,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","DisputeArises",7E-05,0,1,0.487471,1.0096E-6,4.29738E-07,1,1,0.141985,2.93736,3,0.730429,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.338113,0.247916,,,3.11126E-07,,,,,1.74513E-13,7.53782E-15,1.186E-7,0.432133,9,9.99996,19,1.00004,9,9.99996,2.53602E-07,2.6815E-7,0.191956,0.191957,2.15141E-07,0.191956,0.858051,0.858052,3.6E-05,0.858015,0.162942,0.695073,0,3.11126E-7,0.242767,1.74513E-13,7.53782E-15,3.20384E-20,0.191957,0,-1.40874E-14,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1.00958E-6,4.29738E-07,0.999999,5.79841E-07,3.11126E-07,1.74513E-13,7.53782E-15,6.73557E-8,5.1256E-8
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","PFiles",7E-11,0,1,0.494718,1,0.42566,1,1,0.112553,2.97359,1.3143,1.13217,0.208626,0.20114,0.196415,0.195655,0.198164,1,1,0.338113,0.247916,,,0.308174,,,,,1.72857E-07,7.4663E-09,0.117486,0.432133,9.54561,9.20318,18.7488,1.25121,9.54561,9.20318,0.251195,0.26561,0.147371,0.412981,0.2131,0.100141,0.887463,1.13866,1.57716E-05,0.887447,0.520518,0.366929,0,0.308174,0.242767,1.72857E-07,7.4663E-09,3.17344E-14,0.582253,0,-6.57016E-14,0.17912,0.217016,0.227803,0.209071,0.16699,0.17912,0.217016,0.227803,0.209071,0.16699,1,0.42566,0,0.57434,0.308174,1.72857E-07,7.4663E-09,0.0667166,0.0507698
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","DAnswers",3E-11,0,1,0.489698,1,1,1,1,0.132212,2.94849,2.46559,0.864782,0.212298,0.204363,0.197785,0.193656,0.191897,1,1,0.338113,0.247916,,,0.72399,,,,,4.06091E-07,1.75405E-08,0.27601,0.432133,9.06743,9.47734,18.5448,1.45523,9.06743,9.47734,0.455202,0.346171,0.23907,0.585241,0.222809,0.224546,0.867818,1.32302,2.9587E-05,0.867788,0.256574,0.611215,0,0.72399,0.242767,4.06091E-07,1.75405E-08,7.45534E-14,0.296416,0,-7.90709E-14,0.184833,0.220727,0.22777,0.205335,0.161334,0.184833,0.220727,0.22777,0.205335,0.161334,1,1,0,0,0.72399,4.06091E-07,1.75405E-08,0.156737,0.119273
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","Litigated",3E-11,0,1,0.489698,1,1,1,1,0.132212,2.94849,2.46559,0.864782,0.212298,0.204363,0.197785,0.193656,0.191897,1,1,0.338113,0.247916,,,0.72399,,,,,4.06091E-07,1.75405E-08,0.27601,0.432133,9.06743,9.47734,18.5448,1.45523,9.06743,9.47734,0.455202,0.346171,0.23907,0.585241,0.222809,0.224546,0.867818,1.32302,2.9587E-05,0.867788,0.256574,0.611215,0,0.72399,0.242767,4.06091E-07,1.75405E-08,7.45534E-14,0.296416,0,-7.90709E-14,0.184833,0.220727,0.22777,0.205335,0.161334,0.184833,0.220727,0.22777,0.205335,0.161334,1,1,0,0,0.72399,4.06091E-07,1.75405E-08,0.156737,0.119273
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","Not Litigated",1,0.99993,7.04258E-05,0.500002,4.084E-11,0,1,7.04258E-05,9.99939E-06,3.00001,3,0.740797,0.199998,0.199999,0.2,0.200001,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99993,9.99996,19.9999,0.000106426,9.99993,9.99996,4.08358E-12,8.408E-12,1.3519E-5,1.35187E-5,8.40825E-12,1.35187E-05,9.64266E-05,9.64266E-05,3.60002E-05,6.04265E-05,1.14753E-05,4.89511E-05,0,0,,0,0,0,0.191957,0,-1.49292E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,4.0836E-11,0,1,4.08358E-11,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","Settles",2E-11,0,1,0.506221,1,1,1,1,0.13608,3.0311,2.64308,0.836904,0.191034,0.197706,0.203187,0.205266,0.202806,1,1,0.242767,0.242767,,,1,,,,,0,0,0,,9.04277,9.5572,18.6,1.40003,9.04277,9.5572,0.4,0.292678,0.248844,0.541522,0.142518,0.228506,0.863951,1.26395,3.1717E-05,0.86392,0.245762,0.618158,0,1,0.242767,0,0,0,0.284953,0,-0.432711,0.18822,0.231701,0.247456,0.23087,0.101753,0.120866,0.143256,0.287138,0.253546,0.195194,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","Tried",8E-12,0,1,0.446359,1,1,1,1,0.122063,2.73179,2,0.937908,0.268075,0.221823,0.183617,0.163203,0.163282,1,1,0.58821,0.261424,,,0,,,,,0,0,1,0.432133,9.13213,9.26784,18.4,1.60002,9.13213,9.26784,0.6,0.486487,0.21343,0.699918,0.433419,0.214159,0.877961,1.47796,2.4E-05,0.877937,0.284933,0.593003,0,0,,0,0,0,0.326485,0,1.13503,0.17595,0.191943,0.176133,0.138355,0.317618,0.352624,0.42394,0.0720446,0.0788748,0.0725172,1,1,0,0,0,0,0,0.567867,0.432133
"Risk Neutral CM 1 Noise 2,2 UPC 1.2E-05","0","63","PWins",4E-12,0,1,0.558989,1,1,1,1,0.123684,3.29494,2,1.04673,0.143362,0.172873,0.195489,0.222012,0.266264,1,1,0.616286,0.288534,,,0,,,,,0,0,1,1,9.7,8.69998,18.4,1.60002,9.7,8.69998,0.6,0.811724,0.146483,0.958206,0.908758,0.0439449,0.87634,1.47634,2.4E-05,0.876316,0.426035,0.450281,0,0,,0,0,0,0.488276,0,1.22326,0.128345,0.15417,0.158372,0.140404,0.418709,0.291787,0.396905,0.0940037,0.110429,0.106875,1,1,0,0,0,0,0,0,1
