"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","All",1,0.99993,7.04259E-05,0.500002,7.11E-11,3.02647E-11,1,7.04259E-05,9.99939E-06,3.00001,3,0.888956,0.199998,0.199999,0.2,0.200001,0.200002,1,1,0.338113,0.247919,,,2.19113E-11,,,,,1.22902E-17,5.30857E-19,8.35E-12,0.432133,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,1.78601E-11,1.888E-11,1.3519E-5,1.35187E-5,1.51515E-11,1.35187E-05,9.04267E-05,9.04267E-05,3.00002E-05,6.04265E-05,1.14754E-05,4.89511E-05,0,2.1911E-11,0.242767,1.22902E-17,5.30857E-19,2.25633E-24,0.191957,0,-1.75619E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,7.11E-11,3.02647E-11,1,4.08358E-11,2.19113E-11,1.22902E-17,5.30857E-19,4.7436E-12,3.61E-12
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00001,3,0.888957,0.199997,0.199999,0.2,0.200001,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.00002E-05,10,9.99997,0,0,0,0,0,0,3.00002E-05,3.00002E-05,3.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.173016,0.213059,0.227846,0.213061,0.173018,0.173016,0.213059,0.227846,0.213061,0.173018,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","DisputeArises",7E-05,0,1,0.487471,1.0096E-6,4.29738E-07,1,1,0.141985,2.93736,3,0.876515,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.338113,0.247919,,,3.11126E-07,,,,,1.74512E-13,7.53782E-15,1.186E-7,0.432133,9,9.99997,19,1.00003,9,9.99997,2.53602E-07,2.6815E-7,0.191956,0.191957,2.15141E-07,0.191956,0.858045,0.858046,3E-05,0.858015,0.162942,0.695073,0,3.11126E-7,0.242767,1.74512E-13,7.53782E-15,3.20384E-20,0.191957,0,-1.45158E-14,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1.00958E-6,4.29738E-07,0.999999,5.79841E-07,3.11126E-07,1.74512E-13,7.53782E-15,6.73557E-8,5.1256E-8
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","PFiles",7E-11,0,1,0.494718,1,0.42566,1,1,0.112553,2.97359,1.3143,1.3586,0.208626,0.20114,0.196415,0.195655,0.198164,1,1,0.338113,0.247919,,,0.308174,,,,,1.72856E-07,7.4663E-09,0.117486,0.432133,9.54561,9.20318,18.7488,1.25121,9.54561,9.20318,0.251195,0.26561,0.147371,0.412981,0.2131,0.100141,0.88746,1.13866,1.3143E-05,0.887447,0.520518,0.366929,0,0.308174,0.242767,1.72856E-07,7.4663E-09,3.17344E-14,0.582253,0,-6.64113E-14,0.17912,0.217016,0.227803,0.209071,0.16699,0.17912,0.217016,0.227803,0.209071,0.16699,1,0.42566,0,0.57434,0.308174,1.72856E-07,7.4663E-09,0.0667166,0.0507698
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","DAnswers",3E-11,0,1,0.489698,1,1,1,1,0.132212,2.94849,2.46559,1.03774,0.212298,0.204363,0.197785,0.193656,0.191897,1,1,0.338113,0.247919,,,0.72399,,,,,4.0609E-07,1.75405E-08,0.27601,0.432133,9.06743,9.47734,18.5448,1.45523,9.06743,9.47734,0.455202,0.346171,0.23907,0.585241,0.222809,0.224546,0.867813,1.32302,2.46559E-05,0.867788,0.256574,0.611215,0,0.72399,0.242767,4.0609E-07,1.75405E-08,7.45534E-14,0.296416,0,-7.79482E-14,0.184833,0.220727,0.22777,0.205335,0.161334,0.184833,0.220727,0.22777,0.205335,0.161334,1,1,0,0,0.72399,4.0609E-07,1.75405E-08,0.156737,0.119273
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","Litigated",3E-11,0,1,0.489698,1,1,1,1,0.132212,2.94849,2.46559,1.03774,0.212298,0.204363,0.197785,0.193656,0.191897,1,1,0.338113,0.247919,,,0.72399,,,,,4.0609E-07,1.75405E-08,0.27601,0.432133,9.06743,9.47734,18.5448,1.45523,9.06743,9.47734,0.455202,0.346171,0.23907,0.585241,0.222809,0.224546,0.867813,1.32302,2.46559E-05,0.867788,0.256574,0.611215,0,0.72399,0.242767,4.0609E-07,1.75405E-08,7.45534E-14,0.296416,0,-7.79482E-14,0.184833,0.220727,0.22777,0.205335,0.161334,0.184833,0.220727,0.22777,0.205335,0.161334,1,1,0,0,0.72399,4.0609E-07,1.75405E-08,0.156737,0.119273
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","Not Litigated",1,0.99993,7.04258E-05,0.500002,4.084E-11,0,1,7.04258E-05,9.99939E-06,3.00001,3,0.888956,0.199998,0.199999,0.2,0.200001,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,4.08358E-12,8.408E-12,1.3519E-5,1.35187E-5,8.40825E-12,1.35187E-05,9.04266E-05,9.04266E-05,3.00002E-05,6.04265E-05,1.14753E-05,4.89511E-05,0,0,,0,0,0,0.191957,0,-1.49292E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,4.0836E-11,0,1,4.08358E-11,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","Settles",2E-11,0,1,0.506221,1,1,1,1,0.13608,3.0311,2.64308,1.00428,0.191034,0.197706,0.203187,0.205266,0.202806,1,1,0.242767,0.242767,,,1,,,,,0,0,0,,9.04277,9.55721,18.6,1.40003,9.04277,9.55721,0.4,0.292678,0.248844,0.541522,0.142518,0.228506,0.863946,1.26395,2.64308E-05,0.86392,0.245762,0.618158,0,1,0.242767,0,0,0,0.284953,0,-0.432711,0.18822,0.231701,0.247456,0.23087,0.101753,0.120866,0.143256,0.287138,0.253546,0.195194,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","Tried",8E-12,0,1,0.446359,1,1,1,1,0.122063,2.73179,2,1.12549,0.268075,0.221823,0.183617,0.163203,0.163282,1,1,0.58821,0.261434,,,0,,,,,0,0,1,0.432133,9.13213,9.26785,18.4,1.60002,9.13213,9.26785,0.6,0.486487,0.21343,0.699918,0.433419,0.214159,0.877957,1.47796,2E-05,0.877937,0.284933,0.593003,0,0,,0,0,0,0.326485,0,1.13503,0.17595,0.191943,0.176133,0.138355,0.317618,0.352624,0.42394,0.0720446,0.0788748,0.0725172,1,1,0,0,0,0,0,0.567867,0.432133
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","PWins",4E-12,0,1,0.558989,1,1,1,1,0.123684,3.29494,2,1.25608,0.143362,0.172873,0.195489,0.222012,0.266264,1,1,0.616285,0.288543,,,0,,,,,0,0,1,1,9.7,8.69998,18.4,1.60002,9.7,8.69998,0.6,0.811724,0.146483,0.958206,0.908758,0.0439449,0.876336,1.47634,2E-05,0.876316,0.426035,0.450281,0,0,,0,0,0,0.488276,0,1.22326,0.128345,0.15417,0.158372,0.140404,0.418709,0.291787,0.396905,0.0940037,0.110429,0.106875,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","DWins",5E-12,0,1,0.36065,1,1,1,1,0.12083,2.30325,2,1.02611,0.362979,0.259073,0.174582,0.11845,0.0849152,1,1,0.566846,0.240804,,,0,,,,,0,0,1,0,8.7,9.69998,18.4,1.60002,8.7,9.69998,0.6,0.23899,0.264375,0.503366,0.0716971,0.343688,0.87919,1.47919,2E-05,0.87917,0.177558,0.701612,0,0,,0,0,0,0.203366,0,1.06788,0.212177,0.220688,0.189649,0.136795,0.240691,0.398919,0.444512,0.0553342,0.0548628,0.0463718,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 1 Noise 2,2 LT 1.2","0","50","Abandoned",1E-17,0,1,0.487438,1,1,1,1,0.139766,2.93719,2.87958,0.912211,0.216906,0.204525,0.195225,0.191161,0.192183,1,1,0.59431,0.121512,,,0,,,,,0.958595,0.0414052,0,,8.84141,9.75857,18.6,1.40003,8.84141,9.75857,0.4,0.176379,0.230388,0.406767,0.0519063,0.270957,0.860263,1.26026,2.87958E-05,0.860234,0.183542,0.676692,0,0,,0.958595,0.0414052,1.75987E-07,0.214946,0,0.190065,0.17763,0.209363,0.2233,0.196851,0.192855,0.205933,0.246612,0.209731,0.189098,0.148626,1,1,0,0,0,0.958595,0.0414052,0,0
