"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","All",1,0.99993,7.04259E-05,0.500002,7.11E-11,1.40908E-11,1,7.04259E-05,9.99939E-06,3.00001,3,0.740797,0.199998,0.199999,0.2,0.200001,0.200002,1,1,0.100001,0.100001,,,1.40908E-11,,,,,1.21864E-17,7.66712E-24,1.13E-18,0.460125,9.99993,9.99996,19.9999,0.000106426,9.99993,9.99996,4.53492E-11,2.856E-11,1.3519E-5,1.35187E-5,2.75387E-11,1.35187E-05,9.64267E-05,9.64267E-05,3.60002E-05,6.04265E-05,1.14754E-05,4.89511E-05,0,1.4091E-11,0.100001,1.21864E-17,7.66712E-24,2.25633E-24,0.191957,0,-1.35349E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,7.11E-11,1.40908E-11,1,5.70097E-11,1.40908E-11,1.21864E-17,7.66712E-24,6.0776E-19,5.180E-19
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00001,3,0.740797,0.199997,0.199999,0.2,0.200001,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,3.60002E-05,10,9.99996,0,0,0,0,0,0,3.60002E-05,3.60002E-05,3.60002E-05,0,0,0,0,0,,0,0,0,,0,0,0.173016,0.213059,0.227846,0.213061,0.173018,0.173016,0.213059,0.227846,0.213061,0.173018,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","DisputeArises",7E-05,0,1,0.487471,1.0096E-6,2.0008E-07,1,1,0.141985,2.93736,3,0.730429,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.73039E-13,1.08868E-19,1.6E-14,0.460125,9,9.99996,19,1.00004,9,9.99996,6.43928E-07,4.0558E-7,0.191957,0.191957,3.9103E-07,0.191957,0.858051,0.858052,3.6E-05,0.858015,0.162942,0.695073,0,2.0008E-07,0.100001,1.73039E-13,1.08868E-19,3.20384E-20,0.191957,0,-6.1115E-15,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1.00958E-6,2.0008E-07,0.999999,8.09499E-07,2.0008E-07,1.73039E-13,1.08868E-19,8.6298E-15,7.355E-15
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","PFiles",7E-11,0,1,0.494718,1,0.198182,1,1,0.112553,2.97359,1.3143,1.13217,0.208626,0.20114,0.196415,0.195655,0.198164,1,1,0.100001,0.100001,,,0.198181,,,,,1.71397E-07,1.07835E-13,1.583E-8,0.460125,9.34236,9.0198,18.3622,1.63783,9.34236,9.0198,0.637818,0.401733,0.282356,0.684089,0.38732,0.197016,0.887463,1.52528,1.57716E-05,0.887447,0.520518,0.366929,0,0.198181,0.100001,1.71397E-07,1.07835E-13,3.17344E-14,0.582253,0,-5.33157E-14,0.17912,0.217016,0.227803,0.209071,0.16699,0.17912,0.217016,0.227803,0.209071,0.16699,1,0.198182,0,0.801818,0.198181,1.71397E-07,1.07835E-13,8.5479E-09,7.2852E-9
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","DAnswers",1E-11,0,1,0.487471,1,1,1,1,0.141985,2.93736,3,0.730429,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.100001,0.100001,,,0.999999,,,,,8.64847E-07,5.44122E-13,7.989E-8,0.460125,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.727239,0.326326,1.05357,0.654516,0.554754,0.858051,2.45805,3.6E-05,0.858015,0.162942,0.695073,0,0.999999,0.100001,8.64847E-07,5.44122E-13,1.60128E-13,0.191957,0,-3.97951E-14,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1,1,0,0,0.999999,8.64847E-07,5.44122E-13,4.31316E-8,3.676E-08
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","Litigated",1E-11,0,1,0.487471,1,1,1,1,0.141985,2.93736,3,0.730429,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.100001,0.100001,,,0.999999,,,,,8.64847E-07,5.44122E-13,7.989E-8,0.460125,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.727239,0.326326,1.05357,0.654516,0.554754,0.858051,2.45805,3.6E-05,0.858015,0.162942,0.695073,0,0.999999,0.100001,8.64847E-07,5.44122E-13,1.60128E-13,0.191957,0,-3.97951E-14,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1,1,0,0,0.999999,8.64847E-07,5.44122E-13,4.31316E-8,3.676E-08
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","Not Litigated",1,0.99993,7.04259E-05,0.500002,5.701E-11,0,1,7.04259E-05,9.99939E-06,3.00001,3,0.740797,0.199998,0.199999,0.2,0.200001,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99993,9.99996,19.9999,0.000106426,9.99993,9.99996,2.28039E-11,1.832E-11,1.3519E-5,1.35187E-5,1.8316E-11,1.35187E-05,9.64266E-05,9.64267E-05,3.60002E-05,6.04265E-05,1.14754E-05,4.89511E-05,0,0,,0,0,0,0.191957,0,-1.12821E-15,0.173017,0.21306,0.227846,0.21306,0.173017,0.173017,0.21306,0.227846,0.21306,0.173017,5.701E-11,0,1,5.70097E-11,0,0,0,0,0
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","Settles",1E-11,0,1,0.487471,1,1,1,1,0.141985,2.93736,3,0.730429,0.216797,0.204416,0.195378,0.191452,0.191957,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.727239,0.326326,1.05357,0.654516,0.554754,0.858051,2.45805,3.6E-05,0.858015,0.162942,0.695073,0,1,0.100001,0,0,0,0.191957,0,-1.05834E-07,0.187947,0.222764,0.227767,0.203296,0.158226,0.187947,0.222764,0.227767,0.203296,0.158226,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","Tried",1E-18,0,1,0.495767,1,1,1,1,0.123746,2.97884,2,0.986188,0.1795,0.214084,0.225915,0.209078,0.171422,1,1,0.5,0.138465,,,0,,,,,0,0,1,0.460125,8.26012,8.33985,16.6,3.40002,8.26012,8.33985,2.4,1.27962,0.594647,1.87427,1.98682,1.01728,0.876278,3.27628,2.4E-05,0.876254,0.332878,0.543376,0,0,,0,0,0,0.3805,0,1.70424,3.76705E-07,5.32211E-07,0.411583,0.341625,0.24679,0.2623,0.344436,0.393263,7.19556E-07,5.82622E-07,1,1,0,0,0,0,0,0.539875,0.460125
"Risk Neutral CM 4 Noise 2,2 UPC 1.2E-05","1.875E-07","0.7723","47","PWins",5E-19,0,1,0.589972,1,1,1,1,0.124209,3.44986,2,1.07708,0.090559,0.156968,0.225546,0.26591,0.261018,1,1,0.5,0.142415,,,0,,,,,0,0,1,1,8.8,7.79998,16.6,3.40002,8.8,7.79998,2.4,1.67307,0.632313,2.30539,3.04845,0.758775,0.875815,3.27581,2.4E-05,0.875791,0.460952,0.414839,0,0,,0,0,0,0.526927,0,1.70396,4.94276E-13,6.85183E-08,0.371114,0.348058,0.280828,0.227894,0.338456,0.433649,3.79112E-07,3.47393E-07,1,1,0,0,0,0,0,0,1
