Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001288,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000009803,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000000065,3E-05,1,0,0.025,0.025,0.05,0,1.10003
0.000000739,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000003883,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.000001035,3E-05,1,0,0.025,0.025,0.05,0.05,1.15003
0.202586455,3E-05,0,0,0,0,0,0,3E-05
0.000002026,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000013066,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.202588174,4E-05,0,0,0,0,0,0,4E-05
0.000001320,5E-05,0,0,0.025,0.025,0.05,0,0.10005
0.000006481,5E-05,0,1,0.025,0.025,0.05,0,1.10005
0.130722276,5E-05,0,0,0,0,0,0,5E-05
0.000000257,1E-05,0,0,0.025,0.025,0.05,0,0.10001
0.000002397,1E-05,0,1,0.025,0.025,0.05,0,1.10001
0.000000333,1E-05,0,0,0.025,0.025,0.05,0.05,0.15001
0.000003059,1E-05,0,1,0.025,0.025,0.05,0.05,1.15001
0.000000022,1E-05,1,0,0.025,0.025,0.05,0.05,1.15001
0.059118218,1E-05,0,0,0,0,0,0,1E-05
0.000000443,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000003791,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000271,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000002139,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000000073,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.071599073,2E-05,0,0,0,0,0,0,2E-05
0.000003304,0,0,0,0.025,0.025,0.05,0.05,0.15
0.000016601,0,0,1,0.025,0.025,0.05,0.05,1.15
0.000016440,0,1,0,0.025,0.025,0.05,0.05,1.15
0.333296677,0,0,0,0,0,0,0,0
0.000000070,0,0,1,0.025,0.025,0.05,0,1.1
0.000000222,0,1,0,0.025,0.025,0.05,0,1.1
