"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","All",1,0.999918,8.24773E-05,0.800001,8.2477E-5,8.24773E-05,1,8.24773E-05,9.99928E-06,4.50001,2.82263,0.767329,0.125,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.155711,0.1,,,7.36869E-05,,,,,0,0,8.79E-06,0.230999,9.99992,9.99994,19.9999,0.000145453,9.99992,9.99994,3.4749E-05,3.4185E-5,3.2032E-6,3.73881E-5,1.9204E-05,3.71173E-06,0.000100704,0.000135453,2.82263E-05,7.2478E-05,3.35145E-06,6.91265E-05,0,7.36869E-5,0.2,0,0,0,0.0461432,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,8.24773E-5,8.24773E-05,0.999918,0,7.36869E-05,0,0,6.75984E-6,2.0306E-6
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","NoDispute",0.9999,1,0,0.800006,0,0,1,0,0,4.50003,2.82264,0.76733,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,2.82264E-05,10,9.99997,0,0,0,0,0,0,2.82264E-05,2.82264E-05,2.82264E-05,0,0,0,0,0,,0,0,0,,0,-4.22075E-06,0.17737,0.214815,0.21562,0.214819,0.177375,0.177369,0.214815,0.21562,0.21482,0.177376,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","DisputeArises",8.2E-5,0,1,0.737545,1,1,1,1,0.121237,4.18773,2.63426,0.755739,0.158966,0.145985,0.133455,0.123056,0.113891,0.107719,0.106993,0.109935,1,1,0.155711,0.1,,,0.89342,,,,,0,0,0.10658,0.230999,9.01727,9.56139,18.5787,1.42134,9.01727,9.56139,0.421316,0.414476,0.0388375,0.453314,0.23284,0.045003,0.87879,1.30011,2.63426E-05,0.878763,0.0406348,0.838128,0,0.89342,0.2,0,0,0,0.0461432,0,0.0511705,0.20862,0.238841,0.216103,0.191067,0.145369,0.220714,0.244342,0.214913,0.179742,0.140289,1,1,0,0,0.89342,0,0,0.08196,0.0246199
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","PFiles",8.2E-5,0,1,0.737545,1,1,1,1,0.121237,4.18773,2.63426,0.755739,0.158966,0.145985,0.133455,0.123056,0.113891,0.107719,0.106993,0.109935,1,1,0.155711,0.1,,,0.89342,,,,,0,0,0.10658,0.230999,9.01727,9.56139,18.5787,1.42134,9.01727,9.56139,0.421316,0.414476,0.0388375,0.453314,0.23284,0.045003,0.87879,1.30011,2.63426E-05,0.878763,0.0406348,0.838128,0,0.89342,0.2,0,0,0,0.0461432,0,0.0511705,0.20862,0.238841,0.216103,0.191067,0.145369,0.220714,0.244342,0.214913,0.179742,0.140289,1,1,0,0,0.89342,0,0,0.08196,0.0246199
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","DAnswers",8.2E-5,0,1,0.737545,1,1,1,1,0.121237,4.18773,2.63426,0.755739,0.158966,0.145985,0.133455,0.123056,0.113891,0.107719,0.106993,0.109935,1,1,0.155711,0.1,,,0.89342,,,,,0,0,0.10658,0.230999,9.01727,9.56139,18.5787,1.42134,9.01727,9.56139,0.421316,0.414476,0.0388375,0.453314,0.23284,0.045003,0.87879,1.30011,2.63426E-05,0.878763,0.0406348,0.838128,0,0.89342,0.2,0,0,0,0.0461432,0,0.0511705,0.20862,0.238841,0.216103,0.191067,0.145369,0.220714,0.244342,0.214913,0.179742,0.140289,1,1,0,0,0.89342,0,0,0.08196,0.0246199
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","Litigated",8.2E-5,0,1,0.737545,1,1,1,1,0.121237,4.18773,2.63426,0.755739,0.158966,0.145985,0.133455,0.123056,0.113891,0.107719,0.106993,0.109935,1,1,0.155711,0.1,,,0.89342,,,,,0,0,0.10658,0.230999,9.01727,9.56139,18.5787,1.42134,9.01727,9.56139,0.421316,0.414476,0.0388375,0.453314,0.23284,0.045003,0.87879,1.30011,2.63426E-05,0.878763,0.0406348,0.838128,0,0.89342,0.2,0,0,0,0.0461432,0,0.0511705,0.20862,0.238841,0.216103,0.191067,0.145369,0.220714,0.244342,0.214913,0.179742,0.140289,1,1,0,0,0.89342,0,0,0.08196,0.0246199
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","Not Litigated",0.9999,1,0,0.800006,0,0,1,0,0,4.50003,2.82264,0.76733,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,2.82264E-05,10,9.99997,0,0,0,0,0,0,2.82264E-05,2.82264E-05,2.82264E-05,0,0,0,0,0,,0,0,0,,0,-4.22075E-06,0.17737,0.214815,0.21562,0.214819,0.177375,0.177369,0.214815,0.21562,0.21482,0.177376,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","Settles",7.4E-5,0,1,0.732866,1,1,1,1,0.122517,4.16433,2.73228,0.7416,0.170045,0.149328,0.129939,0.116082,0.106895,0.103444,0.107796,0.116473,1,1,0.1,0.1,,,1,,,,,0,0,0,,9,9.59997,18.6,1.40003,9,9.59997,0.4,0.391813,0.0204672,0.41228,0.156725,0.0204672,0.87751,1.27751,2.73228E-05,0.877483,0.0180006,0.859482,0,1,0.2,0,0,0,0.0204672,0,-0.205507,0.233507,0.267334,0.203138,0.173896,0.122125,0.195542,0.234846,0.211402,0.201185,0.157025,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","Tried",8.8E-6,0,1,0.77677,1,1,1,1,0.110503,4.38385,1.81263,0.874254,0.0660929,0.117963,0.16293,0.18152,0.172533,0.143563,0.100267,0.0551316,1,1,0.622717,0.1,,,0,,,,,0,0,1,0.230999,9.162,9.23798,18.4,1.60002,9.162,9.23798,0.6,0.604454,0.192829,0.797283,0.870883,0.250677,0.889515,1.48952,1.81263E-05,0.889497,0.230369,0.659128,0,0,,0,0,0,0.261375,0,2.2028,0,0,0.324783,0.335001,0.340216,0.431717,0.323937,0.244346,0,0,1,1,0,0,0,0,0,0.769001,0.230999
"Risk Neutral CM 1 PCPM 1 DM 2","1.091E-08","0.7249","176","PWins",2E-06,0,1,0.955438,1,1,1,1,0.110636,5.27719,1.8294,0.969496,0.006173,0.0325535,0.102291,0.187072,0.225324,0.200094,0.148378,0.0981153,1,1,0.655501,0.1,,,0,,,,,0,0,1,1,10.7,7.69998,18.4,1.60002,10.7,7.69998,0.6,1.81062,0,1.81062,3.52825,0,0.889382,1.48938,1.8294E-05,0.889364,0.433216,0.456148,0,0,,0,0,0,0.489376,0,2.32526,0,0,0.227646,0.390046,0.382308,0.374943,0.420711,0.204346,0,0,1,1,0,0,0,0,0,0,1
