"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","All",1,0.999913,8.72525E-05,0.800001,8.7252E-5,8.72525E-05,1,8.72525E-05,9.99923E-06,4.5,2.21562,0.829758,0.125,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.269834,0.100001,,,6.12296E-05,,,,,3.6465E-11,4.46727E-12,2.602E-5,0.287078,9.99992,9.99996,19.9999,0.000119435,9.99992,9.99996,1.00264E-05,1.2664E-5,1.0962E-5,2.36259E-5,5.55695E-06,1.15658E-05,9.94097E-05,0.000109436,2.21564E-05,7.72533E-05,1.3018E-05,6.42353E-05,0,6.12296E-5,0.1,3.6465E-11,4.46727E-12,7.29592E-18,0.169331,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,8.72525E-5,8.72525E-05,0.999913,1.74575E-11,6.12296E-05,3.6465E-11,4.46727E-12,1.85523E-5,7.4706E-6
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","NoDispute",0.9999,1,0,0.800007,0,0,1,0,0,4.50003,2.21564,0.829758,0.124998,0.124998,0.124999,0.124999,0.125,0.125001,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.21566E-05,10,9.99998,0,0,0,0,0,0,2.21566E-05,2.21566E-05,2.21566E-05,0,0,0,0,0,,0,0,0,,0,-5.8276E-06,0.17737,0.214815,0.21562,0.214819,0.177376,0.177369,0.214814,0.215621,0.214819,0.177377,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","DisputeArises",8.7E-5,0,1,0.736752,1,1,1,1,0.114601,4.18376,1.96231,0.822885,0.156323,0.146713,0.136069,0.124472,0.11359,0.107838,0.107021,0.107974,1,1,0.269834,0.100001,,,0.701751,,,,,4.17925E-07,5.11993E-08,0.298248,0.287078,9.08881,9.79625,18.8851,1.11493,9.08881,9.79625,0.114912,0.145143,0.125633,0.270776,0.0636882,0.132555,0.885419,1.00033,1.96231E-05,0.885399,0.149199,0.7362,0,0.701751,0.1,4.17925E-07,5.11993E-08,8.36185E-14,0.169331,0,0.0667843,0.208457,0.238901,0.216204,0.191117,0.145321,0.223613,0.249731,0.203151,0.190894,0.132611,1,1,2.0008E-07,2.0008E-07,0.701751,4.17925E-07,5.11993E-08,0.212627,0.0856203
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","PFiles",8.7E-5,0,1,0.736752,1,1,1,1,0.114601,4.18376,1.96231,0.822885,0.156323,0.146713,0.136069,0.124472,0.11359,0.107838,0.107021,0.107974,1,1,0.269834,0.100001,,,0.701752,,,,,4.17925E-07,5.11993E-08,0.298248,0.287078,9.08881,9.79625,18.8851,1.11493,9.08881,9.79625,0.114912,0.145143,0.125633,0.270776,0.0636882,0.132555,0.885419,1.00033,1.96231E-05,0.885399,0.149199,0.7362,0,0.701752,0.1,4.17925E-07,5.11993E-08,8.36185E-14,0.169331,0,0.0667843,0.208457,0.238901,0.216204,0.191117,0.145321,0.223613,0.249731,0.203151,0.190894,0.132611,1,1,0,2.0008E-07,0.701752,4.17925E-07,5.11993E-08,0.212627,0.0856203
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","DAnswers",8.7E-5,0,1,0.736752,1,1,1,1,0.114601,4.18376,1.96231,0.822885,0.156323,0.146713,0.136069,0.124472,0.11359,0.107838,0.107021,0.107974,1,1,0.269834,0.100001,,,0.701752,,,,,4.17925E-07,5.11993E-08,0.298248,0.287078,9.08881,9.79625,18.8851,1.11493,9.08881,9.79625,0.114912,0.145143,0.125633,0.270776,0.063688,0.132555,0.885419,1.00033,1.96231E-05,0.885399,0.149199,0.7362,0,0.701752,0.1,4.17925E-07,5.11993E-08,8.36185E-14,0.169331,0,0.0667843,0.208457,0.238901,0.216204,0.191117,0.145321,0.223613,0.249731,0.203151,0.190894,0.132611,1,1,0,0,0.701752,4.17925E-07,5.11993E-08,0.212627,0.0856203
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","Litigated",8.7E-5,0,1,0.736752,1,1,1,1,0.114601,4.18376,1.96231,0.822885,0.156323,0.146713,0.136069,0.124472,0.11359,0.107838,0.107021,0.107974,1,1,0.269834,0.100001,,,0.701752,,,,,4.17925E-07,5.11993E-08,0.298248,0.287078,9.08881,9.79625,18.8851,1.11493,9.08881,9.79625,0.114912,0.145143,0.125633,0.270776,0.063688,0.132555,0.885419,1.00033,1.96231E-05,0.885399,0.149199,0.7362,0,0.701752,0.1,4.17925E-07,5.11993E-08,8.36185E-14,0.169331,0,0.0667843,0.208457,0.238901,0.216204,0.191117,0.145321,0.223613,0.249731,0.203151,0.190894,0.132611,1,1,0,0,0.701752,4.17925E-07,5.11993E-08,0.212627,0.0856203
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","Not Litigated",0.9999,1,3.4918E-11,0.800007,1.746E-11,0,1,3.4918E-11,4.00164E-12,4.50003,2.21564,0.829758,0.124998,0.124998,0.124999,0.124999,0.125,0.125001,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.21567E-05,10,9.99998,4.36475E-13,1.45E-11,3.03E-12,1.7533E-11,1.45027E-11,2.95819E-12,2.21567E-05,2.21567E-05,2.21566E-05,3.09164E-11,5.20974E-12,2.5706600000000003E-11,0,0,,0,0,0,0.169331,0,-5.8276E-06,0.17737,0.214815,0.21562,0.214819,0.177376,0.177369,0.214814,0.215621,0.214819,0.177377,1.7459E-11,0,1,1.7459E-11,0,0,0,0,0
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","Settles",6.1E-5,0,1,0.748464,1,1,1,1,0.118799,4.24232,2.32806,0.789737,0.163472,0.139833,0.122885,0.116221,0.117662,0.11568,0.11072,0.113526,1,1,0.1,0.100001,,,1,,,,,0,0,0,,9.05,9.84998,18.9,1.10002,9.05,9.84998,0.1,0.136587,0.0849487,0.221536,0.0204882,0.0807012,0.881225,0.981225,2.32806E-05,0.881201,0.0782412,0.80296,0,1,0.1,0,0,0,0.0894199,0,-0.515685,0.297052,0.227601,0.175799,0.219432,0.0801155,0.138629,0.222516,0.254411,0.195472,0.188972,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","Tried",2.6E-5,0,1,0.709195,1,1,1,1,0.104724,4.04597,1.10174,0.900877,0.139503,0.162903,0.167088,0.143884,0.104007,0.0893862,0.098318,0.0949108,1,1,0.669437,0.1,,,0,,,,,0,0,1,0.287078,9.18014,9.66985,18.85,1.15001,9.18014,9.66985,0.15,0.165273,0.22136,0.386633,0.165334,0.254564,0.895287,1.04529,1.10174E-05,0.895276,0.316157,0.579118,0,0,,0,0,0,0.357354,0,1.43729,2.6105E-07,0.26549,0.311272,0.124493,0.298745,0.423575,0.313765,0.0825391,0.180121,1.53571E-07,1,1,0,0,0,0,0,0.712922,0.287078
"Risk Neutral CM 0.25 PCPM 1 FSM 1","2.001E-08","0.9265","82","PWins",7.5E-6,0,1,0.855824,1,1,1,1,0.104237,4.77912,1.0915,0.989105,0.0351174,0.0883906,0.158,0.201146,0.173166,0.113176,0.104275,0.126728,1,1,0.702635,0.1,,,0,,,,,0,0,1,1,10,8.84999,18.85,1.15001,10,8.84999,0.15,0.575707,0,0.575707,0.575919,0,0.895773,1.04577,1.0915E-05,0.895763,0.511531,0.384231,0,0,,0,0,0,0.574293,0,1.60655,1.1391E-07,0.173078,0.319186,0.199884,0.307852,0.363831,0.408501,0.0555439,0.172123,3.29744E-07,1,1,0,0,0,0,0,0,1
