"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","All",1,0.999925,7.5324E-05,0.500001,8.751E-11,4.15970E-11,1,7.5324E-05,9.99934E-06,4.5,4,0.81464,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,0.404959,0.347049,,,3.30372E-11,,,,,2.14827E-17,2.27935E-19,8.56E-12,0.502863,9.99992,9.99997,19.9999,0.000107324,9.99992,9.99997,2.2942E-11,2.302E-11,1.6959E-5,1.6959E-05,1.87372E-11,1.6959E-05,9.73248E-05,9.73248E-05,3.20002E-05,6.53246E-05,1.43939E-05,5.09307E-05,0,3.3037E-11,0.341903,2.14827E-17,2.27935E-19,4.2232E-24,0.225148,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,8.7509E-11,4.15970E-11,1,4.59125E-11,3.30372E-11,2.14827E-17,2.27935E-19,4.2553E-12,4.304E-12
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,4.50002,4,0.814642,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.20002E-05,10,9.99997,0,0,0,0,0,0,3.20002E-05,3.20002E-05,3.20002E-05,0,0,0,0,0,,0,0,0,,0,1.46285E-15,0.10283,0.127186,0.135105,0.134876,0.134876,0.135107,0.127188,0.102832,0.10283,0.127186,0.135105,0.134876,0.134876,0.135107,0.127188,0.102832,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","DisputeArises",7.5E-5,0,1,0.471906,1.1618E-6,5.52241E-07,1,1,0.132751,4.27525,4,0.789217,0.148382,0.140158,0.131762,0.123913,0.117406,0.113231,0.111987,0.11316,1,1,0.404959,0.347049,,,4.38602E-07,,,,,2.85204E-13,3.02607E-15,1.136E-7,0.502863,9,9.99997,19,1.00003,9,9.99997,3.04577E-07,3.0567E-7,0.225147,0.225147,2.48755E-07,0.225147,0.867281,0.867281,3.2E-05,0.867249,0.191093,0.676156,0,4.38602E-7,0.341903,2.85204E-13,3.02607E-15,5.60672E-20,0.225148,0,-1.22691E-13,0.118059,0.142422,0.145706,0.138326,0.13071,0.124225,0.112268,0.0882843,0.118059,0.142422,0.145706,0.138326,0.13071,0.124225,0.112268,0.0882843,1.16177E-6,5.52241E-07,0.999999,6.09533E-07,4.38602E-07,2.85204E-13,3.02607E-15,5.64939E-8,5.7145E-8
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","PFiles",9E-11,0,1,0.501816,1,0.475343,1,1,0.109051,4.51453,1.7543,1.11501,0.12421,0.124085,0.12467,0.125037,0.12465,0.124357,0.125327,0.127664,1,1,0.404959,0.347049,,,0.377528,,,,,2.4549E-07,2.6047E-09,0.097815,0.502863,9.54561,9.19221,18.7378,1.26218,9.54561,9.19221,0.262166,0.26311,0.183659,0.446768,0.214116,0.12897,0.890963,1.15313,1.40344E-05,0.890949,0.540258,0.350691,0,0.377528,0.341903,2.4549E-07,2.6047E-09,4.826E-14,0.605565,0,0.0523477,0.0930547,0.113964,0.146169,0.14275,0.139392,0.136694,0.126651,0.101325,0.102162,0.127139,0.135974,0.136303,0.13602,0.135194,0.126075,0.101133,1,0.475343,0,0.524657,0.377528,2.4549E-07,2.6047E-09,0.0486273,0.0491874
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","DAnswers",4E-11,0,1,0.478296,1,1,1,1,0.122163,4.32637,3.02128,0.927506,0.127856,0.132297,0.13677,0.137687,0.132247,0.121663,0.110199,0.101282,1,1,0.404959,0.347049,,,0.794222,,,,,5.16449E-07,5.47962E-09,0.205777,0.502863,9.15445,9.40437,18.5588,1.44118,9.15445,9.40437,0.441155,0.290529,0.302295,0.592824,0.187459,0.262912,0.877862,1.31902,2.41702E-05,0.877837,0.378275,0.499563,0,0.794222,0.341903,5.16449E-07,5.47962E-09,1.01527E-13,0.433196,0,0.219452,0.0900446,0.108602,0.166844,0.156734,0.14432,0.131924,0.114458,0.0870729,0.109661,0.137641,0.148707,0.150337,0.150478,0.149142,0.085726,0.0683084,1,1,0,0,0.794222,5.16449E-07,5.47962E-09,0.102299,0.103478
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","Litigated",4E-11,0,1,0.478296,1,1,1,1,0.122163,4.32637,3.02128,0.927506,0.127856,0.132297,0.13677,0.137687,0.132247,0.121663,0.110199,0.101282,1,1,0.404959,0.347049,,,0.794222,,,,,5.16449E-07,5.47962E-09,0.205777,0.502863,9.15445,9.40437,18.5588,1.44118,9.15445,9.40437,0.441155,0.290529,0.302295,0.592824,0.187459,0.262912,0.877862,1.31902,2.41702E-05,0.877837,0.378275,0.499563,0,0.794222,0.341903,5.16449E-07,5.47962E-09,1.01527E-13,0.433196,0,0.219452,0.0900446,0.108602,0.166844,0.156734,0.14432,0.131924,0.114458,0.0870729,0.109661,0.137641,0.148707,0.150337,0.150478,0.149142,0.085726,0.0683084,1,1,0,0,0.794222,5.16449E-07,5.47962E-09,0.102299,0.103478
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","Not Litigated",1,0.999925,7.53239E-05,0.500001,4.591E-11,0,1,7.53239E-05,9.99934E-06,4.5,4,0.81464,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.99992,9.99997,19.9999,0.000107324,9.99992,9.99997,4.59125E-12,1.094E-11,1.6959E-5,1.6959E-05,1.09395E-11,1.6959E-05,9.73248E-05,9.73248E-05,3.20002E-05,6.53246E-05,1.43939E-05,5.09307E-05,0,0,,0,0,0,0.225147,0,-9.12849E-12,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,4.5912E-11,0,1,4.59125E-11,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","Settles",3E-11,0,1,0.481334,1,1,1,1,0.123661,4.35067,3.13675,0.913597,0.147916,0.138959,0.125171,0.113831,0.1132,0.118854,0.121679,0.12039,1,1,0.336653,0.347153,,,1,,,,,0,0,0,,9.1419,9.45807,18.6,1.40003,9.1419,9.45807,0.4,0.258374,0.284369,0.542743,0.143893,0.231169,0.876364,1.27636,2.5094E-05,0.876339,0.353854,0.522485,0,1,0.341903,0,0,0,0.406623,0,-0.206976,0.113374,0.13674,0.210071,0.100097,0.110936,0.119011,0.115575,0.0941947,0.1132,0.131677,0.125734,0.106613,0.141048,0.187784,0.107937,0.0860065,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","Tried",9E-12,0,1,0.466571,1,1,1,1,0.116378,4.23257,2.57561,0.981187,0.0504308,0.106584,0.181538,0.229759,0.205763,0.132503,0.0658896,0.027533,1,1,0.668597,0.346646,,,0,,,,,0,0,1,0.502863,9.20286,9.19712,18.4,1.60002,9.20286,9.19712,0.6,0.414634,0.371484,0.786118,0.355609,0.385428,0.883643,1.48364,2.06049E-05,0.883622,0.472531,0.411091,0,0,,0,0,0,0.535759,0,1.8653,3.14267E-07,3.73877E-07,7.32963E-07,0.375331,0.273173,0.181762,0.110147,0.0595853,0.0960018,0.16066,0.237373,0.319093,0.186871,6.81722E-07,3.00597E-07,2.44568E-07,1,1,0,0,0,0,0,0.497137,0.502863
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","412","PWins",4E-12,0,1,0.503993,1,1,1,1,0.115281,4.53194,2.42951,1.03848,0.0320352,0.079975,0.157672,0.225774,0.22415,0.157654,0.0847526,0.0379881,1,1,0.705122,0.401433,,,0,,,,,0,0,1,1,9.7,8.69998,18.4,1.60002,9.7,8.69998,0.6,0.653696,0.193891,0.847587,0.655913,0.0581674,0.884739,1.48474,1.94361E-05,0.884719,0.570925,0.313794,0,0,,0,0,0,0.646304,0,1.9402,3.23443E-07,4.08297E-07,6.25602E-07,0.335091,0.2688,0.195262,0.127528,0.0733171,0.0793286,0.147131,0.242286,0.361752,0.169501,9.09559E-07,3.33533E-07,2.888E-07,1,1,0,0,0,0,0,0,1
