"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","All",1,0.999937,6.32063E-05,0.500001,8.375E-11,2.18994E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.297984,0.269011,,,2.03131E-11,,,,,1.01211E-17,1.009E-12,5.77E-13,0.601912,9.99994,9.99996,19.9999,0.000103207,1000,1000,1.50599E-11,1.181E-11,1.0793E-5,1.07928E-5,8.13468E-12,1.07928E-05,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,8.6424E-06,4.45645E-05,0,2.0313E-11,0.250973,1.01211E-17,1.009E-12,2.51184E-24,0.170755,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,8.3747E-11,2.18994E-11,1,6.18474E-11,2.03131E-11,1.01211E-17,1.009E-12,2.298E-13,3.475E-13
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,1000,1000,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","DisputeArises",6.3E-5,0,1,0.454845,1.325E-06,3.46474E-07,1,1,0.158204,2.77422,4,0.511241,0.259785,0.216848,0.183479,0.169133,0.170755,1,1,0.297984,0.269011,,,3.21378E-07,,,,,1.60128E-13,1.59635E-08,9.133E-9,0.601912,9,9.99996,19,1.00004,998.808,1000,2.38266E-07,1.868E-07,0.170755,0.170755,1.287E-07,0.170754,0.841836,0.841837,4E-05,0.841796,0.136733,0.705063,0,3.21378E-7,0.250973,1.60128E-13,1.59635E-08,3.97403E-20,0.170755,0,-4.46223E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.32497E-6,3.46474E-07,0.999999,9.785E-07,3.21378E-07,1.60128E-13,1.59635E-08,3.63571E-9,5.4972E-9
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","PFiles",8E-11,0,1,0.481457,1,0.261495,1,1,0.119446,2.90729,1.71986,1.22212,0.231224,0.204362,0.186305,0.182123,0.195986,1,1,0.297984,0.269011,,,0.242554,,,,,1.20853E-07,0.0120482,0.006893,0.601912,9.68874,9.13142,18.8202,1.17984,999.683,999.854,0.179827,0.140985,0.116573,0.257558,0.0971342,0.0510289,0.880571,1.0604,1.71986E-05,0.880554,0.66676,0.213793,0,0.242554,0.250973,1.20853E-07,0.0120482,2.99932E-14,0.752599,0,-3.48357E-14,0.191872,0.227295,0.215965,0.20392,0.160949,0.191872,0.227295,0.215965,0.20392,0.160949,1,0.261495,0,0.738505,0.242554,1.20853E-07,0.0120482,0.00274399,0.0041489
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","DAnswers",2E-11,0,1,0.399009,1,1,1,1,0.146915,2.49505,3.57747,0.5955,0.29999,0.258305,0.197375,0.135329,0.109001,1,1,0.297984,0.269011,,,0.927566,,,,,4.62164E-07,0.0460742,0.02636,0.601912,9.0921,9.50259,18.5947,1.40531,998.905,999.949,0.405272,0.354966,0.181798,0.536764,0.187274,0.168743,0.853121,1.25839,3.57747E-05,0.853085,0.198533,0.654553,0,0.927566,0.250973,4.62164E-07,0.0460742,1.14699E-13,0.238081,0,0.126832,0.249371,0.273531,0.217436,0.158355,0.101307,0.255691,0.29357,0.26351,0.107641,0.079588,1,1,0,0,0.927566,4.62164E-07,0.0460742,0.0104935,0.0158662
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","Litigated",2E-11,0,1,0.399009,1,1,1,1,0.146915,2.49505,3.57747,0.5955,0.29999,0.258305,0.197375,0.135329,0.109001,1,1,0.297984,0.269011,,,0.927566,,,,,4.62164E-07,0.0460742,0.02636,0.601912,9.0921,9.50259,18.5947,1.40531,998.905,999.949,0.405272,0.354966,0.181798,0.536764,0.187274,0.168743,0.853121,1.25839,3.57747E-05,0.853085,0.198533,0.654553,0,0.927566,0.250973,4.62164E-07,0.0460742,1.14699E-13,0.238081,0,0.126832,0.249371,0.273531,0.217436,0.158355,0.101307,0.255691,0.29357,0.26351,0.107641,0.079588,1,1,0,0,0.927566,4.62164E-07,0.0460742,0.0104935,0.0158662
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","Not Litigated",1,0.999937,6.32063E-05,0.500001,6.185E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103206,1000,1000,6.18474E-12,4.034E-12,1.0793E-5,1.07928E-5,4.0335E-12,1.07928E-05,9.3207E-05,9.3207E-05,4.00002E-05,5.32068E-05,8.64239E-06,4.45645E-05,0,0,,0,0,0,0.170755,0,-2.77669E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.1847E-11,0,1,6.18474E-11,0,0,0,0,0
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","Settles",2E-11,0,1,0.383572,1,1,1,1,0.146645,2.41786,3.62257,0.56532,0.322329,0.269421,0.183397,0.117767,0.107086,1,1,0.250973,0.250973,,,1,,,,,0,0,0,,9.05097,9.54899,18.6,1.40004,998.853,999.976,0.4,0.361388,0.17463,0.536018,0.19102,0.169016,0.853391,1.25339,3.62257E-05,0.853355,0.156388,0.696967,0,1,0.250973,0,0,0,0.188725,0,1.22827E-07,0.268844,0.294891,0.234415,0.116046,0.0858031,0.268844,0.294891,0.234415,0.116046,0.085803,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","Tried",6E-13,0,1,0.490434,1,1,1,1,0.142437,2.95217,3,0.873717,0.0359775,0.243329,0.482528,0.208876,0.0292893,1,1,0.899998,0.499999,,,0,,,,,0,0,1,0.601912,9.30191,9.09806,18.4,1.60003,998.982,999.633,0.6,0.322281,0.417725,0.740006,0.204241,0.38729,0.857593,1.45759,3E-05,0.857563,0.617191,0.240372,0,0,,0,0,0,0.720693,0,2.45599,3.18428E-06,2.98103E-06,1.64806E-06,0.78375,0.216242,0.239764,0.760236,1.31905E-12,6.5389E-13,4.83477E-13,1,1,0,0,0,0,0,0.398088,0.601912
"Risk Neutral CM 1 DMORERA LT 0.8","0","31","PWins",3E-13,0,1,0.551473,1,1,1,1,0.143369,3.25737,3,0.934793,0.00655405,0.130901,0.508822,0.306072,0.0476508,1,1,0.899999,0.499999,,,0,,,,,0,0,1,1,9.7,8.69997,18.4,1.60003,999.847,999.395,0.6,0.437455,0.258764,0.696218,0.309928,0.0776291,0.856661,1.45666,3E-05,0.856631,0.738383,0.118248,0,0,,0,0,0,0.862545,0,2.44905,7.62809E-07,1.12223E-06,1.02329E-06,0.733896,0.266101,0.182951,0.817049,6.30802E-13,8.56359E-14,1.07022E-13,1,1,0,0,0,0,0,0,1
