"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","All",1,0.999937,6.32063E-05,0.500001,7.753E-11,3.08363E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.421323,0.292267,,,1.91792E-11,,,,,1.06759E-17,8.15436E-19,1.17E-11,0.522617,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,7.73428E-11,2.084E-10,2.887E-12,2.1125E-10,6.39773E-10,6.05463E-12,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.5101400000000005E-11,5.32068E-05,0,1.9179E-11,0.955116,1.06759E-17,8.15436E-19,2.02503E-24,8.01483E-07,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.7534E-11,3.08363E-11,1,4.66976E-11,1.91792E-11,1.06759E-17,8.15436E-19,5.5649E-12,6.092E-12
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","DisputeArises",6.3E-5,0,1,0.454165,1.2267E-6,4.87867E-07,1,1,0.158204,2.77083,4,0.510732,0.260123,0.217707,0.184094,0.167373,0.170703,1,1,0.421323,0.292267,,,3.03438E-07,,,,,1.68905E-13,1.29012E-14,1.844E-7,0.522617,9,9.99996,19,1.00004,9,9.99996,1.22366E-06,3.2965E-6,4.5677E-8,3.34218E-6,1.0122E-05,9.57915E-08,0.841836,0.841838,4E-05,0.841796,7.13559E-07,0.841796,0,3.03438E-7,0.955116,1.68905E-13,1.29012E-14,3.20384E-20,8.01483E-07,0,-4.38366E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.22668E-6,4.87867E-07,0.999999,7.38811E-07,3.03438E-07,1.68905E-13,1.29012E-14,8.80436E-8,9.6386E-8
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","PFiles",8E-11,0,1,0.500589,1,0.397714,1,1,0.118906,3.00294,1.61728,1.26944,0.208229,0.195019,0.191963,0.195158,0.209631,1,1,0.421323,0.292267,,,0.247365,,,,,1.37693E-07,1.05172E-08,0.150349,0.522617,11.3405,6.66197,18.0024,1.99755,11.3405,6.66197,0.997536,2.68734,0.0345358,2.72188,8.25152,0.0753893,0.88111,1.87865,1.61728E-05,0.881094,0.579382,0.301712,0,0.247365,0.955116,1.37693E-07,1.05172E-08,2.61180E-14,0.650676,0,0.0393495,0.170107,0.202517,0.233271,0.22026,0.173846,0.177624,0.217776,0.217939,0.214425,0.172236,1,0.397714,0,0.602286,0.247365,1.37693E-07,1.05172E-08,0.071774,0.0785747
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","DAnswers",3E-11,0,1,0.460084,1,1,1,1,0.143791,2.80042,3.0757,0.803485,0.232309,0.224957,0.209293,0.176891,0.156551,1,1,0.421323,0.292267,,,0.621967,,,,,3.46211E-07,2.6444E-08,0.378032,0.522617,9.4331,7.66444,17.0975,2.90246,9.4331,7.66444,1.90243,2.06883,0.0868358,2.15566,6.10284,0.189557,0.856239,2.75867,3.0757E-05,0.856209,0.22764,0.628568,0,0.621967,0.955116,3.46211E-07,2.6444E-08,6.56703E-14,0.2667,0,0.204343,0.184612,0.203718,0.26145,0.207222,0.142998,0.208568,0.258525,0.261775,0.15067,0.120462,1,1,0,0,0.621967,3.46211E-07,2.6444E-08,0.180466,0.197566
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","Litigated",3E-11,0,1,0.460084,1,1,1,1,0.143791,2.80042,3.0757,0.803485,0.232309,0.224957,0.209293,0.176891,0.156551,1,1,0.421323,0.292267,,,0.621967,,,,,3.46211E-07,2.6444E-08,0.378032,0.522617,9.4331,7.66444,17.0975,2.90246,9.4331,7.66444,1.90243,2.06883,0.0868358,2.15566,6.10284,0.189557,0.856239,2.75867,3.0757E-05,0.856209,0.22764,0.628568,0,0.621967,0.955116,3.46211E-07,2.6444E-08,6.56703E-14,0.2667,0,0.204343,0.184612,0.203718,0.26145,0.207222,0.142998,0.208568,0.258525,0.261775,0.15067,0.120462,1,1,0,0,0.621967,3.46211E-07,2.6444E-08,0.180466,0.197566
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","Not Litigated",1,0.999937,6.32063E-05,0.500001,4.67E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103206,9.99994,9.99996,1.8679E-11,1.446E-10,2.094E-13,1.4477E-10,4.51583E-10,2.09404E-13,9.3207E-05,9.3207E-05,4.00002E-05,5.32068E-05,3.80818E-11,5.32068E-05,0,0,,0,0,0,6.71369E-07,0,-6.30049E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,4.6698E-11,0,1,4.66976E-11,0,0,0,0,0
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","Settles",2E-11,0,1,0.433753,1,1,1,1,0.147911,2.66877,3.41039,0.668931,0.28321,0.220759,0.188147,0.159823,0.148061,1,1,0.231849,0.245709,,,1,,,,,0,0,0,,9.15512,8.24485,17.4,2.60003,9.15512,8.24485,1.6,1.62104,0.0014892,1.62253,3.07327,0.000893541,0.852123,2.45212,3.41039E-05,0.852089,0.114821,0.737268,0,1,0.955116,0,0,0,0.13408,0,-0.262945,0.296819,0.204953,0.245412,0.16194,0.090876,0.212852,0.219874,0.261848,0.157225,0.1482,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","Tried",1E-11,0,1,0.503404,1,1,1,1,0.137013,3.01702,2.52502,1.02486,0.148562,0.231863,0.244084,0.204971,0.170519,1,1,0.73306,0.368869,,,0,,,,,0,0,1,0.522617,9.89047,6.70951,16.6,3.40003,9.89047,6.70951,2.4,2.80557,0.227254,3.03282,11.0873,0.49996,0.863012,3.26301,2.52502E-05,0.862987,0.41326,0.449727,0,0,,0,0,0,0.484897,0,0.97316,1.87316E-07,0.201688,0.287837,0.281723,0.228753,0.201519,0.322116,0.261655,0.139885,0.0748249,1,1,0,0,0,0,0,0.477383,0.522617
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","PWins",6E-12,0,1,0.622989,1,1,1,1,0.141254,3.61494,2.49757,1.1633,0.047263,0.149186,0.23419,0.280064,0.289296,1,1,0.789082,0.444359,,,0,,,,,0,0,1,1,11.8,4.79998,16.6,3.40002,11.8,4.79998,2.4,4.46983,0,4.46983,20.1764,0,0.858771,3.25877,2.49757E-05,0.858746,0.622626,0.23612,0,0,,0,0,0,0.730171,0,0.959602,9.63984E-08,0.136769,0.181742,0.334647,0.346842,0.112499,0.27196,0.306747,0.188671,0.120124,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","DWins",6E-12,0,1,0.372489,1,1,1,1,0.132371,2.36244,2.55508,0.873315,0.25946,0.322375,0.254916,0.122763,0.0404871,1,1,0.671729,0.286225,,,0,,,,,0,0,1,0,7.8,8.79997,16.6,3.40003,7.8,8.79997,2.4,0.983617,0.476042,1.45966,1.13706,1.04729,0.867655,3.26765,2.55508E-05,0.867629,0.184055,0.683574,0,0,,0,0,0,0.216383,0,0.988002,2.86848E-07,0.272758,0.403984,0.223784,0.0994745,0.298974,0.377025,0.21229,0.0864768,0.025234,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","Abandoned",1E-17,0,1,0.47188,1,1,1,1,0.156457,2.8594,3.83681,0.581859,0.234824,0.2111,0.194689,0.178626,0.180761,1,1,0.612668,0.145626,,,0,,,,,0.929039,0.0709611,0,,8.48384,8.91612,17.4,2.60004,8.48384,8.91612,1.6,1.00824,0.0302754,1.03851,1.68427,0.0544957,0.843582,2.44358,3.83681E-05,0.843543,0.0672622,0.776281,0,0,,0.929039,0.0709611,1.76223E-07,0.0789705,0,0.188388,0.189425,0.215602,0.21079,0.205536,0.178646,0.20741,0.255547,0.223262,0.177208,0.136574,1,1,0,0,0,0.929039,0.0709611,0,0
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","PrecPower1",0.2,0.999918,8.2207E-05,0.1,8.072E-11,3.58177E-11,1,8.2207E-05,1.07582E-05,1,4,0.26301,1,0,0,0,0,1,1,0.305246,0.217477,,,2.71586E-11,,,,,1.34519E-17,4.02588E-20,8.66E-12,0.166263,9.99992,9.99996,19.9999,0.000122207,9.99992,9.99996,8.21979E-11,2.149E-10,0,2.1493E-10,6.77434E-10,0,0.000111449,0.000111449,4.00002E-05,7.14488E-05,2.15265E-11,7.14488E-05,0,2.7159E-11,0.777275,1.34519E-17,4.02588E-20,2.63378E-24,2.8804E-07,0,0.560315,0.351393,0.334491,0.195957,0.0865993,0.0315592,0.553794,0.349595,0.0876364,0.00864381,0.000331562,8.0724E-11,3.58177E-11,1,4.49061E-11,2.71586E-11,1.34519E-17,4.02588E-20,7.2193E-12,1.44E-12
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","PrecPower2",0.2,0.999931,6.88024E-05,0.3,7.56E-11,3.46843E-11,1,6.88024E-05,9.63105E-06,2,4,0.383577,0,1,0,0,0,1,1,0.398843,0.254964,,,2.117E-11,,,,,1.18494E-17,2.79700E-19,1.35E-11,0.336263,9.99993,9.99996,19.9999,0.000108803,9.99993,9.99996,8.2674E-11,1.956E-10,0,1.9562E-10,5.94208E-10,0,9.91715E-05,9.91716E-05,4.00002E-05,5.91714E-05,3.5931400000000006E-11,5.91713E-05,0,2.117E-11,0.96366,1.18494E-17,2.79700E-19,2.20432E-24,5.78253E-07,0,0.30701,0.267345,0.295088,0.224401,0.140425,0.0727416,0.2591,0.410442,0.2591,0.064951,0.0064063,7.5603E-11,3.46843E-11,1,4.09190E-11,2.117E-11,1.18494E-17,2.79700E-19,8.9700E-12,4.544E-12
"Risk Neutral CM 4 DM 4 FSM 0 LT 1 UPC 1E-05","0","59","PrecPower3",0.2,0.999942,5.81799E-05,0.5,7.442E-11,3.22693E-11,1,5.81799E-05,9.21844E-06,3,4,0.523368,0,0,1,0,0,1,1,0.467042,0.304903,,,1.80426E-11,,,,,1.03185E-17,8.67663E-19,1.42E-11,0.501432,9.99994,9.99996,19.9999,9.81802E-05,9.99994,9.99996,7.98718E-11,1.962E-10,3.394E-12,1.9959E-10,5.94993E-10,7.24012E-12,8.89616E-05,8.89617E-05,4.00002E-05,4.89615E-05,4.76112E-11,4.89614E-05,0,1.8043E-11,1.1525,1.03185E-17,8.67663E-19,1.86399E-24,9.15023E-07,0,6.20141E-06,0.157953,0.221798,0.240495,0.221798,0.157955,0.0613593,0.244771,0.387742,0.244769,0.0613585,7.4418E-11,3.22693E-11,1,4.21491E-11,1.80426E-11,1.03185E-17,8.67663E-19,7.093E-12,7.134E-12
