"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","All",1,0.999937,6.32063E-05,0.500001,8.087E-11,1.91581E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.260305,0.151115,,,1.45081E-11,,,,,7.16287E-18,5.64937E-19,4.65E-12,0.494047,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,1.93004E-11,1.007E-11,1.0793E-5,1.07928E-5,6.78636E-12,1.07928E-05,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,8.6424E-06,4.45645E-05,0,1.4508E-11,0.125666,7.16287E-18,5.64937E-19,1.36848E-24,0.170755,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,8.0867E-11,1.91581E-11,1,6.1709E-11,1.45081E-11,7.16287E-18,5.64937E-19,2.3527E-12,2.297E-12
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","DisputeArises",6.3E-5,0,1,0.454845,1.2794E-6,3.03105E-07,1,1,0.158204,2.77422,4,0.511241,0.259785,0.216848,0.183479,0.169133,0.170755,1,1,0.260305,0.151115,,,2.29535E-07,,,,,1.13325E-13,8.93799E-15,7.357E-8,0.494047,9,9.99996,19,1.00004,9,9.99996,3.05356E-07,1.5931E-7,0.170755,0.170755,1.07368E-07,0.170755,0.841836,0.841837,4E-05,0.841796,0.136733,0.705063,0,2.29535E-7,0.125666,1.13325E-13,8.93799E-15,2.16509E-20,0.170755,0,-4.90747E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.27942E-6,3.03105E-07,0.999999,9.76311E-07,2.29535E-07,1.13325E-13,8.93799E-15,3.72226E-8,3.6347E-8
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","PFiles",8E-11,0,1,0.49208,1,0.236909,1,1,0.119341,2.9604,1.67427,1.24517,0.216218,0.201527,0.190852,0.188444,0.202959,1,1,0.260305,0.151115,,,0.179406,,,,,8.85758E-08,6.98599E-09,0.057502,0.494047,9.63748,9.12384,18.7613,1.23869,9.63748,9.12384,0.238668,0.124516,0.160413,0.284928,0.0839199,0.0719587,0.880676,1.11934,1.67427E-05,0.880659,0.688536,0.192123,0,0.179406,0.125666,8.85758E-08,6.98599E-09,1.69225E-14,0.77714,0,0.0291556,0.163095,0.235389,0.223656,0.211181,0.16668,0.183073,0.222618,0.21816,0.209728,0.166421,1,0.236909,0,0.763091,0.179406,8.85758E-08,6.98599E-09,0.0290934,0.0284088
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","DAnswers",2E-11,0,1,0.4314,1,1,1,1,0.150514,2.657,3.6601,0.599889,0.245542,0.255612,0.219745,0.154506,0.124596,1,1,0.260305,0.151115,,,0.75728,,,,,3.73881E-07,2.94881E-08,0.242719,0.494047,8.95294,9.52275,18.4757,1.52431,8.95294,9.52275,0.524272,0.3188,0.22497,0.54377,0.147443,0.23592,0.849522,1.37379,3.6601E-05,0.849486,0.221636,0.627849,0,0.75728,0.125666,3.73881E-07,2.94881E-08,7.14305E-14,0.266086,0,0.245282,0.141968,0.312669,0.248548,0.181013,0.115803,0.226294,0.281673,0.278015,0.123042,0.0909758,1,1,0,0,0.75728,3.73881E-07,2.94881E-08,0.122804,0.119915
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","Litigated",2E-11,0,1,0.4314,1,1,1,1,0.150514,2.657,3.6601,0.599889,0.245542,0.255612,0.219745,0.154506,0.124596,1,1,0.260305,0.151115,,,0.75728,,,,,3.73881E-07,2.94881E-08,0.242719,0.494047,8.95294,9.52275,18.4757,1.52431,8.95294,9.52275,0.524272,0.3188,0.22497,0.54377,0.147443,0.23592,0.849522,1.37379,3.6601E-05,0.849486,0.221636,0.627849,0,0.75728,0.125666,3.73881E-07,2.94881E-08,7.14305E-14,0.266086,0,0.245282,0.141968,0.312669,0.248548,0.181013,0.115803,0.226294,0.281673,0.278015,0.123042,0.0909758,1,1,0,0,0.75728,3.73881E-07,2.94881E-08,0.122804,0.119915
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","Not Litigated",1,0.999937,6.32063E-05,0.500001,6.171E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103206,9.99994,9.99996,9.25635E-12,3.962E-12,1.0793E-5,1.07928E-5,3.96163E-12,1.07928E-05,9.3207E-05,9.3207E-05,4.00002E-05,5.32068E-05,8.64239E-06,4.45645E-05,0,0,,0,0,0,0.170755,0,-4.69825E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.1709E-11,0,1,6.1709E-11,0,0,0,0,0
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","Settles",1E-11,0,1,0.435826,1,1,1,1,0.15457,2.67913,3.87167,0.53453,0.259507,0.250113,0.191038,0.150427,0.148914,1,1,0.125666,0.125666,,,1,,,,,0,0,0,,8.87567,9.6243,18.5,1.50004,8.87567,9.6243,0.5,0.304774,0.203635,0.508409,0.117028,0.227687,0.845468,1.34547,3.87167E-05,0.84543,0.148863,0.696567,0,1,0.125666,0,0,0,0.183018,0,-0.0512999,0.18747,0.341704,0.188212,0.162479,0.120135,0.18747,0.290404,0.239512,0.162479,0.120135,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","Tried",5E-12,0,1,0.417593,1,1,1,1,0.137859,2.58796,3,0.803809,0.20197,0.272769,0.309307,0.167231,0.0487217,1,1,0.680377,0.230515,,,0,,,,,0,0,1,0.494047,9.19405,9.20592,18.4,1.60003,9.19405,9.20592,0.6,0.362558,0.291536,0.654095,0.242337,0.261607,0.862171,1.46217,3E-05,0.862141,0.44869,0.413451,0,0,,0,0,0,0.52526,0,1.17061,5.43911E-08,0.22208,0.436794,0.238839,0.102287,0.347424,0.254432,0.398144,2.97927E-07,2.29705E-07,1,1,0,0,0,0,0,0.505953,0.494047
"Risk Neutral CM 1 TIME 0.75 LT 0.8","0","63","PWins",2E-12,0,1,0.549709,1,1,1,1,0.143549,3.24855,3,0.934546,0.0373265,0.170641,0.395081,0.300064,0.0968879,1,1,0.760233,0.268215,,,0,,,,,0,0,1,1,9.7,8.69997,18.4,1.60003,9.7,8.69997,0.6,0.507968,0.23761,0.745577,0.422748,0.0712829,0.856481,1.45648,3E-05,0.856451,0.675791,0.18066,0,0,,0,0,0,0.792032,0,1.18337,1.32575E-08,0.0778948,0.416862,0.330665,0.174578,0.158928,0.263591,0.577481,1.62983E-07,6.98572E-08,1,1,0,0,0,0,0,0,1
