Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001646,0,0,0,0.025,0.025,0.05,0,0.1
0.000016464,0,0,1,0.025,0.025,0.05,0,1.1
0.000003353,0,0,0,0.025,0.025,0.05,0.05,0.15
0.000033534,0,0,1,0.025,0.025,0.05,0.05,1.15
0.499944702,0,0,0,0,0,0,0,0
0.000000249,1E-05,0,0,0.025,0.025,0.05,0,0.10001
0.000002220,1E-05,0,1,0.025,0.025,0.05,0,1.10001
0.000000295,1E-05,0,0,0.025,0.025,0.05,0.05,0.15001
0.000002621,1E-05,0,1,0.025,0.025,0.05,0.05,1.15001
0.054354749,1E-05,0,0,0,0,0,0,1E-05
0.000001193,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000009119,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000001928,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000014862,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.311732105,2E-05,0,0,0,0,0,0,2E-05
0.000000201,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000001291,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.020001079,3E-05,0,0,0,0,0,0,3E-05
0.000001145,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000006007,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.113871236,4E-05,0,0,0,0,0,0,4E-05
