"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","All",1,0.999925,7.5324E-05,0.500002,7.5324E-5,7.53239E-05,1,7.5324E-05,9.99934E-06,4.50001,4,0.651713,0.124999,0.124999,0.124999,0.125,0.125,0.125,0.125001,0.125001,1,1,0.0625015,0.0625013,,,7.53238E-05,,,,,1.05496E-10,5.28189E-17,3.39E-11,0.545083,9.99993,9.99995,19.9999,0.000122857,9.99993,9.99995,7.5324E-06,6.4246E-6,1.7989E-5,2.44137E-5,7.228E-07,1.77642E-05,0.000105325,0.000112857,4.00002E-05,6.53246E-05,1.56698E-05,4.96549E-05,0,7.53238E-5,0.0625008,1.05496E-10,5.28189E-17,2.11076E-17,0.241847,0,2.50266E-14,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,7.5324E-05,7.53239E-05,0.999925,1.50708E-11,7.53238E-05,1.05496E-10,5.28189E-17,1.5425E-11,1.848E-11
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,4.50002,4,0.651713,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,3.04506E-15,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","DisputeArises",7.5E-5,0,1,0.488979,1,1,1,1,0.132751,4.41184,4,0.643743,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.0625015,0.0625013,,,0.999998,,,,,1.40056E-06,7.01223E-13,4.502E-7,0.545083,9.0125,9.88746,18.9,1.10004,9.0125,9.88746,0.1,0.0852927,0.238823,0.324116,0.00959588,0.235838,0.867289,0.967289,4E-05,0.867249,0.208031,0.659217,0,0.999998,0.0625008,1.40056E-06,7.01223E-13,2.80224E-13,0.241847,0,-1.26846E-12,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1,1,2.0008E-07,2.0008E-07,0.999998,1.40056E-06,7.01223E-13,2.04786E-7,2.4538E-7
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","PFiles",7.5E-5,0,1,0.488979,1,1,1,1,0.132751,4.41184,4,0.643743,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.0625015,0.0625013,,,0.999998,,,,,1.40056E-06,7.01223E-13,4.502E-7,0.545083,9.0125,9.88746,18.9,1.10004,9.0125,9.88746,0.1,0.0852928,0.238823,0.324116,0.00959588,0.235838,0.867289,0.967289,4E-05,0.867249,0.208031,0.659217,0,0.999998,0.0625008,1.40056E-06,7.01223E-13,2.80224E-13,0.241847,0,-1.25383E-12,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1,1,0,2.0008E-07,0.999998,1.40056E-06,7.01223E-13,2.04786E-7,2.4538E-7
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","DAnswers",7.5E-5,0,1,0.488979,1,1,1,1,0.132751,4.41184,4,0.643743,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.0625015,0.0625013,,,0.999998,,,,,1.40056E-06,7.01223E-13,4.502E-7,0.545083,9.0125,9.88746,18.9,1.10004,9.0125,9.88746,0.1,0.0852926,0.238823,0.324116,0.00959573,0.235838,0.867289,0.967289,4E-05,0.867249,0.208031,0.659217,0,0.999998,0.0625008,1.40056E-06,7.01223E-13,2.80224E-13,0.241847,0,-1.21875E-12,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1,1,0,0,0.999998,1.40056E-06,7.01223E-13,2.04786E-7,2.4538E-7
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","Litigated",7.5E-5,0,1,0.488979,1,1,1,1,0.132751,4.41184,4,0.643743,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.0625015,0.0625013,,,0.999998,,,,,1.40056E-06,7.01223E-13,4.502E-7,0.545083,9.0125,9.88746,18.9,1.10004,9.0125,9.88746,0.1,0.0852926,0.238823,0.324116,0.00959573,0.235838,0.867289,0.967289,4E-05,0.867249,0.208031,0.659217,0,0.999998,0.0625008,1.40056E-06,7.01223E-13,2.80224E-13,0.241847,0,-1.21875E-12,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1,1,0,0,0.999998,1.40056E-06,7.01223E-13,2.04786E-7,2.4538E-7
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","Not Litigated",0.9999,1,3.01439E-11,0.500003,1.507E-11,0,1,3.01439E-11,4.00164E-12,4.50002,4,0.651713,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,3.76799E-13,1.143E-11,3.736E-12,1.5163E-11,1.14268E-11,3.64739E-12,4.00002E-05,4.00002E-05,4.00002E-05,2.61423E-11,6.27088E-12,1.9871400000000002E-11,0,0,,0,0,0,0.241847,0,5.30055E-15,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,1.5072E-11,0,1,1.5072E-11,0,0,0,0,0
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","Settles",7.5E-5,0,1,0.488979,1,1,1,1,0.132751,4.41184,4,0.643743,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.0625005,0.0625012,,,1,,,,,0,0,0,,9.0125,9.88746,18.9,1.10004,9.0125,9.88746,0.1,0.0852926,0.238823,0.324116,0.00959566,0.235838,0.867289,0.967289,4E-05,0.867249,0.208031,0.659218,0,1,0.0625008,0,0,0,0.241847,0,-5.64039E-08,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","Tried",3E-11,0,1,0.492929,1,1,1,1,0.115608,4.44343,2.47347,0.81391,0.130964,0.12873,0.126552,0.124654,0.123212,0.122292,0.121846,0.121751,1,1,0.747013,0.305118,,,0,,,,,0,0,1,0.545083,9.47008,9.37989,18.85,1.15002,9.47008,9.37989,0.15,0.228449,0.217956,0.446405,0.196309,0.205922,0.884417,1.03442,2.47347E-05,0.884392,0.489858,0.394534,0,0,,0,0,0,0.554758,0,0.125296,0.0889773,0.127779,0.140221,0.145628,0.143548,0.134397,0.119327,0.100122,0.109719,0.127779,0.140221,0.145629,0.143548,0.128863,0.110499,0.0937422,1,1,0,0,0,0,0,0.454917,0.545083
"Risk Neutral CM 0.25 Noise 2,2 LT 0.8","0","529","PWins",2E-11,0,1,0.573057,1,1,1,1,0.114717,5.08445,2.32528,0.894085,0.0767236,0.0897227,0.103533,0.117877,0.132413,0.146716,0.160302,0.172713,1,1,0.783222,0.351462,,,0,,,,,0,0,1,1,9.925,8.92498,18.85,1.15002,9.925,8.92498,0.15,0.380779,0.0520666,0.432846,0.357271,0.00390499,0.885307,1.03531,2.32528E-05,0.885283,0.613765,0.271518,0,0,,0,0,0,0.694221,0,0.11066,0.0707478,0.109325,0.127558,0.141077,0.147872,0.146578,0.136903,0.119938,0.0886552,0.109325,0.127558,0.141077,0.147872,0.143403,0.128559,0.11355,1,1,0,0,0,0,0,0,1
