"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","All",1,0.999909,9.058E-05,0.500001,5.286E-11,3.57762E-11,1,9.058E-05,9.99919E-06,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,0.349706,0.238552,,,2.52071E-11,,,,,2.66060E-17,2.14239E-18,1.06E-11,0.478004,9.99991,9.99998,19.9999,0.00011058,9.99991,9.99998,1.81327E-11,1.705E-11,3.3896E-5,3.38959E-5,1.68702E-11,3.38959E-05,0.000100581,0.000100581,2.00002E-05,8.05808E-05,3.00844E-05,5.04964E-05,0,2.5207E-11,0.217712,2.66060E-17,2.14239E-18,5.07856E-24,0.37421,0,-7.53143E-15,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,5.286E-11,3.57762E-11,1,1.70839E-11,2.52071E-11,2.66060E-17,2.14239E-18,5.5170E-12,5.052E-12
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","NoDispute",0.9999,1,0,0.500001,0,0,1,0,0,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.00002E-05,10,9.99998,0,0,0,0,0,0,2.00002E-05,2.00002E-05,2.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","DisputeArises",9.1E-5,0,1,0.497852,5.8357E-7,3.94969E-07,1,1,0.110391,4.48282,2,0.868048,0.129357,0.126484,0.124259,0.122968,0.122721,0.123391,0.124663,0.126157,1,1,0.349706,0.238552,,,2.78286E-07,,,,,2.93729E-13,2.36520E-14,1.167E-7,0.478004,9,9.99998,19,1.00002,9,9.99998,2.00184E-07,1.8827E-7,0.37421,0.37421,1.86247E-07,0.37421,0.889629,0.889629,2E-05,0.889609,0.33213,0.557479,0,2.78286E-7,0.217712,2.93729E-13,2.36520E-14,5.60672E-20,0.37421,0,-2.36646E-13,0.106418,0.124244,0.13673,0.142446,0.140869,0.132314,0.117836,0.0991431,0.106418,0.124244,0.13673,0.142446,0.140869,0.132314,0.117836,0.0991431,5.83575E-7,3.94969E-07,0.999999,1.88606E-07,2.78286E-07,2.93729E-13,2.36520E-14,6.09078E-8,5.5775E-8
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","PFiles",5E-11,0,1,0.516197,1,0.676809,1,1,0.0999814,4.62957,0.926498,0.991389,0.114958,0.117241,0.119897,0.122925,0.12624,0.129677,0.133016,0.136046,1,1,0.349706,0.238552,,,0.476864,,,,,5.03328E-07,4.05295E-08,0.199944,0.478004,9.32963,9.32733,18.657,1.34304,9.32963,9.32733,0.343032,0.322613,0.2956,0.618213,0.319148,0.351521,0.900028,1.24306,9.26498E-06,0.900019,0.481911,0.418108,0,0.476864,0.217712,5.03328E-07,4.05295E-08,9.60755E-14,0.534825,0,0.270743,0.07926,0.0929874,0.102895,0.161485,0.160669,0.151811,0.135948,0.114945,0.100114,0.118748,0.133003,0.141186,0.142302,0.136126,0.123274,0.105246,1,0.676809,0,0.323191,0.476864,5.03328E-07,4.05295E-08,0.10437,0.0955741
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","DAnswers",4E-11,0,1,0.502598,1,1,1,1,0.104318,4.52078,1.36892,0.934963,0.126038,0.124062,0.122884,0.122691,0.123474,0.125012,0.126943,0.128895,1,1,0.349706,0.238552,,,0.704577,,,,,7.43678E-07,5.98832E-08,0.295422,0.478004,9.05727,9.48363,18.5409,1.4591,9.05727,9.48363,0.459084,0.329423,0.403727,0.73315,0.324303,0.516077,0.895696,1.35478,1.36892E-05,0.895682,0.411779,0.483904,0,0.704577,0.217712,7.43678E-07,5.98832E-08,1.41954E-13,0.459939,0,0.737696,0.0733724,0.0842043,0.0908717,0.171936,0.168482,0.156849,0.138548,0.115735,0.147921,0.175453,0.113749,0.121438,0.123086,0.118362,0.107688,0.0923041,1,1,0,0,0.704577,7.43678E-07,5.98832E-08,0.154209,0.141213
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","Litigated",4E-11,0,1,0.502598,1,1,1,1,0.104318,4.52078,1.36892,0.934963,0.126038,0.124062,0.122884,0.122691,0.123474,0.125012,0.126943,0.128895,1,1,0.349706,0.238552,,,0.704577,,,,,7.43678E-07,5.98832E-08,0.295422,0.478004,9.05727,9.48363,18.5409,1.4591,9.05727,9.48363,0.459084,0.329423,0.403727,0.73315,0.324303,0.516077,0.895696,1.35478,1.36892E-05,0.895682,0.411779,0.483904,0,0.704577,0.217712,7.43678E-07,5.98832E-08,1.41954E-13,0.459939,0,0.737696,0.0733724,0.0842043,0.0908717,0.171936,0.168482,0.156849,0.138548,0.115735,0.147921,0.175453,0.113749,0.121438,0.123086,0.118362,0.107688,0.0923041,1,1,0,0,0.704577,7.43678E-07,5.98832E-08,0.154209,0.141213
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","Not Litigated",1,0.999909,9.05799E-05,0.500001,1.708E-11,0,1,9.05799E-05,9.99919E-06,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,9.99991,9.99998,19.9999,0.00011058,9.99991,9.99998,1.70839E-12,5.268E-12,3.3896E-5,3.38959E-5,5.26786E-12,3.38959E-05,0.000100581,0.000100581,2.00002E-05,8.05807E-05,3.00843E-05,5.04964E-05,0,0,,0,0,0,0.37421,0,-2.63987E-11,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,1.7084E-11,0,1,1.70839E-11,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","Settles",3E-11,0,1,0.499211,1,1,1,1,0.106677,4.49369,1.60139,0.907819,0.135079,0.126518,0.120524,0.117888,0.118683,0.122174,0.127081,0.132052,1,1,0.217712,0.217712,,,1,,,,,0,0,0,,9.01771,9.58227,18.6,1.40002,9.01771,9.58227,0.4,0.224174,0.401841,0.626015,0.121558,0.40725,0.893339,1.29334,1.60139E-05,0.893323,0.379451,0.513872,0,1,0.217712,0,0,0,0.425271,0,-0.110518,0.104137,0.11951,0.128973,0.169375,0.142762,0.137907,0.126055,0.0712812,0.131936,0.151485,0.0983051,0.102414,0.101281,0.155208,0.140118,0.119253,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","Tried",1E-11,0,1,0.510677,1,1,1,1,0.0986903,4.58541,0.814478,0.9997,0.104474,0.118206,0.128514,0.134147,0.134902,0.131779,0.126612,0.121366,1,1,0.664509,0.288255,,,0,,,,,0,0,1,0.478004,9.15161,9.24838,18.4,1.60001,9.15161,9.24838,0.6,0.580441,0.408226,0.988667,0.807848,0.775629,0.901318,1.50132,8.14478E-06,0.90131,0.488882,0.412428,0,0,,0,0,0,0.542622,0,2.76068,9.22756E-08,1.00819E-07,1.02442E-07,0.178046,0.229825,0.202028,0.168343,0.221758,0.186045,0.232615,0.150582,0.166807,0.175091,0.0304856,0.0303413,0.0280317,1,1,0,0,0,0,0,0.521996,0.478004
"Risk Neutral CM 1 Noise 2,2 FSM 2","0","534","PWins",5E-12,0,1,0.594487,1,1,1,1,0.098169,5.2559,0.744403,1.07885,0.0550076,0.0762585,0.0996931,0.122689,0.142585,0.157864,0.168795,0.177108,1,1,0.692225,0.336751,,,0,,,,,0,0,1,1,10.3,8.09999,18.4,1.60001,10.3,8.09999,0.6,1.2143,0,1.2143,1.69005,0,0.901838,1.50184,7.44403E-06,0.901831,0.618101,0.283729,0,0,,0,0,0,0.685698,0,2.89245,1.03827E-07,1.17023E-07,1.23176E-07,0.134239,0.218874,0.205105,0.181646,0.260136,0.18492,0.247101,0.129066,0.155109,0.175264,0.0360623,0.0371609,0.0353169,1,1,0,0,0,0,0,0,1
