"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","All",1,0.999925,7.5324E-05,0.500002,9.166E-11,4.9682E-11,1,7.5324E-05,9.99934E-06,4.50001,4,0.814641,0.124999,0.124999,0.124999,0.125,0.125,0.125,0.125001,0.125001,1,1,0.40184,0.387719,,,4.38875E-11,,,,,2.11076E-17,6.79282E-19,5.79E-12,0.547451,9.99992,9.99997,19.9999,0.000107324,9.99992,9.99997,2.52292E-11,2.53E-11,1.8217E-5,1.82169E-5,2.00465E-11,1.82168E-05,9.73248E-05,9.73248E-05,3.20002E-05,6.53246E-05,1.56698E-05,4.96549E-05,0,4.3887E-11,0.375562,2.11076E-17,6.79282E-19,4.2232E-24,0.241847,0,-7.72142E-15,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,9.1657E-11,4.9682E-11,1,4.19748E-11,4.38875E-11,2.11076E-17,6.79282E-19,2.6223E-12,3.172E-12
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,4.50002,4,0.814642,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.20002E-05,10,9.99997,0,0,0,0,0,0,3.20002E-05,3.20002E-05,3.20002E-05,0,0,0,0,0,,0,0,0,,0,3.04506E-15,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","DisputeArises",7.5E-5,0,1,0.488979,1.2168E-6,6.59578E-07,1,1,0.132751,4.41184,4,0.804679,0.135923,0.131056,0.126679,0.123246,0.121062,0.120186,0.120424,0.121423,1,1,0.40184,0.387719,,,5.8265E-07,,,,,2.80224E-13,9.01813E-15,7.693E-8,0.547451,9,9.99997,19,1.00003,9,9.99997,3.34943E-07,3.3591E-7,0.241847,0.241847,2.66137E-07,0.241846,0.867281,0.867281,3.2E-05,0.867249,0.208031,0.659217,0,5.8265E-07,0.375562,2.80224E-13,9.01813E-15,5.60672E-20,0.241847,0,-3.21332E-13,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,1.21683E-6,6.59578E-07,0.999999,5.57257E-07,5.8265E-07,2.80224E-13,9.01813E-15,3.48137E-8,4.2114E-8
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","PFiles",9E-11,0,1,0.494414,1,0.542044,1,1,0.109137,4.45531,1.81067,1.10054,0.131187,0.128253,0.12561,0.123586,0.122425,0.122198,0.122788,0.123952,1,1,0.40184,0.387719,,,0.478824,,,,,2.30289E-07,7.41114E-09,0.06322,0.547451,9.51187,9.21286,18.7247,1.27527,9.51187,9.21286,0.275257,0.27605,0.211978,0.488029,0.218713,0.153693,0.890877,1.16613,1.44853E-05,0.890863,0.526723,0.36414,0,0.478824,0.375562,2.30289E-07,7.41114E-09,4.60763E-14,0.589229,0,-1.64887E-12,0.106285,0.124131,0.136658,0.142426,0.140903,0.132394,0.117944,0.0992595,0.106285,0.124131,0.136658,0.142426,0.140903,0.132394,0.117944,0.0992595,1,0.542044,0,0.457956,0.478824,2.30289E-07,7.41114E-09,0.0286101,0.0346098
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","DAnswers",5E-11,0,1,0.491055,1,1,1,1,0.120807,4.42844,2.93856,0.951945,0.132463,0.129708,0.127014,0.124634,0.122784,0.12157,0.12097,0.120857,1,1,0.40184,0.387719,,,0.883367,,,,,4.24853E-07,1.36726E-08,0.116632,0.547451,9.18395,9.3927,18.5767,1.42335,9.18395,9.3927,0.423326,0.292813,0.328232,0.621045,0.187033,0.27726,0.879216,1.30254,2.35085E-05,0.879193,0.403329,0.475864,0,0.883367,0.375562,4.24853E-07,1.36726E-08,8.50047E-14,0.458645,0,-1.55641E-12,0.108598,0.126156,0.13804,0.142904,0.140388,0.130993,0.115932,0.0969891,0.108598,0.126156,0.13804,0.142904,0.140388,0.130993,0.115932,0.0969891,1,1,0,0,0.883367,4.24853E-07,1.36726E-08,0.0527818,0.0638506
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","Litigated",5E-11,0,1,0.491055,1,1,1,1,0.120807,4.42844,2.93856,0.951945,0.132463,0.129708,0.127014,0.124634,0.122784,0.12157,0.12097,0.120857,1,1,0.40184,0.387719,,,0.883367,,,,,4.24853E-07,1.36726E-08,0.116632,0.547451,9.18395,9.3927,18.5767,1.42335,9.18395,9.3927,0.423326,0.292813,0.328232,0.621045,0.187033,0.27726,0.879216,1.30254,2.35085E-05,0.879193,0.403329,0.475864,0,0.883367,0.375562,4.24853E-07,1.36726E-08,8.50047E-14,0.458645,0,-1.55641E-12,0.108598,0.126156,0.13804,0.142904,0.140388,0.130993,0.115932,0.0969891,0.108598,0.126156,0.13804,0.142904,0.140388,0.130993,0.115932,0.0969891,1,1,0,0,0.883367,4.24853E-07,1.36726E-08,0.0527818,0.0638506
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","Not Litigated",1,0.999925,7.53239E-05,0.500002,4.197E-11,0,1,7.53239E-05,9.99934E-06,4.50001,4,0.814641,0.124999,0.124999,0.124999,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,9.99992,9.99997,19.9999,0.000107324,9.99992,9.99997,4.19748E-12,1.075E-11,1.8217E-5,1.82168E-5,1.07544E-11,1.82168E-05,9.73248E-05,9.73248E-05,3.20002E-05,6.53246E-05,1.56697E-05,4.96549E-05,0,0,,0,0,0,0.241847,0,-2.50983E-15,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,4.1975E-11,0,1,4.19748E-11,0,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","Settles",4E-11,0,1,0.473107,1,1,1,1,0.120671,4.28485,2.97139,0.929402,0.143778,0.138351,0.132538,0.126723,0.12128,0.11645,0.112271,0.108609,1,1,0.37091,0.380214,,,1,,,,,0,0,0,,9.17556,9.42441,18.6,1.40002,9.17556,9.42441,0.4,0.291152,0.308942,0.600094,0.185439,0.250861,0.879353,1.27935,2.37711E-05,0.879329,0.372828,0.506501,0,1,0.375562,0,0,0,0.423823,0,-0.402349,0.122937,0.142812,0.156265,0.161772,0.158923,0.118526,0.106325,0.0324393,0.110473,0.126681,0.136492,0.138827,0.133775,0.136029,0.119098,0.0986255,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","Tried",6E-12,0,1,0.626996,1,1,1,1,0.121843,5.51597,2.68991,1.12268,0.0467607,0.0642469,0.0851757,0.108817,0.134173,0.160351,0.186858,0.213618,1,1,0.636096,0.444556,,,0,,,,,0,0,1,0.547451,9.24745,9.15253,18.4,1.60002,9.24745,9.15253,0.6,0.305395,0.474333,0.779728,0.199102,0.477201,0.878178,1.47818,2.15193E-05,0.878157,0.634342,0.243815,0,0,,0,0,0,0.722388,0,3.04736,8.84241E-07,1.02807E-06,1.126E-06,1.16691E-06,1.14763E-06,0.225418,0.18869,0.585886,0.094401,0.122181,0.149765,0.173783,0.19047,0.0928525,0.0919511,0.0845958,1,1,0,0,0,0,0,0.452549,0.547451
"Risk Neutral CM 1 Noise 2,2 UPC 8E-06","0","401","PWins",3E-12,0,1,0.705641,1,1,1,1,0.120716,6.14513,2.54848,1.21955,0.017414,0.031285,0.0528313,0.0835936,0.123972,0.173013,0.228792,0.2891,1,1,0.691174,0.497379,,,0,,,,,0,0,1,1,9.7,8.69998,18.4,1.60002,9.7,8.69998,0.6,0.451027,0.254692,0.705719,0.331643,0.0764076,0.879304,1.4793,2.03878E-05,0.879284,0.746489,0.132795,0,0,,0,0,0,0.848973,0,2.87242,7.14224E-07,8.79202E-07,1.02386E-06,1.13009E-06,1.18213E-06,0.157603,0.143585,0.698808,0.0711566,0.0997852,0.131896,0.163838,0.190552,0.115348,0.117246,0.110178,1,1,0,0,0,0,0,0,1
