"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","All",1,0.999909,9.058E-05,0.500001,9.058E-05,9.05799E-05,1,9.058E-05,9.99919E-06,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,0.062501,0.0625009,,,9.05798E-05,,,,,1.26862E-10,4.40846E-17,2E-11,0.228352,9.99992,9.99996,19.9999,0.000119638,9.99992,9.99996,9.05799E-06,9.9179E-6,3.1364E-5,4.12816E-5,1.73576E-06,2.90114E-05,0.000100581,0.000109639,2.00002E-05,8.05808E-05,3.01569E-05,5.04238E-05,0,9.05798E-5,0.125001,1.26862E-10,4.40846E-17,2.53827E-17,0.374329,0,-4.85193E-14,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,9.05799E-5,9.05799E-05,0.999909,1.81232E-11,9.05798E-05,1.26862E-10,4.40846E-17,1.5407E-11,4.559E-12
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","NoDispute",0.9999,1,0,0.500001,0,0,1,0,0,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.00002E-05,10,9.99998,0,0,0,0,0,0,2.00002E-05,2.00002E-05,2.00002E-05,0,0,0,0,0,,0,0,0,,0,3.04624E-15,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","DisputeArises",9.1E-5,0,1,0.499524,1,1,1,1,0.110391,4.49619,2,0.869577,0.125331,0.125229,0.125131,0.125036,0.124944,0.124857,0.124775,0.124697,1,1,0.062501,0.0625009,,,0.999998,,,,,1.40056E-06,4.86692E-13,2.204E-7,0.228352,9.075,9.82498,18.9,1.10002,9.075,9.82498,0.1,0.109493,0.346254,0.455748,0.0191627,0.320285,0.889629,0.989629,2E-05,0.889609,0.332932,0.556678,0,0.999998,0.125001,1.40056E-06,4.86692E-13,2.80224E-13,0.374329,0,-8.73667E-13,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,1,1,2.0008E-07,2.0008E-07,0.999998,1.40056E-06,4.86692E-13,1.70091E-7,5.0335E-8
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","PFiles",9.1E-5,0,1,0.499524,1,1,1,1,0.110391,4.49619,2,0.869577,0.125331,0.125229,0.125131,0.125036,0.124944,0.124857,0.124775,0.124697,1,1,0.062501,0.0625009,,,0.999998,,,,,1.40056E-06,4.86692E-13,2.204E-7,0.228352,9.075,9.82498,18.9,1.10002,9.075,9.82498,0.1,0.109493,0.346254,0.455748,0.0191627,0.320285,0.889629,0.989629,2E-05,0.889609,0.332932,0.556678,0,0.999998,0.125001,1.40056E-06,4.86692E-13,2.80224E-13,0.374329,0,-8.51359E-13,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,1,1,0,2.0008E-07,0.999998,1.40056E-06,4.86692E-13,1.70091E-7,5.0335E-8
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","DAnswers",9.1E-5,0,1,0.499524,1,1,1,1,0.110391,4.49619,2,0.869577,0.125331,0.125229,0.125131,0.125036,0.124944,0.124857,0.124775,0.124697,1,1,0.062501,0.0625009,,,0.999998,,,,,1.40056E-06,4.86693E-13,2.204E-7,0.228352,9.075,9.82498,18.9,1.10002,9.075,9.82498,0.1,0.109493,0.346254,0.455747,0.0191622,0.320285,0.889629,0.989629,2E-05,0.889609,0.332932,0.556678,0,0.999998,0.125001,1.40056E-06,4.86693E-13,2.80224E-13,0.374329,0,-8.2486E-13,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,1,1,0,0,0.999998,1.40056E-06,4.86693E-13,1.70091E-7,5.0335E-8
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","Litigated",9.1E-5,0,1,0.499524,1,1,1,1,0.110391,4.49619,2,0.869577,0.125331,0.125229,0.125131,0.125036,0.124944,0.124857,0.124775,0.124697,1,1,0.062501,0.0625009,,,0.999998,,,,,1.40056E-06,4.86693E-13,2.204E-7,0.228352,9.075,9.82498,18.9,1.10002,9.075,9.82498,0.1,0.109493,0.346254,0.455747,0.0191622,0.320285,0.889629,0.989629,2E-05,0.889609,0.332932,0.556678,0,0.999998,0.125001,1.40056E-06,4.86693E-13,2.80224E-13,0.374329,0,-8.2486E-13,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,1,1,0,0,0.999998,1.40056E-06,4.86693E-13,1.70091E-7,5.0335E-8
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","Not Litigated",0.9999,1,3.62498E-11,0.500001,1.812E-11,0,1,3.62498E-11,4.00164E-12,4.50001,2,0.869971,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.00003E-05,10,9.99998,4.53122E-13,2.947E-11,6.785E-12,3.625E-11,5.21455E-11,6.78467E-12,2.00003E-05,2.00003E-05,2.00002E-05,3.22481E-11,1.2068700000000001E-11,2.01794E-11,0,0,,0,0,0,0.374329,0,-1.80863E-15,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,0.115891,0.123533,0.128902,0.131673,0.131673,0.128902,0.123533,0.115891,1.8125E-11,0,1,1.81249E-11,0,0,0,0,0
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","Settles",9.1E-5,0,1,0.499524,1,1,1,1,0.110391,4.49619,2,0.869577,0.125331,0.125229,0.125131,0.125036,0.124944,0.124857,0.124775,0.124697,1,1,0.0625002,0.0625009,,,1,,,,,0,0,0,,9.075,9.82498,18.9,1.10002,9.075,9.82498,0.1,0.109493,0.346254,0.455747,0.0191621,0.320285,0.889629,0.989629,2E-05,0.889609,0.332932,0.556678,0,1,0.125001,0,0,0,0.374329,0,-4.43795E-13,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,0.11711,0.124461,0.129483,0.131869,0.131472,0.128318,0.122605,0.114681,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","Tried",2E-11,0,1,0.500347,1,1,1,1,0.1002,4.50277,1,0.971872,0.12476,0.124833,0.124904,0.124973,0.12504,0.125105,0.125165,0.12522,1,1,0.596402,0.123552,,,0,,,,,0,0,1,0.228352,9.3817,9.46829,18.85,1.15001,9.3817,9.46829,0.15,0.37332,0.397629,0.770949,0.573935,0.427451,0.89981,1.04981,1E-05,0.8998,0.450343,0.449457,0,0,,0,0,0,0.50053,0,3.08609E-08,0.116455,0.123962,0.129171,0.131764,0.13158,0.128632,0.123104,0.115332,0.116455,0.123962,0.129171,0.131764,0.13158,0.128632,0.123104,0.115332,1,1,0,0,0,0,0,0.771648,0.228352
"Risk Neutral CM 0.25 Noise 4,4 DM 2","0","377","PWins",5E-12,0,1,0.547285,1,1,1,1,0.100213,4.87828,1,1.01219,0.0945922,0.102604,0.110984,0.11971,0.128759,0.138102,0.147707,0.157541,1,1,0.596582,0.123553,,,0,,,,,0,0,1,1,10.925,7.92499,18.85,1.15001,10.925,7.92499,0.15,1.50289,0,1.50289,2.50348,0,0.899797,1.0498,1E-05,0.899787,0.514744,0.385042,0,0,,0,0,0,0.57211,0,3.08101E-08,0.112713,0.121101,0.127374,0.13115,0.13219,0.130427,0.125966,0.119078,0.112713,0.121101,0.127374,0.13115,0.13219,0.130427,0.125966,0.119078,1,1,0,0,0,0,0,0,1
