Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003191,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000026368,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000377,2E-05,1,0,0.025,0.025,0.05,0,1.10002
0.000000528,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000004211,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000000248,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.372778269,2E-05,0,0,0,0,0,0,2E-05
0.000006095,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000033796,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000008460,3E-05,1,0,0.025,0.025,0.05,0,1.10003
0.000000193,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000001444,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.627136820,3E-05,0,0,0,0,0,0,3E-05
