"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","All",1,0.999937,6.32063E-05,0.500001,7.753E-11,1.62637E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.114619,0.100001,,,1.5788E-11,,,,,1.31348E-17,3.5081E-13,1.25E-13,0.451984,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,5.06298E-11,2.594E-11,2.149E-11,4.7428E-11,2.47448E-11,1.05326E-11,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.5101400000000005E-11,5.32068E-05,0,1.5788E-11,0.100001,1.31348E-17,3.5081E-13,1.4659E-18,8.01483E-07,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.7534E-11,1.62637E-11,1,6.12702E-11,1.5788E-11,1.31348E-17,3.5081E-13,6.8408E-14,5.642E-14
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","DisputeArises",6.3E-5,0,1,0.454165,1.2267E-6,2.57311E-07,1,1,0.158204,2.77083,4,0.510732,0.260123,0.217707,0.184094,0.167373,0.170703,1,1,0.114619,0.100001,,,2.49786E-07,,,,,2.07809E-13,5.55024E-09,1.975E-9,0.451984,9,9.99996,19,1.00004,9,9.99996,8.01025E-07,4.104E-07,3.3996E-7,7.50362E-7,3.91493E-07,1.66638E-07,0.841836,0.841837,4E-05,0.841796,7.13559E-07,0.841796,0,2.49786E-7,0.100001,2.07809E-13,5.55024E-09,2.31923E-14,8.01483E-07,0,-5.41819E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.22668E-6,2.57311E-07,0.999999,9.69368E-07,2.49786E-07,2.07809E-13,5.55024E-09,1.0823E-09,8.926E-10
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","PFiles",8E-11,0,1,0.500589,1,0.209762,1,1,0.118906,3.00294,1.61728,1.26944,0.208229,0.195019,0.191963,0.195158,0.209631,1,1,0.114619,0.100001,,,0.203628,,,,,1.69408E-07,0.00452461,0.00161,0.451984,9.33121,9.01577,18.347,1.65302,9.33121,9.01577,0.653003,0.334566,0.274435,0.609001,0.319149,0.133144,0.88111,1.53411,1.61728E-05,0.881094,0.579382,0.301712,0,0.203628,0.100001,1.69408E-07,0.00452461,1.89065E-08,0.650676,0,0.0393495,0.170107,0.202517,0.233271,0.22026,0.173846,0.177624,0.217776,0.217939,0.214425,0.172236,1,0.209762,0,0.790238,0.203628,1.69408E-07,0.00452461,0.0008823,0.0007277
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","DAnswers",2E-11,0,1,0.462641,1,1,1,1,0.154673,2.81321,3.77758,0.592193,0.219417,0.223094,0.229208,0.181431,0.146851,1,1,0.114619,0.100001,,,0.970754,,,,,8.07618E-07,0.0215702,0.007675,0.451984,8.3186,9.07522,17.3938,2.60618,8.3186,9.07522,1.60614,0.864241,0.0936885,0.95793,0.790742,0.148886,0.845365,2.45151,3.77758E-05,0.845327,0.0555366,0.789791,0,0.970754,0.100001,8.07618E-07,0.0215702,9.01332E-08,0.065401,0,0.271201,0.167234,0.190345,0.292781,0.213228,0.136412,0.203072,0.263091,0.281731,0.14494,0.107167,1,1,0,0,0.970754,8.07618E-07,0.0215702,0.00420618,0.0034691
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","Litigated",2E-11,0,1,0.462641,1,1,1,1,0.154673,2.81321,3.77758,0.592193,0.219417,0.223094,0.229208,0.181431,0.146851,1,1,0.114619,0.100001,,,0.970754,,,,,8.07618E-07,0.0215702,0.007675,0.451984,8.3186,9.07522,17.3938,2.60618,8.3186,9.07522,1.60614,0.864241,0.0936885,0.95793,0.790742,0.148886,0.845365,2.45151,3.77758E-05,0.845327,0.0555366,0.789791,0,0.970754,0.100001,8.07618E-07,0.0215702,9.01332E-08,0.065401,0,0.271201,0.167234,0.190345,0.292781,0.213228,0.136412,0.203072,0.263091,0.281731,0.14494,0.107167,1,1,0,0,0.970754,8.07618E-07,0.0215702,0.00420618,0.0034691
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","Not Litigated",1,0.999937,6.32063E-05,0.500001,6.127E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,2.45081E-11,1.188E-11,1.996E-11,3.1848E-11,1.18844E-11,8.11112E-12,9.3207E-05,9.3207E-05,4.00002E-05,5.32069E-05,4.41982E-11,5.32068E-05,0,0,,0,0,0,7.84655E-07,0,-4.40982E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.127E-11,0,1,6.12702E-11,0,0,0,0,0
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","Settles",2E-11,0,1,0.455477,1,1,1,1,0.154568,2.77739,3.801,0.57724,0.225996,0.229069,0.229403,0.172617,0.142915,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.859742,0.0760432,0.935785,0.773768,0.129273,0.84547,2.44547,3.801E-05,0.845432,0.0381747,0.807257,0,1,0.100001,0,0,0,0.0447315,0,0.209886,0.172272,0.196079,0.301602,0.219652,0.110395,0.207864,0.264436,0.267998,0.149307,0.110395,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","Tried",1E-13,0,1,0.603404,1,1,1,1,0.150122,3.51702,3,0.987957,0.00383534,0.0751742,0.415647,0.410821,0.094523,1,1,0.599844,0.1,,,0,,,,,0,0,1,0.451984,8.19436,8.40561,16.6,3.40003,8.19436,8.40561,2.4,1.16157,0.702263,1.86384,2.18534,1.53872,0.849908,3.24991,3E-05,0.849878,0.429071,0.420806,0,0,,0,0,0,0.505345,0,3.16764,3.48897E-12,4.72512E-12,2.12254E-06,8.27712E-07,0.999997,0.167646,0.832353,5.62295E-07,3.26394E-12,2.44557E-12,1,1,0,0,0,0,0,0.548016,0.451984
"Risk Neutral CM 4 FSM 0.5 DM 1 LT 1 UPC 1E-05","0","33","PWins",6E-14,0,1,0.675606,1,1,1,1,0.150607,3.87803,3,1.06215,0.000133697,0.0148371,0.268289,0.540346,0.176394,1,1,0.599844,0.1,,,0,,,,,0,0,1,1,9.4,7.19997,16.6,3.40003,9.4,7.19997,2.4,2.08326,0.430046,2.5133,4.54298,0.258027,0.849423,3.24942,3E-05,0.849393,0.608527,0.240866,0,0,,0,0,0,0.716743,0,3.11479,4.56414E-18,5.91202E-13,2.41677E-06,1.27417E-06,0.999996,0.114794,0.885206,8.07156E-07,4.09561E-13,3.8939E-13,1,1,0,0,0,0,0,0,1
