Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.229996749,1E-05,0,0,0,0,0,0,1E-05
0.000021129,1E-05,0,1,0,0,0,0,1.00001
0.000000147,1E-05,1,0,0,0,0,0,1.00001
0.000000085,2E-05,0,0,0.1,0.1,0.2,0,0.40002
0.000000395,2E-05,0,1,0.1,0.1,0.2,0,1.40002
0.000000261,2E-05,1,0,0.1,0.1,0.2,0,1.40002
0.269959684,2E-05,0,0,0,0,0,0,2E-05
0.000021101,2E-05,0,1,0,0,0,0,1.00002
0.000000548,2E-05,1,0,0,0,0,0,1.00002
0.499966295,3E-05,0,0,0,0,0,0,3E-05
0.000025304,3E-05,0,1,0,0,0,0,1.00003
0.000008301,3E-05,1,0,0,0,0,0,1.00003
