Equilibrium Type,Adjudication Mode,Cost Misestimation,Costs Multiplier,Court Noise,Damages Multiplier,Fee Shifting Multiplier,Issue,Liability Threshold,Noise Multiplier D,Noise Multiplier P,Num Signals and Offers,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Unit Precaution Cost,Wrongful Attribution Probability,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation,Engages in Activity,Accident Occurs,Wrongful Attribution,Precaution Power,Precaution Level,Benefit-Cost Ratio,Precaution Power 1,Precaution Power 2,Precaution Power 3,Precaution Power 4,Precaution Power 5,Precaution Power 6,Precaution Power 7,Precaution Power 8
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1.104E-11,0,,,0,,9.99991,9.99998,19.9999,0.000107955,1000,1000,9.81322E-05,9.81322E-05,2.26978E-05,7.54345E-05,8.16881E-06,6.72657E-05,1.10404E-12,1.427E-12,9.4653E-06,,1,1.10404E-11,0,0,0,0,0,0,1,8.52572E-05,9.82272E-06,4.5,2.26976,0.776881,0.125002,0.125,0.124999,0.124999,0.124999,0.125,0.125001,0.125
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1,1,0.603224,0.22346,0.562442,0.346088,8.99219,9.49531,18.4875,1.5125,998.429,999.395,0.899334,1.41182,1.00001E-05,0.899324,0.239917,0.659407,0.512488,0.280939,0.130902,0.562453,0,0,0.0956197,0.341937,5.54203E-07,0.367787,0.194655,0,1,1,0.100676,4.77247,1.00001,0.960967,0.00177796,0.0177145,0.10071,0.28052,0.332055,0.223677,0.0396443,0.003901
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1,1,0.562445,0.562461,0,,9.36245,9.23754,18.6,1.40001,999.519,999.329,0.899206,1.29921,1.00006E-05,0.899196,0.243287,0.65591,0.4,0.555848,0.172739,0.562453,0,0,1,0,0,0,0,0,1,1,0.100804,4.88202,1.00006,0.973155,0.000169212,0.00474578,0.0630333,0.283301,0.37778,0.237547,0.0315192,0.00190428
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1,1,0.634914,0.207634,1,0.346088,9.04609,9.3539,18.4,1.60001,998.426,999.095,0.899004,1.499,1E-05,0.898994,0.310715,0.588278,0.6,0.3,0.103827,,0,0,0,0,0,0.653912,0.346088,0,1,1,0.101006,5.07429,1,0.992663,0.000286659,0.00534525,0.0518256,0.223737,0.372716,0.279773,0.0598628,0.00645363
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1,1,0.629538,0.187784,1,0,8.7,9.69999,18.4,1.60001,997.675,999.847,0.89964,1.49964,1E-05,0.89963,0,0.89963,0.6,0.3,0,,0,0,0,0,0,1,0,0,1,1,0.10037,4.47306,1,0.931705,0.000438377,0.00817427,0.0792547,0.342152,0.569979,1.0379E-06,3.63736E-07,4.51513E-25
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,1,1,0.645072,0.245138,1,1,9.7,8.69999,18.4,1.60001,999.847,997.675,0.897802,1.4978,1E-05,0.897792,0.897792,0,0.6,0.3,0.3,,0,0,0,0,0,0,1,0,1,1,0.102208,6.21026,1,1.10784,0,0,0,0,9.9396E-07,0.808383,0.172969,0.0186473
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,0.0519803,0.0519794,0.622648,0.267561,0.037864,1,9.02652,9.94509,18.9716,1.02839,998.845,999.908,0.864861,0.893226,2.79488E-05,0.864833,0.864833,0,0.0283646,0.0113592,0.973483,0.562495,0.94802,9.62859E-07,0.0050398,0.00907554,9.90019E-08,0,0.0378639,0,1,1,0.135167,7.806,2.79488,1.04173,0,0,0,0,2.94563E-07,0.0922419,0.00951645,0.898241
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 1 CN Perfect FSM 0 DM 1 LT 1 UPC 1E-05,4.615E-07,437,0.018431,0.018431,0.59614,0.207377,0.009251,0,8.99637,9.99438,18.9908,1.00924,998.794,999.997,0.887754,0.896976,2.06124E-05,0.887733,0,0.887733,0.00922255,0.0055975,0,0.562438,0.981569,1.84796E-08,0.00175338,0.00742698,1.13797E-09,0.00925068,0,0,1,1,0.112267,3.74669,2.06124,0.723309,0.187705,0.153174,0.144054,0.138182,0.127911,0.114629,0.134345,7.44964E-08
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1.3035E-06,1.30348E-06,0.654009,0.389893,1.143E-07,0.645038,9.99991,9.99998,19.9999,0.000109156,1000,1000,9.85916E-05,9.91358E-05,1.49979E-05,8.35937E-05,1.54836E-05,6.811E-05,5.44245E-07,3.1857E-07,1.7233E-05,0.562488,0.999999,8.12595E-12,5.88819E-07,3.35705E-07,2.64693E-07,4.05584E-08,7.3703E-08,0,1,9.36142E-05,1.00206E-05,4.5,1.49977,0.856221,0.125002,0.124999,0.124999,0.124999,0.125,0.125,0.125002,0.124999
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,0.013924,0.0139239,0.654009,0.389893,0.001221,0.645038,9.00435,9.98982,18.9942,1.00583,998.813,999.987,0.892972,0.898786,1.32625E-05,0.892959,0.165398,0.72756,0.00581369,0.003403,0.184087,0.562488,0.986076,8.68025E-08,0.00628985,0.00358605,0.00282749,0.00043325,0.0007873,0,1,1,0.107041,4.21784,1.32625,0.843911,0.163011,0.133149,0.125458,0.122203,0.125988,0.11197,0.124183,0.0940386
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,8.126E-12,0,,,0,,9.99991,9.99999,19.9999,0.000107309,1000,1000,9.74067E-05,9.74067E-05,1.4998E-05,8.24088E-05,1.47108E-05,6.7698E-05,8.12596E-13,5.228E-13,1.675E-05,,1,8.12596E-12,0,0,0,0,0,0,1,9.23109E-05,9.9021E-06,4.5,1.49978,0.856221,0.125002,0.124999,0.124999,0.124999,0.125,0.125,0.125002,0.125
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1,1,0.654009,0.389893,0.087659,0.645038,9.31256,9.2699,18.5825,1.41753,999.146,999.045,0.909099,1.32663,2.48548E-10,0.909099,0.592921,0.316177,0.417532,0.244396,0.370882,0.562488,0,0,0.451729,0.257546,0.203067,0.0311155,0.0565431,0,1,1,0.0909011,4.92084,2.48548E-05,1.08315,0.000260635,0.00517747,0.0566997,0.285649,0.377492,0.218643,0.0504123,0.00566546
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1,1,0.562486,0.56249,0,,9.36249,9.23751,18.6,1.4,999.519,999.329,0.909099,1.3091,4.22975E-10,0.909099,0.624171,0.284927,0.4,0.23897,0.437698,0.562488,0,0,1,0,0,0,0,0,1,1,0.0909013,4.96946,4.22975E-05,1.08904,2.54383E-05,0.0013119,0.0342314,0.27784,0.41258,0.231038,0.0401538,0.00281932
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1,1,0.877283,0.0625005,1,0.645038,9.43206,8.96794,18.4,1.6,998.442,997.168,0.909099,1.5091,1.0719E-10,0.909099,0.586403,0.322696,0.6,0.387023,0,,0,0,0,0,0,0.354962,0.645038,0,1,1,0.090901,4.86465,1.0719E-05,1.07784,7.56933E-05,0.00285444,0.0492847,0.302744,0.407633,0.202216,0.0329562,0.00223502
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1,1,0.877283,0.0625005,1,0,8.4,10,18.4,1.6,995.609,1000,0.909099,1.5091,1.44042E-10,0.909099,0,0.909099,0.6,0,0,,0,0,0,0,0,1,0,0,1,1,0.090901,3.84444,1.44042E-05,0.967772,0.000213243,0.00804153,0.138845,0.852892,5.58624E-06,2.8923E-06,8.70459E-18,7.95178E-24
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,1,1,0.877283,0.0625005,1,1,10,8.4,18.4,1.6,1000,995.609,0.909099,1.5091,8.69103E-11,0.909099,0.909099,0,0.6,0.6,0,,0,0,0,0,0,0,1,0,1,1,0.0909009,5.42607,8.69103E-06,1.13841,0,0,0,0,0.631949,0.313494,0.0510918,0.00346494
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,0.0483042,0.0483038,0.671576,0.430178,0.004188,1,9.02084,9.95899,18.9798,1.02018,998.837,999.942,0.87978,0.89994,1.96414E-05,0.879761,0.879761,0,0.0201591,0.0050227,0.979164,0.562498,0.951696,4.32E-07,0.0229703,0.00859551,0.0125503,0,0.0041877,0,1,1,0.120239,7.1364,1.96414,1.07724,0,0,0,0,0.166744,0.0303047,0.302756,0.500195
Only Eq,Baseline,1,1,Perfect,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 1 CN Perfect FSM 1,4.995E-07,429,0.0059639,0.00596387,0.621066,0.314347,0.000534,0,9.00054,9.99696,18.9975,1.0025,998.807,999.997,0.896026,0.898519,1.17856E-05,0.896015,0,0.896015,0.00249226,0.0030279,0,0.562466,0.994036,6.87792E-09,0.00242778,0.0024262,0.000576328,0.00053356,0,0,1,1,0.103985,3.5421,1.17856,0.789887,0.200753,0.163978,0.154505,0.150497,0.116551,0.130878,0.082837,7.56729E-08
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,3.24E-11,2.75996E-11,0.264838,0.182483,2.61E-13,0.6522,9.99991,9.99998,19.9999,0.000109806,1000,1000,9.9801E-05,9.9801E-05,1.77E-05,8.2101E-05,1.87711E-05,6.33299E-05,1.15722E-11,6.011E-12,2.129E-05,0.159775,1,4.80158E-12,2.25847E-11,2.58813E-12,2.16602E-12,9.0707E-14,1.701E-13,0,1,9.21056E-05,1.00046E-05,4.5,1.76998,0.837927,0.125002,0.124999,0.124999,0.124999,0.124999,0.125001,0.125,0.125
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,3.5178E-07,2.99652E-07,0.264838,0.182483,2.832E-09,0.6522,9,9.99998,19,1.00002,998.808,1000,0.891396,0.891396,1.74406E-05,0.891379,0.2038,0.687579,1.2564E-07,6.5267E-08,0.231147,0.159775,1,5.21313E-08,2.45204E-07,2.80996E-08,2.35167E-08,9.8481E-10,1.8467E-09,0,1,1,0.108621,4.33413,1.74406,0.822663,0.156406,0.127566,0.121492,0.119027,0.114933,0.131742,0.113777,0.115057
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,4.802E-12,0,,,0,,9.99991,9.99998,19.9999,0.000109806,1000,1000,9.9801E-05,9.9801E-05,1.77E-05,8.21009E-05,1.87711E-05,6.33298E-05,4.80158E-13,1.183E-13,2.129E-05,,1,4.80158E-12,0,0,0,0,0,0,1,9.21056E-05,1.00046E-05,4.5,1.76998,0.837927,0.125002,0.124999,0.124999,0.124999,0.124999,0.125001,0.125,0.125
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,1,1,0.264838,0.182483,0.009449,0.6522,9.01617,9.58193,18.5981,1.4019,998.641,999.603,0.897279,1.29917,1.16452E-05,0.897267,0.320857,0.57641,0.40189,0.213524,0.277736,0.159775,0,0,0.818297,0.093774,0.07848,0.00328652,0.0061629,0,1,1,0.102733,4.55441,1.16452,0.909702,0.109931,0.101339,0.117514,0.150461,0.154467,0.149068,0.117088,0.100133
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,1,1,0.159775,0.159775,0,,8.95977,9.64021,18.6,1.40001,998.595,999.766,0.894749,1.29475,1.41258E-05,0.894735,0.283364,0.611371,0.4,0.211452,0.295993,0.159775,0,0,1,0,0,0,0,0,1,1,0.105265,4.4764,1.41258,0.875104,0.127637,0.104911,0.108938,0.144042,0.155748,0.151432,0.109715,0.0975773
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,1,1,0.91172,0.0787084,1,0.6522,9.53484,8.86516,18.4,1.6,997.219,994.712,0.909099,1.5091,2.39816E-10,0.909099,0.592914,0.316185,0.6,0.58698,0,,0,0,0,0,0,0.3478,0.6522,0,1,1,0.090901,4.92077,2.39816E-05,1.08314,0.0002705,0.00518226,0.0567006,0.285647,0.377488,0.218639,0.0504094,0.00566358
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,1,1,0.910613,0.074968,1,0,8.1,10.3,18.4,1.6,991.847,1000.08,0.909099,1.5091,6.8702E-10,0.909099,0,0.909099,0.6,0,0,,0,0,0,0,0,1,0,0,1,1,0.0909013,3.80484,6.8702E-05,0.963045,0.000777746,0.0149001,0.163026,0.821295,3.96323E-07,7.3686E-12,4.55793E-18,3.55554E-18
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,1,1,0.91231,0.0807031,1,1,10.3,8.1,18.4,1.6,1000.08,991.847,0.909099,1.5091,1.33448E-12,0.909099,0.909099,0,0.6,0.9,0,,0,0,0,0,0,0,1,0,1,1,0.0909008,5.51587,1.33448E-07,1.14718,0,0,0,0,0.578792,0.335233,0.0772913,0.0086838
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,6.8355E-07,4.63573E-07,0.427644,0.316606,7.989E-09,1,9,9.99998,19,1.00002,998.808,1000,0.881708,0.881709,1.98945E-05,0.881689,0.881689,0,2.09025E-07,2.6519E-08,1,0.267351,0.999999,2.19977E-07,3.36669E-07,2.22718E-08,9.66425E-08,0,7.9894E-09,0,1,1,0.118311,7.48775,1.98945,1.11258,0,0,0,0,1.3814E-07,0.0100107,0.492226,0.497763
Only Eq,Baseline,1,1,Perfect,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 1 CN Perfect FSM 2,8.29E-07,485,2.5204E-07,2.50371E-07,0.174213,0.107824,1.281E-09,0,9,9.99998,19,1.00002,998.808,1000,0.894309,0.894309,1.67028E-05,0.894292,0,0.894292,1.00572E-07,7.6916E-08,0,0.109761,1,1.67014E-09,2.17706E-07,2.98516E-08,1.5322E-09,1.28088E-09,0,0,1,1,0.105708,3.38603,1.67028,0.735503,0.203427,0.165918,0.158017,0.154812,0.149486,0.168339,1.04128E-07,8.12282E-08
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,2.2812E-06,2.28113E-06,0.437498,0.386861,3.359E-07,0.199193,9.99993,9.99996,19.9999,0.000115405,1000,1000,0.00010438,0.00010536,4.00002E-05,6.43802E-05,2.3171E-06,6.20631E-05,9.79631E-07,6.7142E-07,2.3676E-06,0.437496,0.999998,3.62117E-11,1.94524E-06,4.93628E-13,6.67731E-18,2.6898E-07,6.6906E-08,0,1,7.44251E-05,1.00449E-05,4.5,4,0.572476,0.125001,0.124999,0.124999,0.125,0.125,0.125,0.125,0.125001
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,0.0306504,0.03065,0.437498,0.386861,0.004513,0.199193,9.00575,9.98105,18.9868,1.0132,998.818,999.985,0.865072,0.878234,3.82339E-05,0.865034,0.0311334,0.8339,0.0131626,0.0090215,0.0318123,0.437496,0.96935,4.86552E-07,0.0261369,6.63255E-09,8.97185E-14,0.0036141,0.000899,0,1,1,0.134966,4.08828,3.82339,0.557589,0.175738,0.141596,0.132384,0.125973,0.115751,0.112412,0.0940892,0.102057
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,3.621E-11,0,,,0,,9.99993,9.99996,19.9999,0.000112144,1000,1000,0.000102389,0.000102389,4.00002E-05,6.23883E-05,1.34646E-06,6.10418E-05,3.62117E-12,3.768E-12,1.5469E-06,,1,3.62117E-11,0,0,0,0,0,0,1,7.21441E-05,9.75582E-06,4.5,4,0.572475,0.125002,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,1,1,0.437498,0.386861,0.147246,0.199193,9.18768,9.38284,18.5705,1.42948,999.149,999.503,0.873298,1.30275,2.99999E-05,0.873268,0.425512,0.447756,0.429449,0.294337,0.359806,0.437496,0,0,0.852754,2.16397E-07,2.9272E-12,0.117915,0.0293303,0,1,1,0.126732,5.48534,2.99999,0.802589,0.000128706,0.00233994,0.0242786,0.133593,0.349993,0.331473,0.131025,0.0271685
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,1,1,0.437495,0.437496,0,,9.2375,9.36247,18.6,1.40003,999.329,999.519,0.872573,1.27257,3E-05,0.872543,0.469051,0.403492,0.4,0.293359,0.411616,0.437496,0,0,1,0,0,0,0,0,1,1,0.127457,5.63786,3,0.816947,7.2196E-06,0.000285285,0.00872757,0.0974957,0.353659,0.357659,0.150464,0.0317018
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,1,1,0.437515,0.0936111,1,0.199193,8.89919,9.50078,18.4,1.60003,998.107,999.414,0.877498,1.4775,2.99995E-05,0.877468,0.173365,0.704104,0.6,0.3,0.0597579,,0,0,0,0,0,0.800807,0.199193,0,1,1,0.122532,4.60209,2.99995,0.719437,0.000832225,0.014239,0.11434,0.342644,0.328762,0.179821,0.0184471,0.000914575
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,1,1,0.437508,0.0923834,1,0,8.7,9.69997,18.4,1.60003,997.675,999.847,0.879273,1.47927,2.99997E-05,0.879243,0,0.879243,0.6,0.3,0,,0,0,0,0,0,1,0,0,1,1,0.120757,4.22908,2.99997,0.684271,0.00103923,0.0177808,0.142776,0.427868,0.410534,1.81082E-06,1.37282E-18,1.56913E-18
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,1,1,0.437542,0.0985466,1,1,9.7,8.69997,18.4,1.60003,999.847,997.674,0.870365,1.47037,2.99985E-05,0.870335,0.870335,0,0.6,0.3,0.3,,0,0,0,0,0,0,1,0,1,1,0.129665,6.10167,2.99985,0.860814,0,0,1.95574E-05,2.33293E-05,1.57157E-05,0.902741,0.0926091,0.0045914
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,0.41932,0.419308,0.437502,0.417197,0.025116,1,9.11121,9.71601,18.8272,1.17278,999.04,999.752,0.869849,1.0426,2.99997E-05,0.869819,0.869819,0,0.172748,0.0075348,0.888787,0.437499,0.58068,1.21791E-05,0.394192,1.10813E-08,1.96588E-12,0,0.0251159,0,1,1,0.130181,6.20727,2.99997,0.870561,0,0,1.12935E-06,1.99147E-06,2.73719E-06,0.818169,0.156365,0.0254597
Only Eq,Baseline,1,1,Perfect,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 1 CN Perfect LT 0.8,7.333E-08,323,0.0162224,0.0162223,0.437495,0.357753,0.003748,0,9.00184,9.99088,18.9927,1.00728,998.81,999.993,0.864894,0.872133,3.85395E-05,0.864856,0,0.864856,0.00723859,0.0090766,0,0.437492,0.983778,5.25051E-08,0.0124741,6.46741E-09,2.00725E-14,0.00374826,0,0,1,1,0.135144,4.00962,3.85395,0.545971,0.182262,0.146852,0.137298,0.130649,0.120048,0.0862129,0.0917774,0.104901
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 1 CN Perfect LT 1.2,1.568E-07,349,1.05E-06,1.05E-06,0.812484,0.062503,1.05E-06,0.349289,9.9999,9.99999,19.9999,0.000109161,1000,1000,9.85143E-05,9.91443E-05,1.00002E-05,8.85141E-05,1.18219E-06,8.73319E-05,6.29994E-07,3.15E-07,1.0437E-06,0.169348,0.999999,2.10084E-13,2.53314E-11,2.49722E-13,2.46349E-18,6.83229E-07,3.6674E-07,0,1,9.8531E-05,1.00169E-05,4.5,1,0.911789,0.125002,0.124999,0.124999,0.125,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 1 CN Perfect LT 1.2,1.568E-07,349,0.0106565,0.0106565,0.812484,0.062503,0.010656,0.349289,9.00053,9.99307,18.9936,1.0064,998.804,999.99,0.898346,0.90474,8.83614E-06,0.898337,0.0119981,0.886339,0.00639386,0.0031969,0.0105923,0.169348,0.989343,2.13216E-09,2.5709E-07,2.53446E-09,2.50022E-14,0.00693415,0.0037221,0,1,1,0.101663,4.28476,0.883614,0.899655,0.157101,0.131655,0.128137,0.126293,0.11801,0.107697,0.110333,0.120776
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 1 CN Perfect LT 1.2,1.568E-07,349,2.101E-13,0,,,0,,9.9999,9.99999,19.9999,0.000107481,1000,1000,9.75599E-05,9.75599E-05,1.00002E-05,8.75596E-05,8.48778E-07,8.67109E-05,2.10084E-14,1.367E-13,9.3365E-07,,1,2.10084E-13,0,0,0,0,0,0,1,9.74811E-05,9.92148E-06,4.5,1,0.911789,0.125002,0.124999,0.124999,0.125,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 1 CN Perfect LT 1.2,1.568E-07,349,1,1,0.812484,0.062503,0.999976,0.349289,9.04929,9.35072,18.4,1.6,998.433,999.088,0.909099,1.50909,1.95218E-10,0.909099,0.317534,0.591565,0.599995,0.299999,0.104786,0.169348,0,0,2.41252E-05,2.37831E-07,2.34618E-12,0.650695,0.34928,0,1,1,0.0909011,6.07815,1.95218E-05,1.2004,1.05442E-05,0.000292048,0.00567182,0.0529941,0.222076,0.369667,0.274126,0.0751632
Only Eq,Baseline,1,1,Perfect,1,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 1 CN Perfect LT 1.2,1.568E-07,349,1,1,0.168829,0.169867,0,,8.96935,9.63064,18.6,1.40001,998.598,999.731,0.899405,1.29941,7.95201E-06,0.899397,0.125043,0.774354,0.4,0.265077,0.0881674,0.169348,0,0,1,0,0,0,0,0,1,1,0.100603,4.92058,0.795201,0.976987,0.122263,0.10247,0.0999141,0.100242,0.102696,0.122214,0.155704,0.194496
