Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000077,1.6E-05,0,0,0.1,0.1,0.2,0,0.400016
0.000000362,1.6E-05,0,1,0.1,0.1,0.2,0,1.400016
0.000000273,1.6E-05,1,0,0.1,0.1,0.2,0,1.400016
0.000000154,1.6E-05,0,0,0.1,0.1,0.2,0.2,0.600016
0.000000672,1.6E-05,0,1,0.1,0.1,0.2,0.2,1.600016
0.000000603,1.6E-05,1,0,0.1,0.1,0.2,0.2,1.600016
0.191969594,1.6E-05,0,0,0,0,0,0,1.6E-05
0.000013596,1.6E-05,0,1,0,0,0,0,1.000016
0.000000996,1.6E-05,1,0,0,0,0,0,1.000016
0.000000299,3.2E-05,0,0,0.1,0.1,0.2,0,0.400032
0.000001167,3.2E-05,0,1,0.1,0.1,0.2,0,1.400032
0.000000596,3.2E-05,1,0,0.1,0.1,0.2,0,1.400032
0.000000277,3.2E-05,0,0,0.1,0.1,0.2,0.2,0.600032
0.000000981,3.2E-05,0,1,0.1,0.1,0.2,0.2,1.600032
0.000000639,3.2E-05,1,0,0.1,0.1,0.2,0.2,1.600032
0.442859263,3.2E-05,0,0,0,0,0,0,3.2E-05
0.000025791,3.2E-05,0,1,0,0,0,0,1.000032
0.000000846,3.2E-05,1,0,0,0,0,0,1.000032
0.365108093,4.8E-05,0,0,0,0,0,0,4.8E-05
0.000015722,4.8E-05,0,1,0,0,0,0,1.000048
