Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000002002,3E-05,0,0,0.1,0.1,0.2,0,0.40003
0.000016260,3E-05,0,1,0.1,0.1,0.2,0,1.40003
0.000000288,3E-05,0,0,0.1,0.1,0.2,0.2,0.60003
0.000002177,3E-05,0,1,0.1,0.1,0.2,0.2,1.60003
0.229997298,3E-05,0,0,0,0,0,0,3E-05
0.000002349,4E-05,0,0,0.1,0.1,0.2,0,0.40004
0.000016680,4E-05,0,1,0.1,0.1,0.2,0,1.40004
0.000000642,4E-05,0,0,0.1,0.1,0.2,0.2,0.60004
0.000003916,4E-05,0,1,0.1,0.1,0.2,0.2,1.60004
0.300002991,4E-05,0,0,0,0,0,0,4E-05
0.000004736,5E-05,0,0,0.1,0.1,0.2,0,0.40005
0.000023902,5E-05,0,1,0.1,0.1,0.2,0,1.40005
0.469926759,5E-05,0,0,0,0,0,0,5E-05
