Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000291,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000002549,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000735,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000006251,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000000097,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.102821300,2E-05,0,0,0,0,0,0,2E-05
0.000002454,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000019337,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000000131,3E-05,1,0,0.025,0.025,0.05,0,1.10003
0.000000806,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000004622,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.000001203,3E-05,1,0,0.025,0.025,0.05,0.05,1.15003
0.327132785,3E-05,0,0,0,0,0,0,3E-05
0.000001320,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000008658,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.000000248,4E-05,1,0,0.025,0.025,0.05,0,1.10004
0.000000731,4E-05,0,0,0.025,0.025,0.05,0.05,0.15004
0.000002796,4E-05,0,1,0.025,0.025,0.05,0.05,1.15004
0.000001500,4E-05,1,0,0.025,0.025,0.05,0.05,1.15004
0.204868444,4E-05,0,0,0,0,0,0,4E-05
0.000003684,5E-05,0,0,0.025,0.025,0.05,0,0.10005
0.000017968,5E-05,0,1,0.025,0.025,0.05,0,1.10005
0.365102091,5E-05,0,0,0,0,0,0,5E-05
