Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003794,3E-05,0,0,0.05,0.05,0.1,0,0.20003
0.000030221,3E-05,0,1,0.05,0.05,0.1,0,1.20003
0.000001189,3E-05,0,0,0.05,0.05,0.1,0.1,0.30003
0.000008412,3E-05,0,1,0.05,0.05,0.1,0.1,1.30003
0.000000167,3E-05,1,0,0.05,0.05,0.1,0.1,1.30003
0.499956116,3E-05,0,0,0,0,0,0,3E-05
0.000000976,4E-05,0,0,0.05,0.05,0.1,0,0.20004
0.000006447,4E-05,0,1,0.05,0.05,0.1,0,1.20004
0.000001735,4E-05,0,0,0.05,0.05,0.1,0.1,0.30004
0.000010044,4E-05,0,1,0.05,0.05,0.1,0.1,1.30004
0.269962871,4E-05,0,0,0,0,0,0,4E-05
0.000002322,5E-05,0,0,0.05,0.05,0.1,0,0.20005
0.000010942,5E-05,0,1,0.05,0.05,0.1,0,1.20005
0.230004762,5E-05,0,0,0,0,0,0,5E-05
