"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","All",1,0.999937,6.32063E-05,0.5,8.375E-11,1.26463E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,0.100001,0.100001,,,1.26463E-11,,,,,1.05051E-17,1.40396E-19,7.32E-20,0.732578,9.99994,9.99996,19.9999,0.000103207,1000,1000,4.86743E-11,1.043E-10,0,1.0431E-10,1.45435E-10,0,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.49757E-11,5.32068E-05,0,1.2646E-11,0.200002,1.05051E-17,1.40396E-19,2.69153E-24,7.9957E-07,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,8.3747E-11,1.26463E-11,1,7.11005E-11,1.26463E-11,1.05051E-17,1.40396E-19,1.958E-20,5.364E-20
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,1000,1000,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,9.64963E-06,0.194056,0.205846,0.200187,0.20585,0.194062,0.173016,0.213059,0.227846,0.213061,0.173018,0,0,1,0,0,0,0,0,0
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","DisputeArises",6.3E-5,0,1,0.448453,1.325E-06,2.0008E-07,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.66203E-13,2.22123E-15,1.16E-15,0.732578,9,9.99996,19,1.00004,998.808,1000,7.70086E-07,1.6503E-6,1.612E-13,1.6503E-06,2.30095E-06,1.61337E-13,0.841836,0.841837,4E-05,0.841796,7.1157E-07,0.841796,0,2.0008E-07,0.200002,1.66203E-13,2.22123E-15,4.25832E-20,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1.32497E-6,2.0008E-07,0.999999,1.12489E-06,2.0008E-07,1.66203E-13,2.22123E-15,3.0978E-16,8.486E-16
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","PFiles",8E-11,0,1,0.478937,1,0.151007,1,1,0.119446,2.89468,1.71986,1.21994,0.226648,0.206874,0.197463,0.183176,0.185839,1,1,0.100001,0.100001,,,0.151007,,,,,1.25439E-07,1.67643E-09,8.74E-10,0.732578,10.2678,8.15099,18.4188,1.58123,999.448,991.33,0.581208,1.24553,8.981E-10,1.24553,1.7366,1.0258E-09,0.880571,1.46178,1.71986E-05,0.880554,0.537044,0.34351,0,0.151007,0.200002,1.25439E-07,1.67643E-09,3.21389E-14,0.60346,0,-0.0611109,0.214732,0.217687,0.199694,0.193639,0.174248,0.181325,0.218459,0.227801,0.207627,0.164788,1,0.151007,0,0.848993,0.151007,1.25439E-07,1.67643E-09,2.338E-10,6.405E-10
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","DAnswers",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,0.999999,,,,,8.30684E-07,1.11017E-08,5.79E-09,0.732578,8.4,8.99996,17.4,2.60004,995.609,998.808,1.6,1,5.9476E-9,1,1,6.7931E-09,0.841836,2.44184,4E-05,0.841796,7.1157E-07,0.841796,0,0.999999,0.200002,8.30684E-07,1.11017E-08,2.12831E-13,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,0.999999,8.30684E-07,1.11017E-08,1.54828E-9,4.2414E-9
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","Litigated",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,0.999999,,,,,8.30684E-07,1.11017E-08,5.79E-09,0.732578,8.4,8.99996,17.4,2.60004,995.609,998.808,1.6,1,5.9476E-9,1,1,6.7931E-09,0.841836,2.44184,4E-05,0.841796,7.1157E-07,0.841796,0,0.999999,0.200002,8.30684E-07,1.11017E-08,2.12831E-13,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,0.999999,8.30684E-07,1.11017E-08,1.54828E-9,4.2414E-9
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","Not Litigated",1,0.999937,6.32063E-05,0.5,7.11E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103207,1000,1000,2.84402E-11,9.166E-11,0,9.1663E-11,1.32788E-10,0,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.49757E-11,5.32068E-05,0,0,,0,0,0,7.9957E-07,0,1.93112E-12,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,7.11E-11,0,1,7.11005E-11,0,0,0,0,0
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","Settles",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.4,8.99996,17.4,2.60004,995.609,998.808,1.6,1,2.5568E-9,1,1,1.32142E-09,0.841836,2.44184,4E-05,0.841796,6.98846E-07,0.841796,0,1,0.200002,0,0,0,7.84377E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,1,0,0,0,0
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","Tried",7E-20,0,1,0.7277,1,1,1,1,0.161044,4.1385,3.00002,1.11648,1.05431E-05,0.000516299,0.158775,0.542359,0.298339,1,1,0.899991,0.100002,,,0,,,,,0,0,1,0.732578,9.26516,7.33481,16.6,3.40003,995.919,917.372,2.4,1.82447,0.434645,2.25911,3.87998,0.673244,0.838986,3.23899,3.00002E-05,0.838956,0.704449,0.134506,0,0,,0,0,0,0.84069,0,3.33613,1.00382E-05,8.41231E-06,6.63746E-06,0.663743,0.336232,0.999978,6.26636E-06,6.30024E-06,5.51801E-06,4.21526E-06,1,1,0,0,0,0,0,0.267422,0.732578
"MODRA CM 4 Noise 0.5,2 DM 2","0","NaN","41","PWins",5E-20,0,1,0.774277,1,1,1,1,0.162561,4.37138,3,1.16516,4.21449E-08,3.88322E-06,0.0343166,0.559971,0.405708,1,1,0.9,0.100001,,,0,,,,,0,0,1,1,9.8,6.79997,16.6,3.40003,999.908,887.891,2.4,2.23432,0.193136,2.42746,5.02532,0.0386272,0.837469,3.23747,3E-05,0.837439,0.808463,0.0289765,0,0,,0,0,0,0.965681,0,3.43039,1.59209E-07,7.88907E-07,1.20663E-06,0.569608,0.43039,1,6.15974E-12,7.15351E-12,7.17285E-12,6.13728E-12,1,1,0,0,0,0,0,0,1
