"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","All",1,0.999937,6.32063E-05,0.5,8.375E-11,1.26463E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,0.100001,0.100001,,,1.26463E-11,,,,,1.19228E-17,2.47505E-18,5.78E-19,0.664825,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,4.86743E-11,3.194E-11,2.022E-11,5.2159E-11,3.08061E-11,8.08608E-12,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.49757E-11,5.32068E-05,0,1.2646E-11,0.100001,1.19228E-17,2.47505E-18,1.26393E-18,7.9957E-07,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,8.3747E-11,1.26463E-11,1,7.11005E-11,1.26463E-11,1.19228E-17,2.47505E-18,1.9356E-19,3.839E-19
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,9.64963E-06,0.194056,0.205846,0.200187,0.20585,0.194062,0.173016,0.213059,0.227846,0.213061,0.173018,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","DisputeArises",6.3E-5,0,1,0.448453,1.325E-06,2.0008E-07,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.88633E-13,3.91583E-14,9.14E-15,0.664825,9,9.99996,19,1.00004,9,9.99996,7.70086E-07,5.054E-07,3.1983E-7,8.25225E-7,4.8739E-07,1.27931E-07,0.841836,0.841837,4E-05,0.841796,7.1157E-07,0.841796,0,2.0008E-07,0.100001,1.88633E-13,3.91583E-14,1.99969E-14,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1.32497E-6,2.0008E-07,0.999999,1.12489E-06,2.0008E-07,1.88633E-13,3.91583E-14,3.0624E-15,6.074E-15
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PFiles",8E-11,0,1,0.478937,1,0.151007,1,1,0.119446,2.89468,1.71986,1.21994,0.226648,0.206874,0.197463,0.183176,0.185839,1,1,0.100001,0.100001,,,0.151006,,,,,1.42368E-07,2.9554E-08,6.896E-9,0.664825,9.40369,9.01508,18.4188,1.58123,9.40369,9.01508,0.581208,0.381439,0.241384,0.622823,0.367849,0.0965537,0.880571,1.46178,1.71986E-05,0.880554,0.537044,0.34351,0,0.151006,0.100001,1.42368E-07,2.9554E-08,1.50923E-08,0.60346,0,-0.0611109,0.214732,0.217687,0.199694,0.193639,0.174248,0.181325,0.218459,0.227801,0.207627,0.164788,1,0.151007,0,0.848993,0.151006,1.42368E-07,2.9554E-08,2.3113E-09,4.5845E-9
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","DAnswers",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,0.999999,,,,,9.42789E-07,1.95713E-07,4.567E-8,0.664825,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.9,6.9505E-7,0.900001,0.810001,6.45833E-07,0.841836,2.44184,4E-05,0.841796,7.1157E-07,0.841796,0,0.999999,0.100001,9.42789E-07,1.95713E-07,9.99446E-08,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,0.999999,9.42789E-07,1.95713E-07,1.53059E-8,3.036E-08
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","Litigated",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,0.999999,,,,,9.42789E-07,1.95713E-07,4.567E-8,0.664825,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.9,6.9505E-7,0.900001,0.810001,6.45833E-07,0.841836,2.44184,4E-05,0.841796,7.1157E-07,0.841796,0,0.999999,0.100001,9.42789E-07,1.95713E-07,9.99446E-08,7.9957E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,0.999999,9.42789E-07,1.95713E-07,1.53059E-8,3.036E-08
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","Not Litigated",1,0.999937,6.32063E-05,0.5,7.11E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,2.84402E-11,2.056E-11,2.022E-11,4.0778E-11,2.05626E-11,8.08607E-12,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.49757E-11,5.32068E-05,0,0,,0,0,0,7.9957E-07,0,1.93112E-12,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,7.11E-11,0,1,7.11005E-11,0,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","Settles",1E-11,0,1,0.448453,1,1,1,1,0.158204,2.74227,4,0.505793,0.258421,0.220652,0.197974,0.16615,0.156804,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.9,5.8658E-7,0.900001,0.81,5.27925E-07,0.841836,2.44184,4E-05,0.841796,5.85612E-07,0.841796,0,1,0.100001,0,0,0,6.51759E-07,0,-0.152659,0.245127,0.235668,0.199614,0.175597,0.143994,0.193717,0.226569,0.227794,0.199511,0.152409,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","Tried",6E-19,0,1,0.550603,1,1,1,1,0.136888,3.25301,2.36988,1.12303,0.060132,0.265408,0.212427,0.28538,0.176654,1,1,0.880969,0.164692,,,0,,,,,0,0,1,0.664825,8.8604,7.73957,16.6,3.40002,8.8604,7.73957,2.4,1.69431,0.206294,1.9006,4.40201,0.7014,0.863136,3.26314,2.36988E-05,0.863112,0.535271,0.327842,0,0,,0,0,0,0.626771,0,2.16943,8.59547E-07,0.300088,0.176892,0.333425,0.189594,0.756906,0.243092,8.73807E-07,6.99595E-07,5.34427E-07,1,1,0,0,0,0,0,0.335175,0.664825
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PWins",4E-19,0,1,0.649913,1,1,1,1,0.141614,3.74957,2.42403,1.2182,0.00147146,0.135432,0.240152,0.357947,0.264998,1,1,0.878851,0.159132,,,0,,,,,0,0,1,1,10,6.59998,16.6,3.40002,10,6.59998,2.4,2.5485,0,2.5485,6.62131,0,0.85841,3.25841,2.42403E-05,0.858386,0.727676,0.13071,0,0,,0,0,0,0.851497,0,2.50347,5.11936E-13,0.137711,0.210629,0.377813,0.273847,0.715671,0.284329,9.22283E-08,9.935E-13,8.50075E-13,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","DWins",2E-19,0,1,0.353619,1,1,1,1,0.127513,2.2681,2.26246,0.934255,0.176486,0.523217,0.157433,0.141442,0.00142185,1,1,0.885169,0.175721,,,0,,,,,0,0,1,0,6.6,9.99998,16.6,3.40002,6.6,9.99998,2.4,0,0.615482,0.615482,0,2.09264,0.87251,3.27251,2.26246E-05,0.872487,0.153632,0.718856,0,0,,0,0,0,0.181024,0,1.50685,2.56447E-06,0.622164,0.109973,0.245382,0.0224779,0.838695,0.161298,2.42408E-06,2.08725E-06,1.59447E-06,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","Abandoned",1E-17,0,1,0.440354,1,1,1,1,0.150591,2.70177,3.58689,0.628858,0.268524,0.222803,0.197473,0.160781,0.15042,1,1,0.649288,0.136852,,,0,,,,,0.828096,0.171904,0,,8.3719,9.02806,17.4,2.60004,8.3719,9.02806,1.6,0.867863,0.0869943,0.954857,0.821112,0.0754315,0.849445,2.44945,3.58689E-05,0.849409,0.0891654,0.760244,0,0,,0.828096,0.171904,0.087786,0.10469,0,-0.150563,0.257841,0.234793,0.200296,0.167387,0.139684,0.183552,0.24235,0.255923,0.180056,0.138119,1,1,0,0,0,0.828096,0.171904,0,0
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecPower1",0.2,0.999918,8.1669E-05,0.1,9.491E-11,1.63403E-11,1,8.1669E-05,1.03582E-05,1,4,0.26301,1,0,0,0,0,1,1,0.100001,0.100001,,,1.63403E-11,,,,,1.76972E-17,1.63360E-18,1.74E-19,0.0162686,9.99992,9.99996,19.9999,0.000121669,9.99992,9.99996,5.75705E-11,7.047E-11,9.119E-12,7.9592E-11,6.90022E-11,3.64777E-12,0.000111311,0.000111311,4.00002E-05,7.13108E-05,2.07261E-11,7.13108E-05,0,1.634E-11,0.100001,1.76972E-17,1.63360E-18,2.80804E-18,2.79157E-07,0,0.462758,0.252844,0.240654,0.198999,0.170178,0.137325,0.336605,0.297821,0.206276,0.111838,0.0474604,9.4905E-11,1.63403E-11,1,7.8565E-11,1.63403E-11,1.76972E-17,1.63360E-18,1.7081E-19,2.825E-21
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecPower2",0.2,0.99993,6.97331E-05,0.3,8.663E-11,1.39522E-11,1,6.97331E-05,9.67855E-06,2,4,0.383577,0,1,0,0,0,1,1,0.100001,0.100001,,,1.39522E-11,,,,,1.35861E-17,2.45338E-18,7.66E-19,0.339247,9.99993,9.99996,19.9999,0.000109733,9.99993,9.99996,5.13927E-11,4.532E-11,1.597E-11,6.1282E-11,4.40615E-11,6.38605E-12,0.000100055,0.000100055,4.00002E-05,6.00546E-05,3.6050500000000005E-11,6.00545E-05,0,1.3952E-11,0.100001,1.35861E-17,2.45338E-18,1.65598E-18,5.72365E-07,0,0.243088,0.223931,0.224643,0.200746,0.187487,0.163193,0.238188,0.269206,0.238188,0.164974,0.0894442,8.6625E-11,1.39522E-11,1,7.2673E-11,1.39522E-11,1.35861E-17,2.45338E-18,5.0638E-19,2.6E-19
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecPower3",0.2,0.999937,6.25659E-05,0.5,8.268E-11,1.25182E-11,1,6.25659E-05,9.9234E-06,3,4,0.523368,0,0,1,0,0,1,1,0.100001,0.100001,,,1.25182E-11,,,,,1.17547E-17,2.46122E-18,6.13E-19,0.751595,9.99994,9.99996,19.9999,0.000102566,9.99994,9.99996,4.80956E-11,2.555E-11,2.235E-11,4.7905E-11,2.44261E-11,8.94082E-12,9.26427E-05,9.26428E-05,4.00002E-05,5.26425E-05,4.9993700000000003E-11,5.26425E-05,0,1.2518E-11,0.100001,1.17547E-17,2.46122E-18,1.56953E-18,8.93138E-07,0,1.31516E-05,0.193003,0.206275,0.201437,0.206276,0.193009,0.153388,0.221461,0.250301,0.221461,0.153388,8.2685E-11,1.25182E-11,1,7.01663E-11,1.25182E-11,1.17547E-17,2.46122E-18,1.5237E-19,4.610E-19
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecPower4",0.2,0.999947,5.25088E-05,0.7,7.67E-11,1.0506E-11,1,5.25088E-05,9.67872E-06,4,4,0.683984,0,0,0,1,0,1,1,0.100001,0.100001,,,1.0506E-11,,,,,8.64033E-18,2.93418E-18,8.24E-19,0.833878,9.99995,9.99996,19.9999,9.2509E-05,9.99995,9.99996,4.32881E-11,9.455E-12,2.648E-11,3.5934E-11,8.50984E-12,1.05914E-11,8.28303E-05,8.28303E-05,4.00002E-05,4.28301E-05,5.84005E-11,4.28301E-05,0,1.0506E-11,0.100001,8.64033E-18,2.93418E-18,2.85224E-19,1.26067E-06,0,-0.243076,0.163191,0.187487,0.200749,0.224635,0.223938,0.0894445,0.164974,0.238188,0.269206,0.238188,7.6702E-11,1.0506E-11,1,6.61963E-11,1.0506E-11,8.64033E-18,2.93418E-18,1.3689E-19,6.871E-19
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecPower5",0.2,0.99995,4.95548E-05,0.9,7.782E-11,9.91492E-12,1,4.95548E-05,1.03585E-05,5,4,0.86689,0,0,0,0,1,1,1,0.100001,0.100001,,,9.91491E-12,,,,,7.93567E-18,2.89290E-18,5.10E-19,0.997302,9.99995,9.99996,19.9999,8.9555E-05,9.99995,9.99996,4.30246E-11,8.923E-12,2.716E-11,3.6084E-11,8.03109E-12,1.08643E-11,7.91965E-05,7.91965E-05,4.00002E-05,3.91963E-05,5.97077E-11,3.91963E-05,0,9.9149E-12,0.100001,7.93567E-18,2.89290E-18,8.91496E-22,1.37024E-06,0,-0.462781,0.137325,0.17018,0.199004,0.240662,0.252829,0.0474605,0.111838,0.206277,0.297821,0.336605,7.7817E-11,9.91492E-12,1,6.79017E-11,9.91491E-12,7.93567E-18,2.89290E-18,1.3761E-21,5.087E-19
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecLevel0",4E-07,0.999945,5.49995E-05,0.5,5.4999E-5,1.10043E-11,0.5,5.49995E-05,4.9995E-06,3,0,1.71665,0.2,0.2,0.2,0.2,0.2,1,1,0.9,0.9,,,1.10043E-11,,,,,8.81049E-25,8.80696E-18,1.76E-24,1,9.99998,9.99945,19.9994,0.000576999,9.99998,9.99945,2.19998E-05,7.703E-12,2.2E-05,2.19998E-5,5.39211E-12,8.79994E-06,0.00055,0.000572,0.0005,5E-05,5E-05,0,0,1.1004E-11,0.9,8.81049E-25,8.80696E-18,1.7621E-24,1,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,5.49995E-5,1.10043E-11,0.999945,5.49995E-05,1.10043E-11,8.81049E-25,8.80696E-18,1.1698E-40,1.762E-24
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecLevel1",2E-07,0.999906,9.40985E-05,0.5,9.4098E-5,1.88272E-11,1,9.40985E-05,9.99916E-06,3,1,1.46099,0.200001,0.199999,0.2,0.199999,0.200001,1,1,0.9,0.9,,,1.88272E-11,,,,,1.50738E-24,1.50678E-17,3.01E-24,0.85711,9.99996,9.9999,19.9999,0.000141738,9.99996,9.9999,3.76394E-05,2.0854E-5,2.9298E-5,5.0152E-05,2.08543E-05,1.17191E-05,9.40993E-05,0.000131739,1E-05,8.40993E-05,6.53586E-05,1.87408E-05,0,1.8827E-11,0.9,1.50738E-24,1.50678E-17,3.01477E-24,0.778378,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,9.40984E-5,1.88272E-11,0.999906,9.40984E-05,1.88272E-11,1.50738E-24,1.50678E-17,4.3078E-25,2.584E-24
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecLevel2",2E-07,0.999919,8.08369E-05,0.5,8.0837E-5,1.61739E-11,1,8.08369E-05,9.99929E-06,3,2,1.18788,0.199999,0.200001,0.2,0.199999,0.200001,1,1,0.9,0.572426,,,6.00297E-12,,,,,2.01181E-12,6.34031E-12,1.82E-12,0.607684,9.99997,9.9999,19.9999,0.000133172,9.99997,9.9999,3.23348E-05,3.5786E-5,1.8021E-5,5.38061E-5,3.57855E-05,7.20824E-06,9.08376E-05,0.000123172,2E-05,7.08376E-05,3.91356E-05,3.1702E-05,0,6.0030E-12,0.899999,2.01181E-12,6.34031E-12,1.76996E-12,0.557312,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,8.08369E-5,1.61739E-11,0.999919,8.08369E-05,6.00297E-12,2.01181E-12,6.34031E-12,7.1353E-13,1.105E-12
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecLevel3",2E-07,0.99993,7.04259E-05,0.5,7.0426E-5,1.40908E-11,1,7.04259E-05,9.9994E-06,3,3,0.888954,0.2,0.199999,0.2,0.2,0.2,1,1,0.692719,0.1,,,1.14338E-17,,,,,6.99325E-12,6.02998E-12,1.07E-12,0.762179,9.99997,9.9999,19.9999,0.000128596,9.99997,9.9999,2.81704E-05,4.6132E-5,9.7175E-6,5.58496E-5,4.61321E-05,3.88701E-06,9.04265E-05,0.000118597,3E-05,6.04265E-05,2.02944E-05,4.01321E-05,0,1.1434E-17,0.461587,6.99325E-12,6.02998E-12,4.54716E-12,0.344955,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,7.04259E-5,1.40908E-11,0.99993,7.04258E-05,1.14338E-17,6.99325E-12,6.02998E-12,2.5389E-13,8.137E-13
"Risk Neutral CM 4 Noise 0.5,2 FSM 1","0","48","PrecLevel4",1,0.999937,6.32063E-05,0.5,1.265E-11,1.26463E-11,1,6.32063E-05,9.99947E-06,3,4,0.544165,0.2,0.2,0.2,0.2,0.200001,1,1,0.1,0.1,,,1.26463E-11,,,,,1.01211E-17,1.01252E-24,2.03E-24,0,9.99994,9.99996,19.9999,0.000103206,9.99994,9.99996,2.02341E-11,1.138E-11,0,1.1382E-11,1.02435E-11,0,9.32069E-05,9.32069E-05,4E-05,5.32069E-05,0,5.32069E-05,0,1.2646E-11,0.1,1.01211E-17,1.01252E-24,2.02503E-24,0,0,0,0.194059,0.205848,0.200187,0.205848,0.194059,0.173017,0.21306,0.227846,0.21306,0.173017,1.2646E-11,1.26463E-11,1,2.53028E-18,1.26463E-11,1.01211E-17,1.01252E-24,2.025E-24,0
