Equilibrium Type,Adjudication Mode,Cost Misestimation,Costs Multiplier,Court Noise,Damages Multiplier,Fee Shifting Multiplier,Issue,Liability Threshold,Noise Multiplier D,Noise Multiplier P,Num Signals and Offers,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Unit Precaution Cost,Wrongful Attribution Probability,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation,Engages in Activity,Accident Occurs,Wrongful Attribution,Precaution Power,Precaution Level,Benefit-Cost Ratio,Precaution Power 1,Precaution Power 2,Precaution Power 3,Precaution Power 4,Precaution Power 5,Precaution Power 6,Precaution Power 7,Precaution Power 8
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,6.1468E-05,6.14683E-05,0.0625,0.0625,0,,9.99994,9.99992,19.9999,0.000137615,1000,1000,0.00012146,0.000127607,7E-05,5.146E-05,0,5.146E-05,6.14683E-06,1.0757E-05,0,0.125,0.999939,0,6.14683E-05,0,0,0,0,0,1,6.14683E-05,1.00083E-05,4.5,7,0.146885,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,1,1,0.0625,0.0625,0,,9.075,9.82493,18.8999,1.10007,999,999.922,0.837249,0.937249,7E-05,0.837179,0,0.837179,0.1,0.175,0,0.125,0,0,1,0,0,0,0,0,1,1,0.162821,3.95446,7,0.128697,0.177317,0.15786,0.140909,0.126694,0.114597,0.103942,0.0941667,0.0845148
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,0,0,,,0,,10,9.99993,19.9999,7E-05,1000,1000,7E-05,7E-05,7E-05,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,4.50003,7,0.146886,0.124997,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125003
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,1,1,0.0625,0.0625,0,,9.075,9.82493,18.8999,1.10007,999,999.922,0.837249,0.937249,7E-05,0.837179,0,0.837179,0.1,0.175,0,0.125,0,0,1,0,0,0,0,0,1,1,0.162821,3.95446,7,0.128697,0.177317,0.15786,0.140909,0.126694,0.114597,0.103942,0.0941667,0.0845148
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,1,1,0.0625,0.0625,0,,9.075,9.82493,18.8999,1.10007,999,999.922,0.837249,0.937249,7E-05,0.837179,0,0.837179,0.1,0.175,0,0.125,0,0,1,0,0,0,0,0,1,1,0.162821,3.95446,7,0.128697,0.177317,0.15786,0.140909,0.126694,0.114597,0.103942,0.0941667,0.0845148
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,2,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 0.25 CN High Both DM 2,5.816E-07,162,1,1,0.0625,0.0625,0,,9.075,9.82493,18.8999,1.10007,999,999.922,0.837249,0.937249,7E-05,0.837179,0,0.837179,0.1,0.175,0,0.125,0,0,1,0,0,0,0,0,1,1,0.162821,3.95446,7,0.128697,0.177317,0.15786,0.140909,0.126694,0.114597,0.103942,0.0941667,0.0845148
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,6.9399E-05,6.9399E-05,0.1875,0.1875,0,,9.99994,9.99993,19.9999,0.000126339,1000,1000,0.000109397,0.000116337,5E-05,5.93968E-05,0,5.93968E-05,6.9399E-06,1.6482E-05,0,0.1875,0.999931,0,6.9399E-05,0,0,0,0,0,1,6.9399E-05,1.00023E-05,4.5,5,0.467059,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,1,1,0.1875,0.1875,0,,9.1375,9.76245,18.8999,1.10005,999.139,999.887,0.855923,0.955923,5E-05,0.855873,0,0.855873,0.1,0.2375,0,0.1875,0,0,1,0,0,0,0,0,1,1,0.144127,4.12118,5,0.438684,0.163706,0.148216,0.13503,0.124445,0.116024,0.109313,0.103957,0.0993095
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,0,0,,,0,,10,9.99995,20,5E-05,1000,1000,5E-05,5E-05,5E-05,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,4.50003,5,0.467061,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125002
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,1,1,0.1875,0.1875,0,,9.1375,9.76245,18.8999,1.10005,999.139,999.887,0.855923,0.955923,5E-05,0.855873,0,0.855873,0.1,0.2375,0,0.1875,0,0,1,0,0,0,0,0,1,1,0.144127,4.12118,5,0.438684,0.163706,0.148216,0.13503,0.124445,0.116024,0.109313,0.103957,0.0993095
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,1,1,0.1875,0.1875,0,,9.1375,9.76245,18.8999,1.10005,999.139,999.887,0.855923,0.955923,5E-05,0.855873,0,0.855873,0.1,0.2375,0,0.1875,0,0,1,0,0,0,0,0,1,1,0.144127,4.12118,5,0.438684,0.163706,0.148216,0.13503,0.124445,0.116024,0.109313,0.103957,0.0993095
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 0.25 CN High Both FSM 0 DM 1 LT 1 UPC 1E-05,2.315E-09,213,1,1,0.1875,0.1875,0,,9.1375,9.76245,18.8999,1.10005,999.139,999.887,0.855923,0.955923,5E-05,0.855873,0,0.855873,0.1,0.2375,0,0.1875,0,0,1,0,0,0,0,0,1,1,0.144127,4.12118,5,0.438684,0.163706,0.148216,0.13503,0.124445,0.116024,0.109313,0.103957,0.0993095
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,7.5324E-05,7.5324E-05,0.0625,0.0625,0,,9.99993,9.99995,19.9999,0.000122856,1000,1000,0.000105324,0.000112856,4E-05,6.53237E-05,0,6.53237E-05,7.5324E-06,8.4739E-06,0,0.0625,0.999925,0,7.5324E-05,0,0,0,0,0,1,7.5324E-05,1.00003E-05,4.5,4,0.592495,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,1,1,0.0625,0.0625,0,,9.0125,9.88746,18.9,1.10004,998.842,999.953,0.867276,0.967276,4E-05,0.867236,0,0.867236,0.1,0.1125,0,0.0625,0,0,1,0,0,0,0,0,1,1,0.132764,4.21173,4,0.567754,0.156025,0.142931,0.13195,0.123426,0.117016,0.112377,0.109249,0.107024
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,0,0,,,0,,10,9.99996,20,4E-05,1000,1000,4E-05,4E-05,4E-05,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,4.50002,4,0.592497,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,1,1,0.0625,0.0625,0,,9.0125,9.88746,18.9,1.10004,998.842,999.953,0.867276,0.967276,4E-05,0.867236,0,0.867236,0.1,0.1125,0,0.0625,0,0,1,0,0,0,0,0,1,1,0.132764,4.21173,4,0.567754,0.156025,0.142931,0.13195,0.123426,0.117016,0.112377,0.109249,0.107024
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,1,1,0.0625,0.0625,0,,9.0125,9.88746,18.9,1.10004,998.842,999.953,0.867276,0.967276,4E-05,0.867236,0,0.867236,0.1,0.1125,0,0.0625,0,0,1,0,0,0,0,0,1,1,0.132764,4.21173,4,0.567754,0.156025,0.142931,0.13195,0.123426,0.117016,0.112377,0.109249,0.107024
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,1,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 0.25 CN High Both FSM 1,5.389E-07,200,1,1,0.0625,0.0625,0,,9.0125,9.88746,18.9,1.10004,998.842,999.953,0.867276,0.967276,4E-05,0.867236,0,0.867236,0.1,0.1125,0,0.0625,0,0,1,0,0,0,0,0,1,1,0.132764,4.21173,4,0.567754,0.156025,0.142931,0.13195,0.123426,0.117016,0.112377,0.109249,0.107024
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,8.2407E-05,8.2407E-05,0.0625,0.0625,0,,9.99992,9.99996,19.9999,0.000120648,1000,1000,0.000102408,0.000110649,3E-05,7.24078E-05,8.09971E-06,6.43081E-05,8.2407E-06,8.2125E-06,9.2891E-06,0.0625,0.999918,0,8.2407E-05,0,0,0,0,0,1,8.2407E-05,9.99914E-06,4.5,3,0.708301,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,1,1,0.0625,0.0625,0,,9.0125,9.88747,18.9,1.10003,998.842,999.953,0.878691,0.978691,3E-05,0.878661,0.0982891,0.780372,0.1,0.0996582,0.112723,0.0625,0,0,1,0,0,0,0,0,1,1,0.121339,4.29716,3,0.689122,0.148631,0.137923,0.129107,0.122568,0.118059,0.115337,0.114226,0.11415
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,0,0,,,0,,10,9.99997,20,3E-05,1000,1000,3E-05,3E-05,3E-05,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,4.50002,3,0.708303,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,1,1,0.0625,0.0625,0,,9.0125,9.88747,18.9,1.10003,998.842,999.953,0.878691,0.978691,3E-05,0.878661,0.0982891,0.780372,0.1,0.0996582,0.112723,0.0625,0,0,1,0,0,0,0,0,1,1,0.121339,4.29716,3,0.689122,0.148631,0.137923,0.129107,0.122568,0.118059,0.115337,0.114226,0.11415
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,1,1,0.0625,0.0625,0,,9.0125,9.88747,18.9,1.10003,998.842,999.953,0.878691,0.978691,3E-05,0.878661,0.0982891,0.780372,0.1,0.0996582,0.112723,0.0625,0,0,1,0,0,0,0,0,1,1,0.121339,4.29716,3,0.689122,0.148631,0.137923,0.129107,0.122568,0.118059,0.115337,0.114226,0.11415
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,1,1,0.0625,0.0625,0,,9.0125,9.88747,18.9,1.10003,998.842,999.953,0.861085,0.961085,3E-05,0.861055,0.861055,0,0.1,0,0.9875,0.0625,0,0,1,0,0,0,0,0,1,1,0.138945,8,3,1.03526,0,0,0,0,0,0,0,1
Only Eq,Baseline,1,0.25,High Both,1,2,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 0.25 CN High Both FSM 2,1.19E-07,144,1,1,0.0625,0.0625,0,,9.0125,9.88747,18.9,1.10003,998.842,999.953,0.88096,0.98096,3E-05,0.88093,0,0.88093,0.1,0.1125,0,0.0625,0,0,1,0,0,0,0,0,1,1,0.11907,3.82002,3,0.644518,0.167784,0.155696,0.145743,0.138362,0.133272,0.130199,0.128945,0
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 CN High Both LT 0.8,1.819E-09,141,6.8943E-05,6.89428E-05,0.297885,0.297885,0,,9.99995,9.99992,19.9999,0.000127894,1000,1000,0.000110998,0.000117892,5.20566E-05,5.89414E-05,0,5.89414E-05,6.89428E-06,2.3984E-05,0,0.297885,0.999931,0,6.89428E-05,0,0,0,0,0,1,6.89428E-05,1.00015E-05,4.5,5.20566,0.445799,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 CN High Both LT 0.8,1.819E-09,141,1,1,0.297885,0.297885,0,,9.24788,9.65206,18.8999,1.10005,999.344,999.811,0.854984,0.954984,5.23384E-05,0.854931,0,0.854931,0.1,0.347885,0,0.297885,0,0,1,0,0,0,0,0,1,1,0.145069,4.13486,5.23384,0.416151,0.162169,0.147154,0.134706,0.124742,0.116632,0.110002,0.104636,0.0999582
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 CN High Both LT 0.8,1.819E-09,141,0,0,,,0,,10,9.99995,19.9999,5.20566E-05,1000,1000,5.20566E-05,5.20566E-05,5.20566E-05,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,4.50002,5.20566,0.445801,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 CN High Both LT 0.8,1.819E-09,141,1,1,0.297885,0.297885,0,,9.24788,9.65206,18.8999,1.10005,999.344,999.811,0.854984,0.954984,5.23384E-05,0.854931,0,0.854931,0.1,0.347885,0,0.297885,0,0,1,0,0,0,0,0,1,1,0.145069,4.13486,5.23384,0.416151,0.162169,0.147154,0.134706,0.124742,0.116632,0.110002,0.104636,0.0999582
Only Eq,Baseline,1,0.25,High Both,1,0,Liability,0.8,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 CN High Both LT 0.8,1.819E-09,141,1,1,0.297885,0.297885,0,,9.24788,9.65206,18.8999,1.10005,999.344,999.811,0.854984,0.954984,5.23384E-05,0.854931,0,0.854931,0.1,0.347885,0,0.297885,0,0,1,0,0,0,0,0,1,1,0.145069,4.13486,5.23384,0.416151,0.162169,0.147154,0.134706,0.124742,0.116632,0.110002,0.104636,0.0999582
