Equilibrium Type,Adjudication Mode,Cost Misestimation,Costs Multiplier,Court Noise,Damages Multiplier,Fee Shifting Multiplier,Issue,Liability Threshold,Noise Multiplier D,Noise Multiplier P,Num Signals and Offers,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Unit Precaution Cost,Wrongful Attribution Probability,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation,Engages in Activity,Accident Occurs,Wrongful Attribution,Precaution Power,Precaution Level,Benefit-Cost Ratio,Precaution Power 1,Precaution Power 2,Precaution Power 3,Precaution Power 4,Precaution Power 5,Precaution Power 6,Precaution Power 7,Precaution Power 8
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Tried,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1.2E-05,2.227E-08,169,1,1,0.437502,0.1875,1,0.308552,9.07928,9.77072,18.85,1.15,998.897,999.855,0.909099,1.0591,4.57511E-11,0.909099,0.0819049,0.827194,0.15,0.200677,0.0750102,,0,0,0,0,0,0.691448,0.308552,0,1,1,0.0909009,4.50235,3.81259E-06,0.861006,0.0223894,0.0672406,0.157141,0.252522,0.252878,0.157734,0.0675837,0.0225117
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Loses,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1.2E-05,2.227E-08,169,1,1,0.437502,0.1875,1,0,8.925,9.925,18.85,1.15,998.585,999.97,0.909099,1.0591,4.7853E-11,0.909099,0.0610207,0.848078,0.15,0.0699658,0.0721564,,0,0,0,0,0,1,0,0,1,1,0.0909009,4.29445,3.98775E-06,0.842093,0.0284767,0.0822492,0.180849,0.266921,0.240606,0.133776,0.0514267,0.0156962
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Wins,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1.2E-05,2.227E-08,169,1,1,0.437502,0.187501,1,1,9.425,9.425,18.85,1.15,999.597,999.597,0.909099,1.0591,4.10406E-11,0.909099,0.128705,0.780394,0.15,0.493595,0.0814053,,0,0,0,0,0,0,1,0,1,1,0.0909009,4.96826,3.42005E-06,0.903389,0.00874822,0.0336071,0.104013,0.220257,0.280378,0.211422,0.10379,0.0377849
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1.2E-05,2.227E-08,169,1,1,0.373141,0.363243,0.058701,0.484858,9.13769,9.75937,18.8971,1.10294,999.13,999.881,0.902964,1.0059,5.67175E-06,0.902958,0.902958,0,0.102935,0,0.862313,0.185832,2.0008E-07,2.0008E-07,0.941298,1.17468E-08,1.1745E-08,0.0302396,0.0284619,0,1,1,0.0970415,7.6786,0.472646,1.082,0,0,0,0,0,0,0.321402,0.678598
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Not Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1.2E-05,2.227E-08,169,0.999999,0.999999,0.271282,0.264436,0.136791,0.291095,9.07905,9.81411,18.8932,1.10684,998.99,999.91,0.907423,1.01426,1.7769E-06,0.907421,0,0.907421,0.106839,0.185885,0,0.130392,1.02869E-06,2.0008E-07,0.863208,5.3901E-08,2.73691E-08,0.0969717,0.0398191,0,1,1,0.092579,3.68123,0.148075,0.765776,0.171633,0.16056,0.151513,0.1473,0.14585,0.146517,0.0766272,1.12133E-07
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,9.7429E-05,9.74288E-05,0.367893,0.382902,7.16E-06,0.544452,9.99992,9.99997,19.9999,0.000118481,1000,1000,9.83678E-05,0.000108469,1.09517E-05,8.74162E-05,2.29269E-05,6.44892E-05,1.01009E-05,1.66E-05,2.1633E-05,0.1835,0.999903,1.94936E-11,9.02689E-05,8.98587E-12,1.43256E-12,3.26169E-06,3.8982E-06,0,1,9.74289E-05,1.00127E-05,4.5,1.09515,0.898529,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,0.999999,0.999999,0.367893,0.382902,0.073489,0.544452,9.13818,9.75813,18.8963,1.10368,999.13,999.88,0.89724,1.00091,9.1084E-06,0.897231,0.23532,0.661911,0.103674,0.170384,0.22204,0.1835,6.42048E-07,2.0008E-07,0.92651,9.22301E-08,1.47037E-08,0.0334777,0.0400111,0,1,1,0.102769,4.22026,0.91084,0.888325,0.152497,0.142512,0.133198,0.125889,0.118544,0.111825,0.108362,0.107173
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1.95E-11,0,,,0,,10,9.99999,20,1.09519E-05,1000,1000,1.09519E-05,1.09519E-05,1.09518E-05,7.15784E-11,9.175339999999999E-12,6.2403E-11,4.87387E-13,7.165E-12,7.876E-12,,1,1.94955E-11,0,0,0,0,0,0,1,8.20556E-11,1.04772E-11,4.50003,1.09516,0.89853,0.124998,0.124999,0.124999,0.124999,0.125,0.125001,0.125002,0.125003
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.367893,0.382902,0.073489,0.544452,9.13818,9.75813,18.8963,1.10368,999.13,999.88,0.89724,1.00091,9.10838E-06,0.897231,0.23532,0.661911,0.103674,0.170384,0.22204,0.1835,0,0,0.926511,9.22301E-08,1.47037E-08,0.0334777,0.0400112,0,1,1,0.102769,4.22026,0.910838,0.888325,0.152497,0.142512,0.133198,0.125889,0.118544,0.111825,0.108362,0.107173
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.351029,0.382971,0,,9.1335,9.76649,18.9,1.10001,999.129,999.888,0.896465,0.996465,9.69163E-06,0.896455,0.213015,0.68344,0.1,0.174505,0.205781,0.1835,0,0,1,0,0,0,0,0,1,1,0.103545,4.16542,0.969163,0.875218,0.162027,0.147544,0.132953,0.122611,0.113705,0.10652,0.105765,0.108875
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.580507,0.382037,1,0.544452,9.19723,9.65277,18.85,1.15,999.136,999.767,0.907012,1.05701,1.75498E-06,0.90701,0.516526,0.390484,0.15,0.118436,0.427035,,0,0,0,0,0,0.455548,0.544452,0,1,1,0.09299,4.91165,0.175498,1.05357,0.0323469,0.0790697,0.136292,0.167225,0.179547,0.178701,0.141103,0.0857162
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Loses,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.552117,0.367356,1,0,8.925,9.925,18.85,1.15,998.585,999.97,0.907339,1.05734,1.49613E-06,0.907338,0.39405,0.513288,0.15,0.0423615,0.467818,,0,0,0,0,0,1,0,0,1,1,0.0926622,4.35797,0.149613,0.996301,0.0529879,0.120178,0.184639,0.190954,0.165033,0.136168,0.0956066,0.0544335
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,P Wins,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.60426,0.394321,1,1,9.425,9.425,18.85,1.15,999.597,999.597,0.906738,1.05674,1.97157E-06,0.906736,0.619003,0.287733,0.15,0.182088,0.392912,,0,0,0,0,0,0,1,0,1,1,0.0932642,5.37492,0.197157,1.10148,0.0150765,0.0446742,0.095839,0.147371,0.191691,0.214288,0.179169,0.111891
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,1,1,0.425887,0.399132,0.158193,0.652374,9.16188,9.7302,18.8921,1.10792,999.168,999.857,0.888262,0.996172,1.4115E-05,0.888248,0.888248,0,0.10791,0,0.838123,0.195094,2.0008E-07,2.0008E-07,0.841806,3.16697E-08,3.16513E-08,0.054992,0.103201,0,1,1,0.111752,6.82888,1.4115,1.11175,0,0,0,0,0.190103,0.195455,0.209903,0.404538
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Truly Not Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 1E-05,9.614E-08,183,0.999999,0.999999,0.346992,0.377053,0.042961,0.401227,9.12964,9.7682,18.8978,1.10216,999.116,999.888,0.900475,1.00262,7.30399E-06,0.900468,0,0.900468,0.102148,0.231792,0,0.179825,8.01336E-07,2.0008E-07,0.957038,1.14056E-07,8.59561E-09,0.0257237,0.017237,0,1,1,0.099532,3.28009,0.730399,0.807799,0.207458,0.193875,0.181204,0.171261,0.0927536,0.0816837,0.0717656,7.67134E-08
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,All,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,3.3598E-05,3.35977E-05,0.246364,0.16567,1.158E-05,0.123732,9.99993,9.99996,19.9999,0.000111963,1000,1000,9.80118E-05,0.000101951,3.62565E-05,6.17553E-05,4.58316E-06,5.71721E-05,3.93885E-06,3.9644E-06,4.8749E-06,0.112522,0.999966,1.17846E-11,2.13251E-05,6.90871E-07,3.51544E-12,1.01486E-05,1.433E-06,0,1,7.17671E-05,1.00119E-05,4.5,4.53204,0.650056,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Dispute Arises,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,0.468149,0.468149,0.246364,0.16567,0.161378,0.123732,9.01598,9.9291,18.9451,1.05492,998.838,999.966,0.860531,0.915415,3.58482E-05,0.860495,0.0638616,0.796633,0.0548838,0.05524,0.067926,0.112522,0.531851,1.64206E-07,0.297144,0.00962656,4.8984E-08,0.141411,0.0199677,0,1,1,0.139505,4.13191,4.48102,0.620545,0.169374,0.149303,0.131802,0.119332,0.110745,0.106091,0.105896,0.107455
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Not Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1.178E-11,0,,,0,,9.99996,9.99996,19.9999,7.44273E-05,1000,1000,6.9581E-05,6.9581E-05,3.62565E-05,3.33244E-05,4.11376E-08,3.32833E-05,2.94625E-13,2.824E-12,4.8715E-08,,1,1.1785E-11,0,0,0,0,0,0,1,3.81707E-05,4.8463E-06,4.49996,4.53204,0.650052,0.125004,0.125002,0.125001,0.125,0.124999,0.124998,0.124998,0.124997
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1,1,0.246364,0.16567,0.344716,0.123732,9.03413,9.8486,18.8827,1.11727,998.873,999.928,0.846283,0.963519,3.62327E-05,0.846247,0.135189,0.711058,0.117236,0.117997,0.143645,0.112522,0,0,0.634721,0.0205631,1.04633E-07,0.302064,0.0426525,0,1,1,0.153753,5.67327,4.52909,0.771273,0.0304638,0.0569534,0.0844991,0.104782,0.130329,0.168285,0.202587,0.222101
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Settles,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1,1,0.225043,0.225044,0,,9.06252,9.83744,18.9,1.10004,998.968,999.928,0.833816,0.933816,3.75972E-05,0.833779,0.207363,0.626416,0.1,0.111667,0.22037,0.112522,0,0,1,0,0,0,0,0,1,1,0.166221,6.78825,4.69965,0.860521,5.77699E-05,0.000711036,0.00620759,0.0335935,0.106906,0.211615,0.297714,0.343194
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Tried,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1,1,0.289134,0.0625009,1,0.123732,8.98687,9.8631,18.85,1.15003,998.71,999.924,0.868703,1.0187,3.34955E-05,0.86867,0.0103599,0.85831,0.15,0.133708,0.0109407,,0,0,0,0,0,0.876268,0.123732,0,1,1,0.13133,3.69587,4.18694,0.619231,0.0878848,0.161476,0.224134,0.222693,0.163108,0.0907644,0.0377939,0.0121471
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,P Loses,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1,1,0.288663,0.0625005,1,0,8.925,9.92497,18.85,1.15003,998.585,999.97,0.869316,1.01932,3.35257E-05,0.869282,0.00750548,0.861777,0.15,0.0743339,0.0095471,,0,0,0,0,0,1,0,0,1,1,0.130718,3.60615,4.19071,0.609115,0.095471,0.171905,0.230718,0.219154,0.154172,0.0836229,0.034159,0.0107988
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,P Wins,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,1,1,0.292468,0.0625041,1,1,9.425,9.42497,18.85,1.15003,999.597,999.597,0.864365,1.01436,3.32822E-05,0.864331,0.0305747,0.833757,0.15,0.55419,0.0208097,,0,0,0,0,0,0,1,0,1,1,0.135669,4.33125,4.16028,0.690875,0.0341592,0.0876194,0.177502,0.247755,0.226392,0.14134,0.0635366,0.0216959
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Truly Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,0.99106,0.991059,0.312503,0.30593,0.026059,0.365245,9.10534,9.79422,18.8996,1.10044,999.066,999.904,0.841162,0.94157,3.19998E-05,0.84113,0.84113,0,0.100409,0,0.894663,0.156251,0.0089395,1.12615E-06,0.965,5.21397E-09,2.12424E-07,0.0165413,0.009518,0,1,1,0.15887,7.61218,3.99998,1.08115,0,0,4.88231E-07,9.10248E-07,1.28766E-06,1.64376E-06,0.387811,0.612184
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1,1,1,Baseline,0.5,1,Moderately Risk Averse,8E-06,Normal,Truly Not Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1 UPC 8E-06,3.153E-07,161,0.425185,0.425185,0.233698,0.13881,0.172496,0.120734,9.00864,9.94019,18.9488,1.05118,998.82,999.971,0.862122,0.913266,3.61643E-05,0.862086,0,0.862086,0.0511434,0.0597786,0,0.0982111,0.574815,8.51711E-08,0.242271,0.0104175,3.55555E-08,0.15167,0.0208262,0,1,1,0.137914,3.84596,4.52054,0.582701,0.18329,0.16157,0.142632,0.129136,0.119844,0.114808,0.0827334,0.0659861
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,All,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,6.9836E-05,6.98356E-05,0.1875,0.16414,6.983E-06,0.0954559,9.99989,9.99999,19.9999,0.000117332,1000,1000,0.0001,0.000107333,2.67307E-10,9.99999E-05,0,9.99999E-05,7.33273E-06,9.3232E-06,0,0.0937501,0.99993,1.39727E-11,5.67843E-05,6.06791E-06,2.00428E-12,6.3168E-06,6.6661E-07,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,0.850655,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Dispute Arises,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,0.634876,0.634875,0.1875,0.16414,0.063486,0.0954559,9.0181,9.91524,18.9333,1.06666,998.852,999.963,0.909099,0.975761,4.35476E-11,0.909099,0,0.909099,0.0666619,0.0847573,0,0.0937501,0.365124,1.27026E-07,0.516226,0.0551634,1.82209E-08,0.057426,0.0060601,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Not Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1.397E-11,0,,,0,,9.99996,10,20,4.01664E-05,1000,1000,3.65152E-05,3.65152E-05,2.67326E-10,3.6515E-05,0,3.6515E-05,3.49342E-13,6.987E-12,0,,1,1.39737E-11,0,0,0,0,0,0,1,4.01661E-05,3.65114E-06,4.49991,5.60262E-06,0.850647,0.125009,0.125006,0.125003,0.125,0.124997,0.124996,0.124995,0.124995
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1,1,0.1875,0.16414,0.099998,0.0954559,9.0285,9.8665,18.895,1.105,998.877,999.941,0.909099,1.0141,1.22497E-12,0.909099,0,0.909099,0.105,0.133502,0,0.0937501,0,0,0.813114,0.0868885,2.86999E-08,0.0904525,0.0095454,0,1,1,0.0909008,5.74318,1.02081E-07,0.964872,0.019241,0.0415249,0.0766379,0.118318,0.153868,0.178555,0.197807,0.214048
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Settles,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1,1,0.1875,0.187501,0,,9.04375,9.85625,18.9,1.1,998.923,999.938,0.909099,1.0091,1.01196E-12,0.909099,0,0.909099,0.1,0.14375,0,0.0937501,0,0,1,0,0,0,0,0,1,1,0.0909008,6.28348,8.43304E-08,1.01282,0.00158057,0.00869441,0.0343159,0.0895658,0.156506,0.207068,0.239797,0.262473
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Tried,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1,1,0.187505,0.0625012,1,0.0954559,8.97273,9.87727,18.85,1.15,998.682,999.934,0.909099,1.0591,3.11774E-12,0.909099,0,0.909099,0.15,0.122728,0,,0,0,0,0,0,0.904544,0.0954559,0,1,1,0.0909008,3.93589,2.59812E-07,0.809162,0.0401741,0.111675,0.224696,0.285649,0.211093,0.093006,0.0274736,0.00623362
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Loses,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1,1,0.187504,0.0625011,1,0,8.925,9.925,18.85,1.15,998.585,999.97,0.909099,1.0591,3.1084E-12,0.909099,0,0.909099,0.15,0.075,0,,0,0,0,0,0,1,0,0,1,1,0.0909008,3.86758,2.59033E-07,0.802778,0.0431558,0.118425,0.233231,0.287164,0.203418,0.0853485,0.0240243,0.0052338
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,P Wins,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,1,1,0.187509,0.0625024,1,1,9.425,9.425,18.85,1.15,999.597,999.597,0.909099,1.0591,3.20631E-12,0.909099,0,0.909099,0.15,0.575,0,,0,0,0,0,0,0,1,0,1,1,0.0909008,4.58327,2.67192E-07,0.869663,0.0119193,0.0477108,0.14382,0.271289,0.283825,0.165569,0.0601595,0.015708
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1.2E-05,Normal,Truly Not Liable,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1.2E-05,2.223E-08,219,0.634876,0.634875,0.1875,0.16414,0.063486,0.0954559,9.0181,9.91524,18.9333,1.06666,998.852,999.963,0.909099,0.975761,4.35476E-11,0.909099,0,0.909099,0.0666619,0.0847573,0,0.0937501,0.365124,1.27026E-07,0.516226,0.0551634,1.82209E-08,0.057426,0.0060601,0,1,1,0.0909009,4.50173,3.62896E-06,0.849888,0.136137,0.127116,0.119725,0.116594,0.116729,0.120019,0.127386,0.136293
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,All,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,3.699E-05,3.69899E-05,0.237822,0.173669,1.196E-05,0.121508,9.99991,9.99998,19.9999,0.00011353,1000,1000,9.92219E-05,0.000103519,1.81178E-05,8.11041E-05,5.5897E-07,8.05452E-05,4.29719E-06,5.4284E-06,5.5739E-07,0.107234,0.999963,7.40094E-12,2.5026E-05,1.27369E-11,2.39374E-12,1.05102E-05,1.4537E-06,0,1,9.1115E-05,1.00108E-05,4.5,1.81176,0.826903,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Dispute Arises,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,0.40597,0.40597,0.237822,0.173669,0.131306,0.121508,9.01385,9.93897,18.9528,1.04718,998.834,999.971,0.890147,0.937309,1.68911E-05,0.89013,0.00613478,0.883995,0.0471622,0.0595778,0.0061174,0.107234,0.59403,8.12264E-08,0.274664,1.39789E-07,2.62716E-08,0.115351,0.0159547,0,1,1,0.10987,4.23269,1.68911,0.812498,0.154504,0.142165,0.131236,0.123428,0.116718,0.111438,0.109872,0.11064
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Not Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,7.401E-12,0,,,0,,9.99995,9.99998,19.9999,7.22451E-05,1000,1000,6.59762E-05,6.59762E-05,1.8118E-05,4.78581E-05,2.03669E-10,4.78579E-05,1.8503E-13,3.638E-12,2.272E-10,,1,7.40122E-12,0,0,0,0,0,0,1,5.41271E-05,6.26893E-06,4.50002,1.81178,0.826902,0.125002,0.125,0.124997,0.124996,0.124998,0.125,0.125002,0.125004
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Litigated,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,1,1,0.237822,0.173669,0.323437,0.121508,9.03411,9.8497,18.8838,1.11618,998.872,999.928,0.898845,1.01502,1.11381E-05,0.898834,0.0151059,0.883728,0.116172,0.146754,0.0150625,0.107234,0,0,0.676563,3.44334E-07,6.47133E-08,0.284137,0.0393002,0,1,1,0.101166,3.97909,1.11381,0.858109,0.0914662,0.140793,0.184932,0.199083,0.171657,0.117595,0.0647317,0.0297418
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Settles,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,1,1,0.202121,0.226815,0,,9.05723,9.84275,18.9,1.10001,998.95,999.93,0.897849,0.997849,1.16822E-05,0.897837,0.0209549,0.876882,0.1,0.152413,0.0209015,0.107234,0,0,1,0,0,0,0,0,1,1,0.102163,4.26845,1.16822,0.882224,0.0881931,0.118891,0.148326,0.178512,0.186577,0.14837,0.0887016,0.0424283
Only Eq,Baseline,1,0.25,Baseline,0.5,0,Liability,1.2,1,1,Baseline,0.5,1,Moderately Risk Averse,1E-05,Normal,Tried,,MODRA CM 0.25 FSM 0 DM 0.5 LT 1.2 UPC 1E-05,3.494E-07,160,1,1,0.312501,0.0625004,1,0.121508,8.98575,9.86424,18.85,1.15001,998.708,999.925,0.900929,1.05093,1E-05,0.900919,0.00287119,0.898047,0.15,0.134918,0.0028483,,0,0,0,0,0,0.878492,0.121508,0,1,1,0.0990815,3.37382,1,0.807667,0.0983127,0.186607,0.261505,0.242111,0.140448,0.0532205,0.0145917,0.00320412
