"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","All",1,0.99989,0.000109999,0.5,0.00011,2.20086E-11,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001,1,1,0.937499,0.292117,,,3.50896E-17,,,,,1.17019E-11,1.0203E-11,1.04E-13,0.511346,9.9999,9.99995,19.9998,0.000153999,9.9999,9.99995,4.39996E-05,2.7507E-5,4.9486E-5,7.69934E-5,1.37535E-05,4.45377E-05,0.0001,0.000144,2.56102E-10,9.99999E-05,4.99867E-05,5.00133E-05,0,3.509E-17,0.120936,1.17019E-11,1.0203E-11,1.34863E-11,0.499867,0,-2.07691E-15,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.00011,2.20086E-11,0.99989,0.000109999,3.50896E-17,1.17019E-11,1.0203E-11,5.061E-14,5.296E-14
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","NoDispute",0.9999,1,0,0.5,0,0,1,0,0,4.5,5.60246E-06,1.02079,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,10,10,20,2.56127E-10,10,10,0,0,0,0,0,0,2.56127E-10,2.56127E-10,2.56127E-10,0,0,0,0,0,,0,0,0,,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","DisputeArises",0.0001,0,1,0.500024,1,2.0008E-07,1,1,0.0909009,4.50019,3.62896E-06,1.01979,0.135243,0.126938,0.120334,0.117617,0.117453,0.120056,0.126869,0.135489,1,1,0.937499,0.292117,,,3.18999E-13,,,,,1.06382E-07,9.27559E-08,9.42E-10,0.511346,9.1,9.5,18.6,1.4,9.1,9.5,0.4,0.250066,0.44988,0.699947,0.125033,0.404893,0.909099,1.3091,3.62896E-11,0.909099,0.454429,0.45467,0,3.19E-13,0.120936,1.06382E-07,9.27559E-08,1.22604E-07,0.499867,0,-6.55960E-14,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,2.0008E-07,2.0008E-07,1,3.18999E-13,1.06382E-07,9.27559E-08,4.6009E-10,4.815E-10
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","PFiles",0.0001,0,1,0.500024,1,2.0008E-07,1,1,0.0909009,4.50019,3.62896E-06,1.01979,0.135243,0.126938,0.120334,0.117617,0.117453,0.120056,0.126869,0.135489,1,1,0.937499,0.292117,,,3.18999E-13,,,,,1.06382E-07,9.27559E-08,9.42E-10,0.511346,9.1,9.5,18.6,1.4,9.1,9.5,0.4,0.250066,0.44988,0.699947,0.125033,0.404893,0.909099,1.3091,3.62896E-11,0.909099,0.454429,0.45467,0,3.19E-13,0.120936,1.06382E-07,9.27559E-08,1.22604E-07,0.499867,0,-5.06459E-14,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,2.0008E-07,0,1,3.18999E-13,1.06382E-07,9.27559E-08,4.6009E-10,4.815E-10
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","DAnswers",2E-11,0,1,0.500024,1,1,1,1,0.0909009,4.50019,3.62896E-06,1.01979,0.135243,0.126938,0.120334,0.117617,0.117453,0.120056,0.126869,0.135489,1,1,0.937499,0.292117,,,1.59436E-06,,,,,0.531699,0.463594,0.004706,0.511346,8.43137,8.96486,17.3962,2.60376,8.43137,8.96486,1.60376,0.577362,0.747117,1.32448,0.543501,1.15667,0.909099,2.51286,3.62896E-11,0.909099,0.454429,0.45467,0,1.59436E-6,0.120936,0.531699,0.463594,0.612773,0.499867,0,-3.29340E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,1.59436E-06,0.531699,0.463594,0.00229954,0.0024063
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","Litigated",2E-11,0,1,0.500024,1,1,1,1,0.0909009,4.50019,3.62896E-06,1.01979,0.135243,0.126938,0.120334,0.117617,0.117453,0.120056,0.126869,0.135489,1,1,0.937499,0.292117,,,1.59436E-06,,,,,0.531699,0.463594,0.004706,0.511346,8.43137,8.96486,17.3962,2.60376,8.43137,8.96486,1.60376,0.577362,0.747117,1.32448,0.543501,1.15667,0.909099,2.51286,3.62896E-11,0.909099,0.454429,0.45467,0,1.59436E-6,0.120936,0.531699,0.463594,0.612773,0.499867,0,-3.29340E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,1.59436E-06,0.531699,0.463594,0.00229954,0.0024063
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","Not Litigated",1,0.99989,0.000109999,0.5,0.00011,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.9999,9.99995,19.9998,0.000153999,9.9999,9.99995,4.39996E-05,2.7507E-5,4.9486E-5,7.69934E-5,1.37535E-05,4.45377E-05,0.0001,0.000144,2.56102E-10,9.99999E-05,4.99867E-05,5.00132E-05,0,0,,0,0,0,0.499867,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.00011,0,0.99989,0.000109999,0,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","Settles",4E-17,0,1,0.478792,1,1,1,1,0.11345,4.33034,2.17434,0.763429,0.155473,0.136836,0.122223,0.115238,0.113438,0.114615,0.118724,0.123454,1,1,0.218684,0.265062,,,1,,,,,0,0,0,,8.32094,9.07904,17.4,2.60002,8.32094,9.07904,1.6,0.65791,0.456165,1.11408,0.589148,0.74176,0.886572,2.48657,2.17434E-05,0.88655,0.256128,0.630422,0,1,0.120936,0,0,0,0.283102,0,-0.0208173,0.121567,0.13309,0.13809,0.134195,0.130801,0.128291,0.118888,0.0950784,0.112994,0.156068,0.110804,0.139479,0.134465,0.130515,0.120062,0.0956131,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","Tried",1E-13,0,1,0.473586,1,1,1,1,0.0909009,4.28869,2.43177E-06,1.01155,0.0191059,0.0683128,0.178055,0.294135,0.268729,0.129538,0.0356143,0.00651062,1,1,0.937498,0.363077,,,0,,,,,0,0,1,0.511346,8.11013,8.48987,16.6,3.4,8.11013,8.48987,2.4,1.82387,0.7716,2.59547,6.63264,3.54936,0.909099,3.3091,2.43177E-11,0.909099,0.400359,0.50874,0,0,,0,0,0,0.440391,0,5.37121,2.48123E-06,2.61025E-06,2.10512E-06,5.04848E-06,4.08927E-06,0.200888,0.578357,0.220739,0.351454,0.648532,7.97633E-06,2.06179E-06,5.48441E-07,9.36576E-07,1.24322E-06,1.23802E-06,1,1,0,0,0,0,0,0.488654,0.511346
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","PWins",5E-14,0,1,0.510533,1,1,1,1,0.0909008,4.58427,2.14869E-06,1.0445,0.00954981,0.0419243,0.136605,0.278716,0.304052,0.16812,0.0510492,0.00998269,1,1,0.937497,0.374531,,,0,,,,,0,0,1,1,10.7,5.9,16.6,3.4,10.7,5.9,2.4,3.5668,0,3.5668,12.9709,0,0.909099,3.3091,2.14869E-11,0.909099,0.484735,0.424364,0,0,,0,0,0,0.533204,0,5.39495,1.18776E-06,1.346E-06,1.20362E-06,3.43122E-06,3.28101E-06,0.159574,0.58939,0.251025,0.303574,0.69641,8.1282E-06,2.32349E-06,7.98213E-07,1.41512E-06,1.92462E-06,1.94615E-06,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","DWins",5E-14,0,1,0.434924,1,1,1,1,0.0909009,3.97939,2.72799E-06,0.977081,0.0291058,0.0959266,0.22143,0.310269,0.231764,0.0891642,0.0194625,0.00287732,1,1,0.937498,0.351092,,,0,,,,,0,0,1,0,5.4,11.2,16.6,3.4,5.4,11.2,2.4,0,1.57903,1.57903,0,7.26354,0.909099,3.3091,2.72799E-11,0.909099,0.312064,0.597035,0,0,,0,0,0,0.343268,0,5.34638,3.83477E-06,3.9332E-06,3.04847E-06,6.74084E-06,4.93507E-06,0.24412,0.566812,0.189046,0.401557,0.598432,7.8174E-06,1.78793E-06,2.87071E-07,4.35807E-07,5.30171E-07,4.97007E-07,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","Abandoned",2E-11,0,1,0.500149,1,1,1,1,0.0909008,4.50119,1.51556E-07,1.01983,0.135792,0.127215,0.120061,0.116783,0.116738,0.120011,0.127301,0.136099,1,1,0.9375,0.291782,,,0,,,,,0.534213,0.465787,0,,8.43289,8.96711,17.4,2.6,8.43289,8.96711,1.6,0.571468,0.747002,1.31847,0.514711,1.14536,0.909099,2.5091,1.51556E-12,0.909099,0.454685,0.454414,0,0,,0.534213,0.465787,0.615671,0.500149,0,-0.0253957,0.103317,0.127788,0.135745,0.135514,0.135514,0.134795,0.125054,0.102274,0.101656,0.124722,0.135745,0.135514,0.135514,0.135745,0.127788,0.103317,1,1,0,0,0,0.534213,0.465787,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","PrecPower1",0.125,0.999881,0.000119012,0.0625,0.000119,2.38119E-11,1,0.000119012,1.08183E-05,1,5.60223E-06,0.609791,1,0,0,0,0,0,0,0,1,1,0.937498,0.297612,,,4.36434E-17,,,,,2.03344E-11,3.46167E-12,1.58E-14,0.255589,9.99989,9.99994,19.9998,0.000166617,9.99989,9.99994,4.76048E-05,5.9506E-5,0,5.95059E-5,2.9753E-05,0,0.000108194,0.000155799,2.56101E-10,0.000108194,0,0.000108194,0,4.3643E-17,0.113358,2.03344E-11,3.46167E-12,6.20102E-12,0,0,0.936685,0.224526,0.243923,0.207841,0.146448,0.0898692,0.04988,0.0255093,0.0120028,0.394013,0.326145,0.184955,0.0718392,0.019103,0.00347584,0.0004325,3.67797E-05,0.00011901,2.38119E-11,0.999881,0.000119012,4.36434E-17,2.03344E-11,3.46167E-12,1.1784E-14,4.046E-15
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1 UPC 1E-05","0","174","PrecPower2",0.125,0.999888,0.000111704,0.1875,0.0001117,2.23497E-11,1,0.000111704,1.0154E-05,2,5.60224E-06,0.743095,0,1,0,0,0,0,0,0,1,1,0.937498,0.280907,,,3.84121E-17,,,,,1.65801E-11,5.71301E-12,5.66E-14,0.313819,9.9999,9.99994,19.9998,0.000156386,9.9999,9.99994,4.46815E-05,5.5852E-5,0,5.58519E-5,2.7926E-05,0,0.00010155,0.000146232,2.56102E-10,0.00010155,0,0.00010155,0,3.8412E-17,0.115962,1.65801E-11,5.71301E-12,9.14224E-12,0,0,0.708269,0.194117,0.219717,0.199293,0.153453,0.105571,0.0669761,0.0395234,0.0213503,0.24594,0.29712,0.245942,0.139472,0.0541729,0.0144053,0.00262107,0.000326141,0.0001117,2.23497E-11,0.999888,0.000111704,3.84121E-17,1.65801E-11,5.71301E-12,3.8838E-14,1.776E-14
