"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","All",1,0.99989,0.000109999,0.5,0.00011,2.20086E-11,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001,1,1,0.0625007,0.0625007,,,2.20086E-11,,,,,3.08243E-17,3.08367E-24,6.17E-24,0.296182,9.9999,9.99995,19.9998,0.000153999,9.9999,9.99995,4.39996E-05,4.054E-05,2.6028E-5,6.65673E-5,2.02699E-05,2.34248E-05,0.0001,0.000144,2.56102E-10,9.99999E-05,2.62907E-05,7.37092E-05,0,2.2009E-11,0.0312502,3.08243E-17,3.08367E-24,6.16733E-24,0.262907,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.00011,2.20086E-11,0.99989,0.000109999,2.20086E-11,3.08243E-17,3.08367E-24,4.3407E-24,1.827E-24
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","NoDispute",0.9999,1,0,0.5,0,0,1,0,0,4.5,5.60246E-06,1.02079,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,10,10,20,2.56127E-10,10,10,0,0,0,0,0,0,2.56127E-10,2.56127E-10,2.56127E-10,0,0,0,0,0,,0,0,0,,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","DisputeArises",0.0001,0,1,0.500328,1,2.0008E-07,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.0625007,0.0625007,,,2.0008E-07,,,,,2.80224E-13,2.80336E-20,5.61E-20,0.296182,9.1,9.5,18.6,1.4,9.1,9.5,0.4,0.368546,0.236616,0.605163,0.184273,0.212955,0.909099,1.3091,3.62896E-11,0.909099,0.239009,0.67009,0,2.0008E-07,0.0312502,2.80224E-13,2.80336E-20,5.60672E-20,0.262907,0,-5.34865E-14,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,2.0008E-07,2.0008E-07,1,2.0008E-07,2.80224E-13,2.80336E-20,3.9461E-20,1.661E-20
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","PFiles",0.0001,0,1,0.500328,1,2.0008E-07,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.0625007,0.0625007,,,2.0008E-07,,,,,2.80224E-13,2.80336E-20,5.61E-20,0.296182,9.1,9.5,18.6,1.4,9.1,9.5,0.4,0.368546,0.236616,0.605163,0.184273,0.212955,0.909099,1.3091,3.62896E-11,0.909099,0.239009,0.67009,0,2.0008E-07,0.0312502,2.80224E-13,2.80336E-20,5.60672E-20,0.262907,0,-3.73137E-14,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,2.0008E-07,0,1,2.0008E-07,2.80224E-13,2.80336E-20,3.9461E-20,1.661E-20
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","DAnswers",2E-11,0,1,0.500328,1,1,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.0625007,0.0625007,,,0.999999,,,,,1.40056E-06,1.40112E-13,2.8E-13,0.296182,8.23125,9.16875,17.4,2.6,8.23125,9.16875,1.6,0.612709,0.465017,1.07773,0.509314,0.822499,0.909099,2.5091,3.62896E-11,0.909099,0.239009,0.67009,0,0.999999,0.0312502,1.40056E-06,1.40112E-13,2.80224E-13,0.262907,0,-3.13575E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,0.999999,1.40056E-06,1.40112E-13,1.9723E-13,8.3E-14
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","Litigated",2E-11,0,1,0.500328,1,1,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.0625007,0.0625007,,,0.999999,,,,,1.40056E-06,1.40112E-13,2.8E-13,0.296182,8.23125,9.16875,17.4,2.6,8.23125,9.16875,1.6,0.612709,0.465017,1.07773,0.509314,0.822499,0.909099,2.5091,3.62896E-11,0.909099,0.239009,0.67009,0,0.999999,0.0312502,1.40056E-06,1.40112E-13,2.80224E-13,0.262907,0,-3.13575E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,0.999999,1.40056E-06,1.40112E-13,1.9723E-13,8.3E-14
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","Not Litigated",1,0.99989,0.000109999,0.5,0.00011,0,1,0.000109999,9.999E-06,4.5,5.60224E-06,1.02079,0.125001,0.125,0.124999,0.124999,0.124999,0.124999,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.9999,9.99995,19.9998,0.000153999,9.9999,9.99995,4.39996E-05,4.054E-05,2.6028E-5,6.65672E-5,2.02698E-05,2.34248E-05,0.0001,0.000144,2.56102E-10,9.99999E-05,2.62907E-05,7.37092E-05,0,0,,0,0,0,0.262907,0,0,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.00011,0,0.99989,0.000109999,0,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","Settles",2E-11,0,1,0.500328,1,1,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.0625,0.0625007,,,1,,,,,0,0,0,,8.23125,9.16875,17.4,2.6,8.23125,9.16875,1.6,0.612709,0.465017,1.07773,0.509314,0.822499,0.909099,2.5091,3.62896E-11,0.909099,0.239009,0.67009,0,1,0.0312502,0,0,0,0.262907,0,-1.32983E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","Tried",6E-24,0,1,0.500328,1,1,1,1,0.0909009,4.50263,3.62896E-06,1.02004,0.135411,0.126795,0.119953,0.117266,0.117396,0.120272,0.127167,0.13574,1,1,0.5625,0.0625002,,,0,,,,,0,0,1,0.296182,6.96976,9.63024,16.6,3.4,6.96976,9.63024,2.4,1.07819,0.583058,1.66125,3.99849,2.68207,0.909099,3.3091,3.62896E-11,0.909099,0.239009,0.67009,0,0,,0,0,0,0.262907,0,-2.35609E-13,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,0.102831,0.127187,0.135106,0.134876,0.134876,0.135106,0.127187,0.102831,1,1,0,0,0,0,0,0.703818,0.296182
"Risk Neutral CM 4 FSM 2 DM 0.5 LT 1.2 UPC 1E-05","0","167","PWins",2E-24,0,1,0.667567,1,1,1,1,0.0909008,5.84053,3.52827E-07,1.16583,0.035189,0.0453399,0.0639097,0.0934412,0.130906,0.171512,0.21205,0.247652,1,1,0.5625,0.0625002,,,0,,,,,0,0,1,1,10.7,5.9,16.6,3.4,10.7,5.9,2.4,3.6403,0,3.6403,13.5001,0,0.909099,3.3091,3.52827E-12,0.909099,0.417915,0.491184,0,0,,0,0,0,0.459702,0,-5.87833E-14,0.0338685,0.0538334,0.0791043,0.11179,0.151337,0.188645,0.203531,0.177892,0.0338685,0.0538334,0.0791043,0.11179,0.151337,0.188645,0.203531,0.177892,1,1,0,0,0,0,0,0,1
