Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000233,2E-05,0,0,0.1,0.1,0.2,0,0.40002
0.000001975,2E-05,0,1,0.1,0.1,0.2,0,1.40002
0.000000030,2E-05,0,1,0.1,0.1,0.2,0.2,1.60002
0.249975550,2E-05,0,0,0,0,0,0,2E-05
0.000019788,2E-05,0,1,0,0,0,0,1.00002
0.000001250,4E-05,0,0,0.1,0.1,0.2,0,0.40004
0.000006778,4E-05,0,1,0.1,0.1,0.2,0,1.40004
0.499971097,4E-05,0,0,0,0,0,0,4E-05
0.000025048,4E-05,0,1,0,0,0,0,1.00004
0.249988059,6E-05,0,0,0,0,0,0,6E-05
0.000009521,6E-05,0,1,0,0,0,0,1.00006
0.000000592,4E-05,1,0,0.1,0.1,0.2,0,1.40004
0.000000078,4E-05,1,0,0.1,0.1,0.2,0.2,1.60004
