"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","All",1,0.99993,7.04259E-05,0.500001,6.666E-11,1.75911E-11,1,7.04259E-05,9.99939E-06,3,3,0.888955,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.104798,0.100001,,,1.74447E-11,,,,,1.33375E-17,1.22344E-13,2.4E-14,0.475014,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,4.77909E-11,2.482E-11,1.286E-05,1.28596E-5,2.36333E-11,1.28596E-05,9.04267E-05,9.04267E-05,3.00002E-05,6.04265E-05,1.07189E-05,4.97076E-05,0,1.7445E-11,0.100001,1.33375E-17,1.22344E-13,1.57449E-18,0.182598,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.6656E-11,1.75911E-11,1,4.90646E-11,1.74447E-11,1.33375E-17,1.22344E-13,1.2615E-14,1.141E-14
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00001,3,0.888957,0.199997,0.199999,0.2,0.200001,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.00002E-05,10,9.99997,0,0,0,0,0,0,3.00002E-05,3.00002E-05,3.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215679,0.216243,0.215682,0.1762,0.176196,0.215679,0.216243,0.215682,0.1762,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","DisputeArises",7E-05,0,1,0.468106,9.4647E-7,2.49782E-07,1,1,0.141985,2.84053,3,0.857408,0.246966,0.208927,0.183317,0.178192,0.182598,1,1,0.104798,0.100001,,,2.47704E-07,,,,,1.89383E-13,1.7372E-09,3.41E-10,0.475014,9,9.99997,19,1.00003,9,9.99997,6.78598E-07,3.5237E-7,0.182598,0.182598,3.35578E-07,0.182598,0.858045,0.858046,3E-05,0.858015,0.152201,0.705814,0,2.47704E-7,0.100001,1.89383E-13,1.7372E-09,2.23567E-14,0.182598,0,-4.95102E-15,0.204363,0.236558,0.215751,0.194543,0.148785,0.204363,0.236558,0.215751,0.194543,0.148785,9.46466E-7,2.49782E-07,0.999999,6.96684E-07,2.47704E-07,1.89383E-13,1.7372E-09,1.7912E-10,1.621E-10
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","PFiles",7E-11,0,1,0.504238,1,0.26391,1,1,0.112463,3.02119,1.26858,1.38148,0.200853,0.19651,0.194736,0.196394,0.211508,1,1,0.104798,0.100001,,,0.261714,,,,,2.00095E-07,0.00183546,0.00036,0.475014,9.25854,9.02447,18.283,1.71699,9.25854,9.02447,0.716981,0.372296,0.29649,0.668786,0.354558,0.209422,0.88755,1.60453,1.26858E-05,0.887537,0.54177,0.345767,0,0.261714,0.100001,2.00095E-07,0.00183546,2.36212E-08,0.607328,0,0.043417,0.153326,0.219389,0.230375,0.220841,0.176069,0.17383,0.215735,0.218573,0.216808,0.175055,1,0.26391,0,0.73609,0.261714,2.00095E-07,0.00183546,0.00018925,0.0001712
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","DAnswers",2E-11,0,1,0.438191,1,1,1,1,0.137105,2.69096,2.80102,0.881336,0.256467,0.245302,0.196541,0.15419,0.1475,1,1,0.104798,0.100001,,,0.991678,,,,,7.58194E-07,0.00695485,0.001366,0.475014,8.30614,9.09274,17.3989,2.60112,8.30614,9.09274,1.60109,0.763835,0.266527,1.03036,0.696625,0.450766,0.862923,2.46402,2.80102E-05,0.862895,0.133034,0.729861,0,0.991678,0.100001,7.58194E-07,0.00695485,8.95047E-08,0.158956,0,0.236645,0.163698,0.275515,0.248099,0.185188,0.1275,0.241391,0.310776,0.172821,0.155833,0.119179,1,1,0,0,0.991678,7.58194E-07,0.00695485,0.00071709,0.0006488
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","Litigated",2E-11,0,1,0.438191,1,1,1,1,0.137105,2.69096,2.80102,0.881336,0.256467,0.245302,0.196541,0.15419,0.1475,1,1,0.104798,0.100001,,,0.991678,,,,,7.58194E-07,0.00695485,0.001366,0.475014,8.30614,9.09274,17.3989,2.60112,8.30614,9.09274,1.60109,0.763835,0.266527,1.03036,0.696625,0.450766,0.862923,2.46402,2.80102E-05,0.862895,0.133034,0.729861,0,0.991678,0.100001,7.58194E-07,0.00695485,8.95047E-08,0.158956,0,0.236645,0.163698,0.275515,0.248099,0.185188,0.1275,0.241391,0.310776,0.172821,0.155833,0.119179,1,1,0,0,0.991678,7.58194E-07,0.00695485,0.00071709,0.0006488
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","Not Litigated",1,0.99993,7.04259E-05,0.500001,4.906E-11,0,1,7.04259E-05,9.99939E-06,3,3,0.888955,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,1.96258E-11,1.138E-11,1.286E-05,1.28596E-5,1.13789E-11,1.28596E-05,9.04266E-05,9.04267E-05,3.00002E-05,6.04265E-05,1.07189E-05,4.97075E-05,0,0,,0,0,0,0.182598,0,-4.16263E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,4.9065E-11,0,1,4.90646E-11,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","Settles",2E-11,0,1,0.436842,1,1,1,1,0.137181,2.68421,2.80774,0.877776,0.258584,0.246683,0.19464,0.152126,0.147966,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.3,9.09997,17.4,2.60003,8.3,9.09997,1.6,0.759456,0.265472,1.02493,0.683511,0.451302,0.862847,2.46285,2.80774E-05,0.862819,0.130551,0.732268,0,1,0.100001,0,0,0,0.15616,0,0.212082,0.165072,0.277826,0.250181,0.186742,0.120179,0.242039,0.306371,0.174271,0.15714,0.120179,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","Tried",2E-14,0,1,0.499089,1,1,1,1,0.124099,2.99544,1.99998,1.19054,0.0173543,0.21188,0.545622,0.208255,0.0168888,1,1,0.67653,0.100003,,,0,,,,,0,0,1,0.475014,8.21505,8.38493,16.6,3.40002,8.21505,8.38493,2.4,1.44021,0.171062,1.61127,4.47709,0.58161,0.875921,3.27592,1.99998E-05,0.875901,0.197211,0.678691,0,0,,0,0,0,0.225151,0,3.99995,2.16819E-11,1.03269E-05,4.5655E-06,5.64399E-06,0.999979,0.999999,1.01875E-06,2.09657E-11,1.85966E-11,1.39714E-11,1,1,0,0,0,0,0,0.524986,0.475014
"Risk Neutral CM 4 FSM 1 DM 1 LT 1.2 UPC 1E-05","0","62","PWins",1E-14,0,1,0.561971,1,1,1,1,0.124099,3.30985,1.99998,1.2635,0.00191438,0.0875229,0.542501,0.334918,0.0331434,1,1,0.67653,0.100003,,,0,,,,,0,0,1,1,10,6.59998,16.6,3.40002,10,6.59998,2.4,3.03193,0,3.03193,9.42518,0,0.875921,3.27592,1.99998E-05,0.875901,0.322395,0.553507,0,0,,0,0,0,0.368072,0,3.99996,1.78692E-12,8.52404E-06,4.94557E-06,4.56974E-06,0.999982,0.999999,1.39748E-06,3.60603E-12,6.31024E-12,7.00949E-12,1,1,0,0,0,0,0,0,1
