"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","All",1,0.999927,7.34695E-05,0.500001,7.347E-05,7.34695E-05,1,7.34695E-05,9.99936E-06,3,2.60812,0.825592,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.103984,0.100001,,,7.27379E-05,,,,,5.08510E-11,1.4638E-13,7.316E-7,0.274972,9.99993,9.99996,19.9999,0.000112151,1000,1000,7.38353E-06,1.1107E-5,8.4732E-8,1.11917E-5,1.81369E-06,8.08581E-08,9.47678E-05,0.000102151,3.12976E-05,6.34702E-05,1.14736E-07,6.33554E-05,0,7.27379E-5,0.1,5.08510E-11,1.4638E-13,1.01743E-17,0.00178743,0,2.28436E-15,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.34695E-5,7.34695E-05,0.999927,1.46998E-11,7.27379E-05,5.08510E-11,1.4638E-13,5.30408E-7,2.0116E-7
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00002,2.60813,0.825593,0.199997,0.199998,0.2,0.200002,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.12977E-05,1000,1000,0,0,0,0,0,0,3.12977E-05,3.12977E-05,3.12977E-05,0,0,0,0,0,,0,0,0,,0,-1.95031E-06,0.176196,0.215678,0.216243,0.215682,0.1762,0.176195,0.215678,0.216244,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","DisputeArises",7.3E-5,0,1,0.460507,1,1,1,1,0.136102,2.80253,2.53592,0.807366,0.253373,0.213878,0.185801,0.170738,0.17621,1,1,0.103984,0.100001,,,0.990041,,,,,6.92138E-07,1.99239E-09,0.009957,0.274972,9.05149,9.84798,18.8995,1.10053,998.939,999.931,0.100498,0.151177,0.0011533,0.152331,0.0246863,0.00110057,0.863928,0.964426,3.0431E-05,0.863898,0.00156168,0.862336,0,0.990041,0.1,6.92138E-07,1.99239E-09,1.38483E-13,0.00178743,0,0.0265439,0.208619,0.240426,0.216032,0.190836,0.144086,0.212844,0.251237,0.206813,0.186484,0.142621,1,1,2.0008E-07,2.0008E-07,0.990041,6.92138E-07,1.99239E-09,0.00721942,0.002738
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","PFiles",7.3E-5,0,1,0.460507,1,1,1,1,0.136102,2.80253,2.53592,0.807366,0.253373,0.213878,0.185801,0.170738,0.17621,1,1,0.103984,0.100001,,,0.990042,,,,,6.92138E-07,1.99239E-09,0.009957,0.274972,9.05149,9.84798,18.8995,1.10053,998.939,999.931,0.100498,0.151177,0.0011533,0.152331,0.0246863,0.00110057,0.863928,0.964426,3.0431E-05,0.863898,0.00156168,0.862336,0,0.990042,0.1,6.92138E-07,1.99239E-09,1.38483E-13,0.00178743,0,0.0265439,0.208619,0.240426,0.216032,0.190836,0.144086,0.212844,0.251237,0.206813,0.186484,0.142621,1,1,0,2.0008E-07,0.990042,6.92138E-07,1.99239E-09,0.00721943,0.002738
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","DAnswers",7.3E-5,0,1,0.460507,1,1,1,1,0.136102,2.80253,2.53592,0.807366,0.253373,0.213878,0.185801,0.170738,0.17621,1,1,0.103984,0.100001,,,0.990042,,,,,6.92138E-07,1.99239E-09,0.009957,0.274972,9.05149,9.84798,18.8995,1.10053,998.939,999.931,0.100498,0.151177,0.0011533,0.152331,0.0246861,0.00110057,0.863928,0.964426,3.0431E-05,0.863898,0.00156168,0.862336,0,0.990042,0.1,6.92138E-07,1.99239E-09,1.38483E-13,0.00178743,0,0.0265439,0.208619,0.240426,0.216032,0.190836,0.144086,0.212844,0.251237,0.206813,0.186484,0.142621,1,1,0,0,0.990042,6.92138E-07,1.99239E-09,0.00721943,0.002738
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","Litigated",7.3E-5,0,1,0.460507,1,1,1,1,0.136102,2.80253,2.53592,0.807366,0.253373,0.213878,0.185801,0.170738,0.17621,1,1,0.103984,0.100001,,,0.990042,,,,,6.92138E-07,1.99239E-09,0.009957,0.274972,9.05149,9.84798,18.8995,1.10053,998.939,999.931,0.100498,0.151177,0.0011533,0.152331,0.0246861,0.00110057,0.863928,0.964426,3.0431E-05,0.863898,0.00156168,0.862336,0,0.990042,0.1,6.92138E-07,1.99239E-09,1.38483E-13,0.00178743,0,0.0265439,0.208619,0.240426,0.216032,0.190836,0.144086,0.212844,0.251237,0.206813,0.186484,0.142621,1,1,0,0,0.990042,6.92138E-07,1.99239E-09,0.00721943,0.002738
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","Not Litigated",0.9999,1,2.94017E-11,0.500003,1.47E-11,0,1,2.94017E-11,4.00164E-12,3.00002,2.60813,0.825593,0.199997,0.199998,0.2,0.200002,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.12977E-05,1000,1000,3.67522E-13,1.467E-11,2.693E-14,1.4702E-11,1.46746E-11,2.62931E-14,3.12977E-05,3.12977E-05,3.12977E-05,2.54001E-11,4.5916200000000004E-14,2.53542E-11,0,0,,0,0,0,0.00178743,0,-1.95031E-06,0.176196,0.215678,0.216243,0.215682,0.1762,0.176195,0.215678,0.216244,0.215682,0.176201,1.4701E-11,0,1,1.47009E-11,0,0,0,0,0
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","Settles",7.3E-5,0,1,0.458989,1,1,1,1,0.136183,2.79495,2.54131,0.804425,0.255885,0.215329,0.183672,0.168183,0.17693,1,1,0.1,0.100001,,,1,,,,,0,0,0,,9.05,9.84997,18.9,1.10003,998.939,999.935,0.1,0.149887,0.0007156,0.150603,0.0224832,0.000679797,0.863847,0.963847,3.04957E-05,0.863817,0.000660839,0.863156,0,1,0.1,0,0,0,0.000753546,0,-0.00501242,0.210718,0.242844,0.218205,0.192755,0.135478,0.213334,0.245358,0.208893,0.188359,0.144055,1,1,0,0,1,0,0,0,0
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","Tried",7.3E-7,0,1,0.611405,1,1,1,1,0.128027,3.55702,1.99999,1.09987,0.00359744,0.0696455,0.39747,0.424709,0.104578,1,1,0.500004,0.100003,,,0,,,,,0,0,1,0.274972,9.19997,9.65,18.85,1.15002,998.966,999.589,0.15,0.279452,0.0446685,0.32412,0.243713,0.0429367,0.871997,1.022,2.39998E-05,0.871973,0.0911302,0.780843,0,0,,0,0,0,0.104583,0,3.16412,9.95565E-12,1.69525E-06,1.16438E-05,4.59663E-06,0.999982,0.164162,0.835835,1.28247E-06,1.55501E-06,7.09792E-12,1,1,0,0,0,0,0,0.725028,0.274972
"MODRA CM 0.25 FSM 0 DM 1 LT 1.2 UPC 1.2E-05","0","38","PWins",2E-07,0,1,0.709645,1,1,1,1,0.128335,4.04822,1.99997,1.19339,3.39052E-05,0.00629027,0.185499,0.561771,0.246406,1,1,0.500008,0.100009,,,0,,,,,0,0,1,1,9.925,8.92498,18.85,1.15002,999.97,998.585,0.15,0.82858,0.0184815,0.847061,0.872242,0.00138611,0.871689,1.02169,2.39996E-05,0.871665,0.214722,0.656943,0,0,,0,0,0,0.24642,0,3.09847,6.32926E-12,7.30419E-07,9.1623E-06,5.62863E-06,0.999984,0.0985053,0.901486,3.07839E-06,5.15833E-06,1.38428E-11,1,1,0,0,0,0,0,0,1
