"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","All",1,0.999937,6.32063E-05,0.500001,7.753E-11,1.44123E-11,1,6.32063E-05,9.99947E-06,3,4,0.453472,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.104585,0.100001,,,1.42875E-11,,,,,1.14572E-17,1.04622E-18,1.25E-13,0.514931,9.99994,9.99995,19.9999,0.000111207,9.99994,9.99995,4.84082E-11,2.584E-11,2.057E-11,4.6409E-11,2.48784E-11,8.82621E-12,0.000101207,0.000101207,4.80002E-05,5.32069E-05,4.50463E-11,5.32068E-05,0,1.4287E-11,0.100001,1.14572E-17,1.04622E-18,2.24353E-19,8.00476E-07,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.7534E-11,1.44123E-11,1,6.31216E-11,1.42875E-11,1.14572E-17,1.04622E-18,6.055E-14,6.428E-14
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.453474,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99995,20,4.80002E-05,10,9.99995,0,0,0,0,0,0,4.80002E-05,4.80002E-05,4.80002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","DisputeArises",6.3E-5,0,1,0.454165,1.2267E-6,2.2802E-07,1,1,0.158204,2.77083,4,0.42561,0.260123,0.217707,0.184094,0.167373,0.170703,1,1,0.104585,0.100001,,,2.26045E-07,,,,,1.81267E-13,1.65525E-14,1.975E-9,0.514931,9,9.99995,19,1.00005,9,9.99995,7.65875E-07,4.0882E-7,3.2543E-7,7.34245E-7,3.93606E-07,1.39641E-07,0.841844,0.841845,4.8E-05,0.841796,7.12687E-07,0.841796,0,2.26045E-7,0.100001,1.81267E-13,1.65525E-14,3.54954E-15,8.00476E-07,0,-4.1152E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.22668E-6,2.2802E-07,0.999999,9.98659E-07,2.26045E-07,1.81267E-13,1.65525E-14,9.5798E-10,1.017E-09
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","PFiles",8E-11,0,1,0.500438,1,0.185884,1,1,0.118906,3.00219,1.61728,1.05772,0.208602,0.195161,0.191564,0.194789,0.209883,1,1,0.104585,0.100001,,,0.184274,,,,,1.47771E-07,1.34938E-08,0.00161,0.514931,9.35843,9.0172,18.3756,1.62437,9.35843,9.0172,0.624349,0.333271,0.262649,0.59592,0.320872,0.111194,0.881113,1.50546,1.94073E-05,0.881094,0.578721,0.302373,0,0.184274,0.100001,1.47771E-07,1.34938E-08,2.89362E-09,0.649913,0,0.0393495,0.170107,0.202517,0.233271,0.22026,0.173846,0.177624,0.217776,0.217939,0.214425,0.172236,1,0.185884,0,0.814116,0.184274,1.47771E-07,1.34938E-08,0.00078096,0.000829
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","DAnswers",1E-11,0,1,0.446172,1,1,1,1,0.155369,2.73086,3.87746,0.452445,0.2464,0.23759,0.205883,0.159007,0.15112,1,1,0.104585,0.100001,,,0.991338,,,,,7.94962E-07,7.25924E-08,0.008661,0.514931,8.30044,9.09258,17.393,2.60698,8.30044,9.09258,1.60693,0.896058,0.0198277,0.915886,0.829351,0.0409309,0.844678,2.45161,4.65296E-05,0.844631,0.0115534,0.833078,0,0.991338,0.100001,7.94962E-07,7.25924E-08,1.55668E-08,0.0134773,0,0.211688,0.188716,0.214796,0.271942,0.194951,0.129594,0.229158,0.296887,0.189463,0.163559,0.120933,1,1,0,0,0.991338,7.94962E-07,7.25924E-08,0.00420131,0.0044599
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","Litigated",1E-11,0,1,0.446172,1,1,1,1,0.155369,2.73086,3.87746,0.452445,0.2464,0.23759,0.205883,0.159007,0.15112,1,1,0.104585,0.100001,,,0.991338,,,,,7.94962E-07,7.25924E-08,0.008661,0.514931,8.30044,9.09258,17.393,2.60698,8.30044,9.09258,1.60693,0.896058,0.0198277,0.915886,0.829351,0.0409309,0.844678,2.45161,4.65296E-05,0.844631,0.0115534,0.833078,0,0.991338,0.100001,7.94962E-07,7.25924E-08,1.55668E-08,0.0134773,0,0.211688,0.188716,0.214796,0.271942,0.194951,0.129594,0.229158,0.296887,0.189463,0.163559,0.120933,1,1,0,0,0.991338,7.94962E-07,7.25924E-08,0.00420131,0.0044599
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","Not Litigated",1,0.999937,6.32063E-05,0.500001,6.312E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.453472,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99995,19.9999,0.000111207,9.99994,9.99995,2.52486E-11,1.293E-11,2.028E-11,3.3209E-11,1.29256E-11,8.23630E-12,0.000101207,0.000101207,4.80002E-05,5.32069E-05,4.48798E-11,5.32068E-05,0,0,,0,0,0,7.97404E-07,0,-3.05052E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.3122E-11,0,1,6.31216E-11,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","Settles",1E-11,0,1,0.444819,1,1,1,1,0.155414,2.72409,3.88513,0.449223,0.248518,0.238987,0.204009,0.156854,0.151632,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.3,9.09995,17.4,2.60005,8.3,9.09995,1.6,0.891681,0.0157142,0.907395,0.802513,0.0267137,0.844632,2.44463,4.66216E-05,0.844586,0.00795999,0.836626,0,1,0.100001,0,0,0,0.00924394,0,0.185863,0.190365,0.216673,0.274318,0.196654,0.12199,0.229695,0.292209,0.191118,0.164988,0.12199,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","Tried",1E-13,0,1,0.601001,1,1,1,1,0.150122,3.50501,3,0.821248,0.00396364,0.0776135,0.420411,0.405477,0.0925355,1,1,0.629209,0.1,,,0,,,,,0,0,1,0.514931,8.35076,8.2492,16.6,3.40004,8.35076,8.2492,2.4,1.39706,0.490644,1.8877,3.90111,1.66819,0.849914,3.24991,3.6E-05,0.849878,0.422842,0.427036,0,0,,0,0,0,0.498012,0,3.16764,3.48896E-12,1.79728E-06,7.83982E-07,3.11196E-06,0.999994,0.167649,0.832351,3.61526E-12,3.02386E-12,2.2358E-12,1,1,0,0,0,0,0,0.485069,0.514931
"Risk Neutral CM 4 FSM 1 DM 1 LT 0.8 UPC 1.2E-05","0","33","PWins",6E-14,0,1,0.665497,1,1,1,1,0.150562,3.82749,3,0.876394,0.000202229,0.0188893,0.29401,0.527018,0.159881,1,1,0.629209,0.1,,,0,,,,,0,0,1,1,10,6.59996,16.6,3.40004,10,6.59996,2.4,2.7131,0,2.7131,7.57599,0,0.849474,3.24947,3.6E-05,0.849438,0.583188,0.26625,0,0,,0,0,0,0.686899,0,3.11969,3.87100E-18,1.26354E-06,7.35901E-07,2.11138E-06,0.999996,0.119696,0.880304,1.54687E-13,6.14818E-18,5.18996E-18,1,1,0,0,0,0,0,0,1
