"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","All",1,0.999937,6.32063E-05,0.500001,7.753E-11,1.44123E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.10433,0.100001,,,1.42875E-11,,,,,1.20115E-17,9.36388E-19,1.25E-13,0.451983,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,4.84082E-11,2.576E-11,2.062E-11,4.6376E-11,2.47515E-11,8.90275E-12,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.5101400000000005E-11,5.32068E-05,0,1.4287E-11,0.100001,1.20115E-17,9.36388E-19,1.67093E-19,8.01483E-07,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.7534E-11,1.44123E-11,1,6.31216E-11,1.42875E-11,1.20115E-17,9.36388E-19,6.8408E-14,5.642E-14
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","DisputeArises",6.3E-5,0,1,0.454165,1.2267E-6,2.2802E-07,1,1,0.158204,2.77083,4,0.510732,0.260123,0.217707,0.184094,0.167373,0.170703,1,1,0.10433,0.100001,,,2.26045E-07,,,,,1.90036E-13,1.48148E-14,1.975E-9,0.451983,9,9.99996,19,1.00004,9,9.99996,7.65875E-07,4.0754E-7,3.2619E-7,7.33723E-7,3.91599E-07,1.40852E-07,0.841836,0.841837,4E-05,0.841796,7.13559E-07,0.841796,0,2.26045E-7,0.100001,1.90036E-13,1.48148E-14,2.64362E-15,8.01483E-07,0,-4.65539E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.22668E-6,2.2802E-07,0.999999,9.98659E-07,2.26045E-07,1.90036E-13,1.48148E-14,1.0823E-09,8.926E-10
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","PFiles",8E-11,0,1,0.500589,1,0.185884,1,1,0.118906,3.00294,1.61728,1.26944,0.208229,0.195019,0.191963,0.195158,0.209631,1,1,0.10433,0.100001,,,0.184274,,,,,1.54919E-07,1.20771E-08,0.00161,0.451983,9.35809,9.01755,18.3756,1.62436,9.35809,9.01755,0.624349,0.332228,0.263209,0.595437,0.319235,0.112123,0.88111,1.50546,1.61728E-05,0.881094,0.579382,0.301712,0,0.184274,0.100001,1.54919E-07,1.20771E-08,2.1551E-09,0.650676,0,0.0393495,0.170107,0.202517,0.233271,0.22026,0.173846,0.177624,0.217776,0.217939,0.214425,0.172236,1,0.185884,0,0.814116,0.184274,1.54919E-07,1.20771E-08,0.0008823,0.0007277
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","DAnswers",1E-11,0,1,0.446223,1,1,1,1,0.155369,2.73112,3.87746,0.542989,0.246544,0.237389,0.205641,0.159259,0.151167,1,1,0.10433,0.100001,,,0.991338,,,,,8.3342E-07,6.49714E-08,0.008661,0.451983,8.29859,9.09445,17.393,2.60697,8.29859,9.09445,1.60693,0.894251,0.0213195,0.91557,0.824352,0.0453234,0.84467,2.4516,3.87746E-05,0.844631,0.0118099,0.832822,0,0.991338,0.100001,8.3342E-07,6.49714E-08,1.15938E-08,0.013776,0,0.211688,0.188716,0.214796,0.271942,0.194951,0.129594,0.229158,0.296887,0.189463,0.163559,0.120933,1,1,0,0,0.991338,8.3342E-07,6.49714E-08,0.00474649,0.0039147
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","Litigated",1E-11,0,1,0.446223,1,1,1,1,0.155369,2.73112,3.87746,0.542989,0.246544,0.237389,0.205641,0.159259,0.151167,1,1,0.10433,0.100001,,,0.991338,,,,,8.3342E-07,6.49714E-08,0.008661,0.451983,8.29859,9.09445,17.393,2.60697,8.29859,9.09445,1.60693,0.894251,0.0213195,0.91557,0.824352,0.0453234,0.84467,2.4516,3.87746E-05,0.844631,0.0118099,0.832822,0,0.991338,0.100001,8.3342E-07,6.49714E-08,1.15938E-08,0.013776,0,0.211688,0.188716,0.214796,0.271942,0.194951,0.129594,0.229158,0.296887,0.189463,0.163559,0.120933,1,1,0,0,0.991338,8.3342E-07,6.49714E-08,0.00474649,0.0039147
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","Not Litigated",1,0.999937,6.32063E-05,0.500001,6.312E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,2.52486E-11,1.287E-11,2.031E-11,3.318E-11,1.28707E-11,8.24954E-12,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.49312E-11,5.32068E-05,0,0,,0,0,0,7.98342E-07,0,-3.05021E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.3122E-11,0,1,6.31216E-11,0,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","Settles",1E-11,0,1,0.44485,1,1,1,1,0.155414,2.72425,3.88513,0.539102,0.248664,0.238806,0.203807,0.157062,0.151661,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.891468,0.0161175,0.907585,0.802321,0.0273993,0.844625,2.44462,3.88513E-05,0.844586,0.00816425,0.836421,0,1,0.100001,0,0,0,0.00948114,0,0.185863,0.190365,0.216673,0.274318,0.196654,0.12199,0.229695,0.292209,0.191118,0.164988,0.12199,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","Tried",1E-13,0,1,0.603404,1,1,1,1,0.150122,3.51702,3,0.987957,0.00383535,0.0751742,0.415647,0.410821,0.0945229,1,1,0.59986,0.1,,,0,,,,,0,0,1,0.451983,8.13674,8.46323,16.6,3.40003,8.13674,8.46323,2.4,1.21279,0.616723,1.82951,3.34599,2.09686,0.849908,3.24991,3E-05,0.849878,0.429071,0.420806,0,0,,0,0,0,0.505345,0,3.16764,3.48897E-12,3.97113E-12,2.12254E-06,8.27712E-07,0.999997,0.167646,0.832354,3.61527E-12,3.26395E-12,2.30564E-12,1,1,0,0,0,0,0,0.548017,0.451983
"Risk Neutral CM 4 FSM 1 DM 1 LT 1 UPC 1E-05","0","43","PWins",6E-14,0,1,0.675606,1,1,1,1,0.150607,3.87803,3,1.06215,0.000133697,0.0148371,0.268289,0.540346,0.176394,1,1,0.59986,0.1,,,0,,,,,0,0,1,1,10,6.59997,16.6,3.40003,10,6.59997,2.4,2.68326,0,2.68326,7.40289,0,0.849423,3.24942,3E-05,0.849393,0.608527,0.240866,0,0,,0,0,0,0.716742,0,3.11479,4.56415E-18,5.60932E-18,2.41678E-06,1.27417E-06,0.999996,0.114794,0.885206,1.61502E-13,4.09562E-13,1.29644E-13,1,1,0,0,0,0,0,0,1
