"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","All",1,0.999925,7.5324E-05,0.5,7.364E-11,4.26526E-11,1,7.5324E-05,9.99934E-06,4.5,4,0.651712,0.125001,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,0.278316,0.0625008,,,2.91936E-11,,,,,3.89552E-17,5.33031E-18,1.35E-11,0.715145,9.99992,9.99996,19.9999,0.000115324,9.99992,9.99996,9.14059E-11,9.061E-11,7.504E-12,9.8116E-11,1.34556E-10,1.19361E-11,0.000105325,0.000105325,4.00002E-05,6.53246E-05,3.03643E-11,6.53246E-05,0,2.9194E-11,0.125001,3.89552E-17,5.33031E-18,9.19944E-24,4.49906E-07,0,-1.27875E-14,0.113878,0.133732,0.127201,0.125189,0.125189,0.127201,0.133732,0.113878,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,7.3639E-11,4.26526E-11,1,3.09863E-11,2.91936E-11,3.89552E-17,5.33031E-18,3.8339E-12,9.625E-12
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,4.50002,4,0.651713,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,1.145E-05,0.113877,0.133731,0.1272,0.125188,0.125189,0.127202,0.133733,0.11388,0.102734,0.121026,0.134541,0.141697,0.141697,0.134542,0.121027,0.102735,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","DisputeArises",7.5E-5,0,1,0.467289,9.7763E-7,5.66255E-07,1,1,0.132751,4.23831,4,0.628041,0.157732,0.136332,0.129378,0.126812,0.120091,0.110073,0.105014,0.114567,1,1,0.278316,0.0625008,,,3.87573E-07,,,,,5.17168E-13,7.07651E-14,1.787E-7,0.715145,9,9.99996,19,1.00004,9,9.99996,1.2135E-06,1.203E-06,9.9623E-8,1.30258E-6,1.78637E-06,1.58463E-07,0.867289,0.86729,4E-05,0.867249,4.03116E-07,0.867248,0,3.87573E-7,0.125001,5.17168E-13,7.07651E-14,1.22132E-19,4.49906E-07,0,-0.151999,0.134145,0.152357,0.137455,0.128001,0.121134,0.116304,0.11565,0.0949526,0.111146,0.128393,0.139574,0.143443,0.139828,0.129449,0.113702,0.0944656,9.77629E-7,5.66255E-07,0.999999,4.11374E-07,3.87573E-07,5.17168E-13,7.07651E-14,5.08984E-8,1.2778E-7
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","PFiles",7E-11,0,1,0.547916,1,0.579213,1,1,0.109035,4.88333,1.64885,0.941448,0.085611,0.0962959,0.118985,0.131187,0.133616,0.138901,0.141294,0.15411,1,1,0.278316,0.0625008,,,0.396442,,,,,5.29003E-07,7.23844E-08,0.18277,0.715145,9.44775,8.31096,17.7587,2.24129,9.44775,8.31096,1.24127,1.23049,0.101234,1.33172,1.82725,0.161421,0.890982,2.13225,1.64885E-05,0.890965,0.411755,0.47921,0,0.396442,0.125001,5.29003E-07,7.23844E-08,1.24926E-13,0.459532,0,0.253909,0.061489,0.108438,0.133573,0.128763,0.126247,0.152572,0.157011,0.131907,0.0914249,0.111553,0.128511,0.140109,0.144652,0.14124,0.130047,0.112462,1,0.579213,0,0.420787,0.396442,5.29003E-07,7.23844E-08,0.0520631,0.130707
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","DAnswers",4E-11,0,1,0.488575,1,1,1,1,0.114792,4.4086,2.2267,0.830446,0.117404,0.123929,0.141251,0.140396,0.130915,0.125897,0.113623,0.106585,1,1,0.278316,0.0625008,,,0.68445,,,,,9.13313E-07,1.2497E-07,0.315549,0.715145,8.61066,8.53687,17.1475,2.85246,8.61066,8.53687,1.85244,1.18517,0.174778,1.35995,1.78995,0.27869,0.88523,2.73767,2.2267E-05,0.885208,0.249334,0.635874,0,0.68445,0.125001,9.13313E-07,1.2497E-07,2.15683E-13,0.279651,0,1.05,0.0825451,0.136787,0.159828,0.13924,0.121668,0.138748,0.125227,0.0959563,0.157843,0.192595,0.221872,0.168781,0.116527,0.0688287,0.0401753,0.0333784,1,1,0,0,0.68445,9.13313E-07,1.2497E-07,0.089886,0.225663
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","Litigated",4E-11,0,1,0.488575,1,1,1,1,0.114792,4.4086,2.2267,0.830446,0.117404,0.123929,0.141251,0.140396,0.130915,0.125897,0.113623,0.106585,1,1,0.278316,0.0625008,,,0.68445,,,,,9.13313E-07,1.2497E-07,0.315549,0.715145,8.61066,8.53687,17.1475,2.85246,8.61066,8.53687,1.85244,1.18517,0.174778,1.35995,1.78995,0.27869,0.88523,2.73767,2.2267E-05,0.885208,0.249334,0.635874,0,0.68445,0.125001,9.13313E-07,1.2497E-07,2.15683E-13,0.279651,0,1.05,0.0825451,0.136787,0.159828,0.13924,0.121668,0.138748,0.125227,0.0959563,0.157843,0.192595,0.221872,0.168781,0.116527,0.0688287,0.0401753,0.0333784,1,1,0,0,0.68445,9.13313E-07,1.2497E-07,0.089886,0.225663
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","Not Litigated",1,0.999925,7.53239E-05,0.5,3.099E-11,0,1,7.53239E-05,9.99934E-06,4.5,4,0.651712,0.125001,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.99992,9.99996,19.9999,0.000115324,9.99992,9.99996,1.23945E-11,4.006E-11,4.924E-14,4.011E-11,5.82104E-11,4.92444E-14,0.000105325,0.000105325,4.00002E-05,6.53246E-05,1.97296E-11,6.53246E-05,0,0,,0,0,0,2.91552E-07,0,-4.47906E-11,0.113878,0.133732,0.127201,0.125189,0.125189,0.127201,0.133732,0.113878,0.102735,0.121027,0.134542,0.141697,0.141697,0.134542,0.121027,0.102735,3.0986E-11,0,1,3.09863E-11,0,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","Settles",3E-11,0,1,0.396964,1,1,1,1,0.118102,3.67571,2.65556,0.706436,0.1715,0.179369,0.183048,0.137665,0.110799,0.0919391,0.0654004,0.0602802,1,1,0.0625002,0.0625009,,,1,,,,,0,0,0,,8.325,9.07497,17.4,2.60003,8.325,9.07497,1.6,0.894057,0.0560332,0.95009,0.827004,0.0938555,0.881924,2.48192,2.65556E-05,0.881898,0.0297268,0.852171,0,1,0.125001,0,0,0,0.0334528,0,0.127417,0.120601,0.199849,0.233513,0.120372,0.109648,0.107296,0.0597031,0.0490181,0.166087,0.186896,0.195745,0.148198,0.117591,0.0780197,0.0586972,0.0487667,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","Tried",1E-11,0,1,0.687285,1,1,1,1,0.107613,5.99828,1.29649,1.09943,6.53626E-05,0.00367534,0.0505923,0.146319,0.174548,0.199555,0.218223,0.207022,1,1,0.746436,0.0625003,,,0,,,,,0,0,1,0.715145,9.23029,7.3697,16.6,3.40001,9.23029,7.3697,2.4,1.81662,0.432344,2.24896,3.87865,0.679609,0.8924,3.2924,1.29649E-05,0.892387,0.725677,0.16671,0,0,,0,0,0,0.813674,0,3.05116,7.33043E-14,1.21474E-13,1.41935E-13,0.180168,0.147741,0.206969,0.267353,0.197769,0.139963,0.204956,0.278544,0.213427,0.114217,0.0488928,1.06244E-08,1.05262E-08,1,1,0,0,0,0,0,0.284855,0.715145
"Risk Neutral CM 4 Noise 0.5,2 DM 2","0","529","PWins",1E-11,0,1,0.742314,1,1,1,1,0.107061,6.43851,1.233,1.1509,1.37437E-07,0.000110796,0.00941972,0.0839377,0.16705,0.211869,0.253085,0.274527,1,1,0.781397,0.0625004,,,0,,,,,0,0,1,1,9.8,6.79999,16.6,3.40001,9.8,6.79999,2.4,2.25072,0.189855,2.44058,5.11391,0.037971,0.892952,3.29295,1.233E-05,0.892939,0.84752,0.0454196,0,0,,0,0,0,0.949275,0,3.33242,4.12397E-16,3.11306E-15,1.24148E-14,0.0972771,0.142293,0.220315,0.291216,0.248898,0.131001,0.202714,0.28934,0.213868,0.118644,0.0444338,9.93809E-09,1.01093E-08,1,1,0,0,0,0,0,0,1
