"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","All",1,0.9999,9.97911E-05,0.8,4.197E-11,1.99662E-11,1,9.97911E-05,9.99845E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.1,0.1,,,1.99662E-11,,,,,1.63221E-17,3.42756E-19,1.81E-19,0.531688,9.9999,9.99999,19.9999,0.000109791,1000,1000,4.07494E-11,2.227E-11,3.7244E-5,3.72443E-5,2.11439E-11,3.72443E-05,9.97929E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.34084E-05,5.63842E-05,0,1.9966E-11,0.1,1.63221E-17,3.42756E-19,3.81988E-24,0.373223,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,4.1975E-11,1.99662E-11,1,2.20086E-11,1.99662E-11,1.63221E-17,3.42756E-19,8.4641E-20,9.610E-20
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","NoDispute",0.9999,1,0,0.800001,0,0,1,0,0,4.50001,1,0.921114,0.124999,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,10,9.99999,20,1.00002E-05,1000,1000,0,0,0,0,0,0,1.00002E-05,1.00002E-05,1.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.177372,0.214817,0.21562,0.214818,0.177373,0.177372,0.214817,0.21562,0.214818,0.177373,0,0,1,0,0,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","DisputeArises",0.0001,0,1,0.788664,4.2063E-7,2.0008E-07,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.1,0.1,,,2.0008E-07,,,,,1.63563E-13,3.43473E-15,1.81E-15,0.531688,9,9.99999,19,1.00001,998.808,1000,4.08347E-07,2.2317E-7,0.373223,0.373223,2.11882E-07,0.373223,0.899816,0.899817,1E-05,0.899806,0.334784,0.565022,0,2.0008E-07,0.1,1.63563E-13,3.43473E-15,3.82787E-20,0.373223,0,-3.89306E-15,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,4.20627E-7,2.0008E-07,1,2.20547E-07,2.0008E-07,1.63563E-13,3.43473E-15,8.4819E-16,9.63E-16
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","PFiles",4E-11,0,1,0.794629,1,0.475671,1,1,0.0953212,4.47314,0.475673,0.969631,0.138101,0.128706,0.120971,0.117316,0.11667,0.119097,0.125585,0.133553,1,1,0.1,0.1,,,0.475671,,,,,3.88855E-07,8.16575E-09,4.306E-9,0.531688,8.98163,9.04756,18.0292,1.97081,997.31,998.927,0.970805,0.530561,0.406641,0.937202,0.503728,0.555001,0.904684,1.87549,4.75673E-06,0.904679,0.397516,0.507162,0,0.475671,0.1,3.88855E-07,8.16575E-09,9.1004E-14,0.439625,0,-5.25611E-14,0.179774,0.216499,0.215521,0.21308,0.175127,0.179774,0.216499,0.215521,0.21308,0.175127,1,0.475671,0,0.524329,0.475671,3.88855E-07,8.16575E-09,2.01648E-9,2.2894E-9
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","DAnswers",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.1,0.1,,,0.999999,,,,,8.17486E-07,1.71668E-08,9.052E-9,0.531688,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.5641,0.634479,1.19858,0.50769,1.07861,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,0.999999,0.1,8.17486E-07,1.71668E-08,1.91317E-13,0.373223,0,-4.28896E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,8.17486E-07,1.71668E-08,4.23924E-9,4.8129E-9
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","Litigated",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.1,0.1,,,0.999999,,,,,8.17486E-07,1.71668E-08,9.052E-9,0.531688,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.5641,0.634479,1.19858,0.50769,1.07861,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,0.999999,0.1,8.17486E-07,1.71668E-08,1.91317E-13,0.373223,0,-4.28896E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,8.17486E-07,1.71668E-08,4.23924E-9,4.8129E-9
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","Not Litigated",1,0.9999,9.97911E-05,0.8,2.201E-11,0,1,9.97911E-05,9.99845E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.9999,9.99999,19.9999,0.000109791,1000,1000,8.80344E-12,1.101E-11,3.7244E-5,3.72443E-5,1.10073E-11,3.72443E-05,9.97929E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.34084E-05,5.63842E-05,0,0,,0,0,0,0.373223,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,2.2009E-11,0,1,2.20086E-11,0,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","Settles",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.1,0.1,,,1,,,,,0,0,0,,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.5641,0.634479,1.19858,0.50769,1.07861,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,1,0.1,0,0,0,0.373223,0,-6.89338E-08,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,1,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","Tried",2E-19,0,1,0.799656,1,1,1,1,0.090901,4.49828,1.76895E-05,1.03433,0.0135362,0.0538201,0.155135,0.278097,0.277727,0.154605,0.0535955,0.0134854,1,1,0.899994,0.1,,,0,,,,,0,0,1,0.531688,8.33169,8.26831,16.6,3.4,991.976,991.144,2.4,1.23228,0.784126,2.0164,1.91941,1.34759,0.909099,3.3091,1.76895E-10,0.909099,0.454013,0.455086,0,0,,0,0,0,0.49941,0,2.45549,3.22691E-06,3.86254E-06,3.81053E-06,0.772221,0.227768,0.227768,0.772221,3.81053E-06,3.73538E-06,3.0541E-06,1,1,0,0,0,0,0,0.468312,0.531688
"MODRA CM 4 PCPM 5 FSM 0 DM 1 LT 1 UPC 1E-05","4.42E-07","0.9644","205","PWins",1E-19,0,1,0.859003,1,1,1,1,0.090901,4.79502,1.33493E-05,1.06688,0.00651479,0.0319639,0.115205,0.25466,0.303615,0.193953,0.0741784,0.019909,1,1,0.899996,0.1,,,0,,,,,0,0,1,1,8.8,7.8,16.6,3.4,998.13,984.99,2.4,1.60835,0.709985,2.31833,2.82837,0.851982,0.909099,3.3091,1.33493E-10,0.909099,0.537872,0.371227,0,0,,0,0,0,0.591654,0,2.45496,1.11649E-06,1.89765E-06,2.86804E-06,0.736242,0.263752,0.191236,0.808754,2.86804E-06,3.83227E-06,3.63482E-06,1,1,0,0,0,0,0,0,1
