"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","All",1,0.999904,9.56734E-05,0.8,3.429E-05,3.42895E-05,1,9.56734E-05,1.00055E-05,4.5,1.42033,0.724794,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.383875,0.322931,,,2.13296E-05,,,,,0,0,1.296E-5,0.242592,9.99991,9.99996,19.9999,0.000129025,9.99991,9.99997,1.63078E-05,1.3509E-5,7.0197E-6,2.05285E-5,9.44534E-06,5.36403E-06,0.000102712,0.00011902,1.70439E-05,8.56679E-05,8.80592E-06,7.68619E-05,0,2.13296E-5,0.412795,0,0,0,0.101248,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,3.42895E-5,3.42895E-05,0.999966,0,2.13296E-05,0,0,9.81597E-6,3.144E-06
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","NoDispute",0.9999,1,0,0.800003,0,0,1,0,0,4.50001,1.42034,0.724794,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,1.70441E-05,10,9.99999,0,0,0,0,0,0,1.70441E-05,1.70441E-05,1.70441E-05,0,0,0,0,0,,0,0,0,,0,-1.98139E-06,0.177372,0.214816,0.21562,0.214818,0.177374,0.177371,0.214816,0.21562,0.214818,0.177374,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","DisputeArises",9.6E-5,0,1,0.76825,0.358402,0.358402,1,1,0.10458,4.34125,1.25508,0.725406,0.149312,0.136975,0.125644,0.118315,0.114535,0.11431,0.118014,0.122896,1,1,0.383875,0.322931,,,0.222942,,,,,0,0,0.13546,0.242592,9.03966,9.78987,18.8295,1.17047,9.03966,9.78987,0.170453,0.141197,0.073372,0.214569,0.0987248,0.0560661,0.895435,1.06589,1.5061E-05,0.89542,0.0920415,0.803378,0,0.222942,0.412795,0,0,0,0.101248,0,0.0207079,0.190484,0.224798,0.215739,0.204916,0.164064,0.194825,0.228458,0.212317,0.204127,0.160274,0.358402,0.358402,0.641598,0,0.222942,0,0,0.102599,0.0328615
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PFiles",3.4E-5,0,1,0.930632,1,1,1,1,0.0931918,5.15316,0.191803,0.893881,0.0579749,0.0825428,0.108231,0.129455,0.141625,0.150446,0.161013,0.168711,1,1,0.383875,0.322931,,,0.622044,,,,,0,0,0.377956,0.242592,9.11067,9.41374,18.5244,1.47559,9.11067,9.41374,0.475591,0.393962,0.204585,0.598547,0.275458,0.156299,0.90681,1.3824,2.30163E-06,0.906808,0.256689,0.650119,0,0.622044,0.412795,0,0,0,0.282363,0,0.393797,0,0.229708,0.230565,0.268187,0.27154,0.125428,0.199921,0.224185,0.26239,0.188075,1,1,0,0,0.622044,0,0,0.286267,0.0916891
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","DAnswers",3.4E-5,0,1,0.930632,1,1,1,1,0.0931918,5.15316,0.191803,0.893881,0.0579749,0.0825428,0.108231,0.129455,0.141625,0.150446,0.161013,0.168711,1,1,0.383875,0.322931,,,0.622044,,,,,0,0,0.377956,0.242592,9.11067,9.41374,18.5244,1.47559,9.11067,9.41374,0.475591,0.393962,0.204585,0.598547,0.275458,0.156299,0.90681,1.3824,2.30163E-06,0.906808,0.256689,0.650119,0,0.622044,0.412795,0,0,0,0.282363,0,0.393797,0,0.229708,0.230565,0.268187,0.27154,0.125428,0.199921,0.224185,0.26239,0.188075,1,1,0,0,0.622044,0,0,0.286267,0.0916891
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","Litigated",3.4E-5,0,1,0.930632,1,1,1,1,0.0931918,5.15316,0.191803,0.893881,0.0579749,0.0825428,0.108231,0.129455,0.141625,0.150446,0.161013,0.168711,1,1,0.383875,0.322931,,,0.622044,,,,,0,0,0.377956,0.242592,9.11067,9.41374,18.5244,1.47559,9.11067,9.41374,0.475591,0.393962,0.204585,0.598547,0.275458,0.156299,0.90681,1.3824,2.30163E-06,0.906808,0.256689,0.650119,0,0.622044,0.412795,0,0,0,0.282363,0,0.393797,0,0.229708,0.230565,0.268187,0.27154,0.125428,0.199921,0.224185,0.26239,0.188075,1,1,0,0,0.622044,0,0,0.286267,0.0916891
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","Not Litigated",1,0.999939,6.1386E-05,0.799995,0,0,1,6.1386E-05,6.81027E-06,4.49998,1.42037,0.724788,0.125003,0.125002,0.125,0.124999,0.124999,0.124999,0.124999,0.125,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99998,19.9999,7.84304E-05,9.99994,9.99999,0,0,4.6081E-9,4.60814E-9,0,4.60814E-09,7.16201E-05,7.16201E-05,1.70444E-05,5.45757E-05,4.18128E-09,5.45715E-05,0,0,,0,0,0,7.50683E-05,0,-1.35036E-05,0.177379,0.214817,0.215619,0.214816,0.17737,0.177375,0.214818,0.215619,0.214816,0.177372,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","Settles",2.1E-5,0,1,1.11831,1,1,1,1,0.0940905,6.09157,0.257261,0.97206,0.00556927,0.0207411,0.0570485,0.10737,0.147003,0.1825,0.224271,0.255497,1,1,0.393966,0.431624,,,1,,,,,0,0,0,,9.21279,9.3872,18.6,1.4,9.21279,9.3872,0.4,0.33443,0.290134,0.624563,0.192029,0.207918,0.905913,1.30591,3.08713E-06,0.905909,0.369148,0.536762,0,1,0.412795,0,0,0,0.406071,0,-0.137531,0,0.14007,0.236853,0.266328,0.356749,0,0.0492335,0.226596,0.42182,0.30235,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","Tried",1.3E-5,0,1,0.621745,1,1,1,1,0.0917128,3.60873,0.084071,0.765214,0.144225,0.184257,0.192468,0.165803,0.132773,0.0976928,0.0569033,0.0258785,1,1,0.367267,0.144043,,,0,,,,,0,0,1,0.242592,8.94259,9.45741,18.4,1.6,8.94259,9.45741,0.6,0.49194,0.0637895,0.55573,0.412767,0.0713453,0.908288,1.50829,1.00885E-06,0.908287,0.0716033,0.836684,0,0,,0,0,0,0.0787638,0,1.26826,0,0.377234,0.220216,0.271248,0.131301,0.331859,0.447924,0.220216,0,0,1,1,0,0,0,0,0,0.757408,0.242592
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PWins",3.1E-6,0,1,0.795739,1,1,1,1,0.0914874,4.47869,0.0578129,0.848999,0.0684952,0.108307,0.147542,0.170498,0.179557,0.162371,0.108887,0.054343,1,1,0.40375,0.174273,,,0,,,,,0,0,1,1,9.7,8.7,18.4,1.6,9.7,8.7,0.6,1.14087,0.0477388,1.18861,1.43539,0.0143216,0.908513,1.50851,6.93755E-07,0.908513,0.144663,0.763849,0,0,,0,0,0,0.159129,0,1.37313,0,0.243322,0.192837,0.355806,0.208035,0.215938,0.412695,0.371367,0,0,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","DWins",9.8E-6,0,1,0.566017,1,1,1,1,0.0917849,3.33008,0.0924813,0.738379,0.16848,0.208583,0.206858,0.164299,0.117788,0.0769769,0.0402533,0.0167615,1,1,0.355582,0.134361,,,0,,,,,0,0,1,0,8.7,9.7,18.4,1.6,8.7,9.7,0.6,0.284093,0.0689304,0.353023,0.0852279,0.0896095,0.908216,1.50822,1.10978E-06,0.908215,0.0482029,0.860012,0,0,,0,0,0,0.0530233,0,1.23467,0,0.420125,0.228986,0.244165,0.106724,0.368988,0.459208,0.171804,0,0,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","Abandoned",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PrecPower1",0.125,0.999886,0.000114281,0.1,1.5903E-5,1.59033E-05,1,0.000114281,1.08816E-05,1,0.847733,0.45358,1,0,0,0,0,0,0,0,1,1,0.302118,0.112636,,,9.50313E-07,,,,,0,0,1.495E-5,0.115212,9.99988,9.99998,19.9999,0.000133805,9.99988,9.99999,9.35193E-06,6.6888E-6,0,6.68876E-6,4.34521E-06,0,0.000113572,0.000122924,1.01728E-05,0.000103399,0,0.000103399,0,9.50313E-7,0.305202,0,0,0,0,0,0.591806,0.366269,0.336054,0.190318,0.08,0.0273588,0.605115,0.321408,0.0676986,0.00559871,0.00017967,1.59033E-5,1.59033E-05,0.999984,0,9.50313E-07,0,0,1.32302E-5,1.7228E-6
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PrecPower2",0.125,0.999895,0.000104839,0.3,2.2643E-5,2.26428E-05,1,0.000104839,1.01691E-05,2,0.976694,0.546501,0,1,0,0,0,0,0,0,1,1,0.306335,0.134874,,,3.53919E-06,,,,,0,0,1.91E-05,0.142596,9.99989,9.99998,19.9999,0.000129437,9.99989,9.99998,1.28778E-05,1.026E-05,0,1.02597E-5,7.00117E-06,0,0.00010639,0.000119268,1.17203E-05,9.46696E-05,0,9.46696E-05,0,3.53919E-6,0.309859,0,0,0,0,0,0.456894,0.322429,0.319362,0.207366,0.1059,0.0449432,0.424677,0.400955,0.150685,0.0223829,0.00129973,2.26428E-5,2.26428E-05,0.999977,0,3.53919E-06,0,0,1.63795E-5,2.7241E-6
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PrecPower3",0.125,0.999904,9.61666E-05,0.5,2.969E-05,2.96897E-05,1,9.61666E-05,9.56889E-06,3,1.16117,0.627927,0,0,1,0,0,0,0,0,1,1,0.316785,0.180906,,,9.73462E-06,,,,,0,0,1.996E-5,0.185965,9.9999,9.99997,19.9999,0.000125968,9.9999,9.99998,1.58669E-05,1.4748E-5,0,1.47479E-5,1.03704E-05,0,0.000100532,0.000116399,1.3934E-05,8.65977E-05,0,8.65977E-05,0,9.73462E-6,0.318807,0,0,0,0,0,0.286925,0.262223,0.29027,0.225951,0.144925,0.0766308,0.242181,0.406369,0.271722,0.0721788,0.00754905,2.96897E-5,2.96897E-05,0.99997,0,9.73462E-06,0,0,1.62442E-5,3.711E-06
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PrecPower4",0.125,0.999909,9.05573E-05,0.7,3.5512E-5,3.55119E-05,1,9.05573E-05,9.30303E-06,4,1.37624,0.699645,0,0,0,1,0,0,0,0,1,1,0.337862,0.250146,,,1.83214E-05,,,,,0,0,1.719E-5,0.249461,9.99991,9.99996,19.9999,0.000124715,9.99991,9.99997,1.76429E-05,1.9287E-5,0,1.92869E-5,1.37561E-05,0,9.77691E-05,0.000115412,1.65149E-05,8.12542E-05,0,8.12542E-05,0,1.83214E-5,0.33715,0,0,0,0,0,0.0973154,0.192435,0.247053,0.238843,0.194975,0.126695,0.104925,0.313388,0.372376,0.176261,0.0330515,3.55119E-5,3.55119E-05,0.999964,0,1.83214E-05,0,0,1.29021E-5,4.2884E-6
"Risk Neutral CM 1 PCPM 5 UPC 1.2E-05","3.396E-08","0.8181","66","PrecPower5",0.125,0.999912,8.7664E-05,0.9,3.885E-05,3.88503E-05,1,8.7664E-05,9.31992E-06,5,1.57314,0.766823,0,0,0,0,1,0,0,0,1,1,0.3715,0.327403,,,2.50843E-05,,,,,0,0,1.377E-5,0.328072,9.99992,9.99996,19.9999,0.000124835,9.99992,9.99997,1.82933E-05,2.3015E-5,0,2.30155E-5,1.68433E-05,0,9.72217E-05,0.000115515,1.88777E-05,7.8344E-05,0,7.8344E-05,0,2.50843E-5,0.372847,0,0,0,0,0,-0.0973085,0.126694,0.194973,0.238842,0.247054,0.192436,0.0330514,0.176261,0.372375,0.313388,0.104925,3.88503E-5,3.88503E-05,0.999961,0,2.50843E-05,0,0,9.24972E-6,4.5162E-6
