"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","All",1,0.9999,9.97911E-05,0.8,4.197E-11,1.99662E-11,1,9.97911E-05,9.99845E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.100001,0.100001,,,1.99662E-11,,,,,1.32205E-17,5.25058E-24,2.76E-18,0.632784,9.9999,9.99999,19.9999,0.000109791,1000,1000,4.07494E-11,4.553E-11,3.7244E-5,3.72444E-5,6.75447E-11,3.72443E-05,9.97929E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.34084E-05,5.63842E-05,0,1.9966E-11,0.200001,1.32205E-17,5.25058E-24,3.15347E-24,0.373223,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,4.1975E-11,1.99662E-11,1,2.20086E-11,1.99662E-11,1.32205E-17,5.25058E-24,1.0131E-18,1.746E-18
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","NoDispute",0.9999,1,0,0.800001,0,0,1,0,0,4.50001,1,0.921114,0.124999,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,10,9.99999,20,1.00002E-05,1000,1000,0,0,0,0,0,0,1.00002E-05,1.00002E-05,1.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.177372,0.214817,0.21562,0.214818,0.177373,0.177372,0.214817,0.21562,0.214818,0.177373,0,0,1,0,0,0,0,0,0
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","DisputeArises",0.0001,0,1,0.788664,4.2063E-7,2.0008E-07,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.32482E-13,5.26157E-20,2.76E-14,0.632784,9,9.99999,19,1.00001,998.808,1000,4.08347E-07,4.5626E-7,0.373223,0.373223,6.76861E-07,0.373223,0.899816,0.899817,1E-05,0.899806,0.334784,0.565022,0,2.0008E-07,0.200001,1.32482E-13,5.26157E-20,3.16008E-20,0.373223,0,-3.95395E-15,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,4.20627E-7,2.0008E-07,1,2.20547E-07,2.0008E-07,1.32482E-13,5.26157E-20,1.0152E-14,1.749E-14
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","PFiles",4E-11,0,1,0.794629,1,0.475671,1,1,0.0953212,4.47314,0.475673,0.969631,0.138101,0.128706,0.120971,0.117316,0.11667,0.119097,0.125585,0.133553,1,1,0.100001,0.100001,,,0.475671,,,,,3.14963E-07,1.25089E-13,6.573E-8,0.632784,9.55352,8.47567,18.0292,1.97081,997.98,994.19,0.970805,1.0847,0.28405,1.36875,1.60917,0.45448,0.904684,1.87549,4.75673E-06,0.904679,0.397516,0.507162,0,0.475671,0.200001,3.14963E-07,1.25089E-13,7.51278E-14,0.439625,0,-4.19748E-14,0.179774,0.216499,0.215521,0.21308,0.175127,0.179774,0.216499,0.215521,0.21308,0.175127,1,0.475671,0,0.524329,0.475671,3.14963E-07,1.25089E-13,2.41357E-8,4.1591E-8
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","DAnswers",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.100001,0.100001,,,0.999999,,,,,6.62144E-07,2.62973E-13,1.382E-7,0.632784,8.4,8.99999,17.4,2.60001,995.609,998.808,1.6,0.626778,0.597156,1.22393,0.626779,0.95545,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,0.999999,0.200001,6.62144E-07,2.62973E-13,1.57941E-13,0.373223,0,-3.48768E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,6.62144E-07,2.62973E-13,5.07404E-8,8.7436E-8
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","Litigated",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.100001,0.100001,,,0.999999,,,,,6.62144E-07,2.62973E-13,1.382E-7,0.632784,8.4,8.99999,17.4,2.60001,995.609,998.808,1.6,0.626778,0.597156,1.22393,0.626779,0.95545,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,0.999999,0.200001,6.62144E-07,2.62973E-13,1.57941E-13,0.373223,0,-3.48768E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,6.62144E-07,2.62973E-13,5.07404E-8,8.7436E-8
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","Not Litigated",1,0.9999,9.97911E-05,0.8,2.201E-11,0,1,9.97911E-05,9.99845E-06,4.5,1,0.921114,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.9999,9.99999,19.9999,0.000109791,1000,1000,8.80344E-12,3.302E-11,3.7244E-5,3.72443E-5,5.50304E-11,3.72443E-05,9.97929E-05,9.97929E-05,1.00002E-05,8.97926E-05,3.34084E-05,5.63842E-05,0,0,,0,0,0,0.373223,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,2.2009E-11,0,1,2.20086E-11,0,0,0,0,0
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","Settles",2E-11,0,1,0.788664,1,1,1,1,0.100194,4.44332,1,0.914373,0.141004,0.130431,0.12174,0.117387,0.116214,0.118112,0.123946,0.131165,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.4,8.99999,17.4,2.60001,995.609,998.808,1.6,0.626778,0.597156,1.22393,0.626778,0.95545,0.899816,2.49982,1E-05,0.899806,0.334784,0.565022,0,1,0.200001,0,0,0,0.373223,0,-1.53102E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,1,0,0,0,0
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","Tried",3E-18,0,1,1.32314,1,1,1,1,0.103055,7.1157,1,1.1895,7.16869E-05,0.000574325,0.00366207,0.017424,0.0605068,0.155043,0.300734,0.461984,1,1,0.6,0.1,,,0,,,,,0,0,1,0.632784,9.06557,7.53442,16.6,3.40001,994.43,928.374,2.4,1.54781,0.829215,2.37702,3.34392,1.5863,0.896955,3.29695,1E-05,0.896945,0.822979,0.0739661,0,0,,0,0,0,0.917761,0,0.841805,2.85331E-07,3.13216E-07,2.76509E-07,3.32718E-07,0.999999,0.00861368,0.0449957,0.159167,0.354033,0.433191,1,1,0,0,0,0,0,0.367216,0.632784
"MODRA CM 4 PCPM 5 DM 2","3.945E-07","0.9655","48","PWins",2E-18,0,1,1.34373,1,1,1,1,0.103157,7.21864,1,1.19928,1.88848E-05,0.000200877,0.00172157,0.0108006,0.0470807,0.14166,0.303652,0.494865,1,1,0.6,0.1,,,0,,,,,0,0,1,1,9.8,6.79999,16.6,3.40001,999.908,887.894,2.4,2.25982,0.188035,2.44786,5.16304,0.0376071,0.896853,3.29685,1E-05,0.896843,0.843043,0.0537997,0,0,,0,0,0,0.940177,0,0.774457,9.02785E-08,1.31174E-07,1.72389E-07,2.74064E-07,0.999999,0.00543848,0.0352242,0.145538,0.355956,0.457844,1,1,0,0,0,0,0,0,1
