"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","All",1,0.999937,6.32063E-05,0.500001,8.375E-11,2.46406E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,0.3939,0.341634,,,1.81866E-11,,,,,1.01211E-17,6.17296E-19,6.45E-12,0.697919,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,1.70577E-11,1.283E-11,1.0402E-5,1.04022E-5,9.77533E-12,1.04022E-05,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,8.33224E-06,4.48746E-05,0,1.8187E-11,0.254435,1.01211E-17,6.17296E-19,2.02503E-24,0.164576,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,8.3747E-11,2.46406E-11,1,5.91062E-11,1.81866E-11,1.01211E-17,6.17296E-19,1.9496E-12,4.504E-12
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","DisputeArises",6.3E-5,0,1,0.455699,1.325E-06,3.89844E-07,1,1,0.158204,2.77849,4,0.511292,0.249882,0.221955,0.192527,0.171061,0.164575,1,1,0.3939,0.341634,,,2.87734E-07,,,,,1.60128E-13,9.76636E-15,1.021E-7,0.697919,9,9.99996,19,1.00004,9,9.99996,2.69873E-07,2.0295E-7,0.164575,0.164576,1.54657E-07,0.164575,0.841836,0.841837,4E-05,0.841796,0.131826,0.70997,0,2.87734E-7,0.254435,1.60128E-13,9.76636E-15,3.20384E-20,0.164576,0,-4.98277E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.32497E-6,3.89844E-07,0.999999,9.3513E-07,2.87734E-07,1.60128E-13,9.76636E-15,3.08455E-8,7.1264E-8
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","PFiles",8E-11,0,1,0.482101,1,0.294228,1,1,0.119446,2.9105,1.71986,1.22311,0.223716,0.207255,0.193223,0.186419,0.189386,1,1,0.3939,0.341634,,,0.217162,,,,,1.20853E-07,7.37098E-09,0.077066,0.697919,9.67768,9.11862,18.7963,1.2037,9.67768,9.11862,0.203681,0.153176,0.127071,0.280247,0.116725,0.0599867,0.880571,1.08425,1.71986E-05,0.880554,0.668112,0.212441,0,0.217162,0.254435,1.20853E-07,7.37098E-09,2.41804E-14,0.754023,0,-3.62710E-14,0.191872,0.227295,0.215965,0.20392,0.160949,0.191872,0.227295,0.215965,0.20392,0.160949,1,0.294228,0,0.705772,0.217162,1.20853E-07,7.37098E-09,0.0232801,0.0537854
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","DAnswers",2E-11,0,1,0.432284,1,1,1,1,0.148083,2.66142,3.51323,0.649747,0.26244,0.237923,0.204982,0.165088,0.129567,1,1,0.3939,0.341634,,,0.738075,,,,,4.10748E-07,2.5052E-08,0.261925,0.697919,9.1444,9.40318,18.5476,1.45242,9.1444,9.40318,0.452385,0.371563,0.20691,0.578473,0.247674,0.181381,0.851952,1.30434,3.51323E-05,0.851917,0.262014,0.589903,0,0.738075,0.254435,4.10748E-07,2.5052E-08,8.21826E-14,0.313034,0,0.0749025,0.226396,0.256694,0.219957,0.176534,0.120418,0.227245,0.260911,0.234195,0.206916,0.0707339,1,1,0,0,0.738075,4.10748E-07,2.5052E-08,0.0791226,0.182802
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","Litigated",2E-11,0,1,0.432284,1,1,1,1,0.148083,2.66142,3.51323,0.649747,0.26244,0.237923,0.204982,0.165088,0.129567,1,1,0.3939,0.341634,,,0.738075,,,,,4.10748E-07,2.5052E-08,0.261925,0.697919,9.1444,9.40318,18.5476,1.45242,9.1444,9.40318,0.452385,0.371563,0.20691,0.578473,0.247674,0.181381,0.851952,1.30434,3.51323E-05,0.851917,0.262014,0.589903,0,0.738075,0.254435,4.10748E-07,2.5052E-08,8.21826E-14,0.313034,0,0.0749025,0.226396,0.256694,0.219957,0.176534,0.120418,0.227245,0.260911,0.234195,0.206916,0.0707339,1,1,0,0,0.738075,4.10748E-07,2.5052E-08,0.0791226,0.182802
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","Not Litigated",1,0.999937,6.32063E-05,0.500001,5.911E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.2,0.2,0.2,0.200001,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103206,9.99994,9.99996,5.91062E-12,3.672E-12,1.0402E-5,1.04022E-5,3.67249E-12,1.04022E-05,9.3207E-05,9.3207E-05,4.00002E-05,5.32068E-05,8.33223E-06,4.48746E-05,0,0,,0,0,0,0.164576,0,-1.84550E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,5.9106E-11,0,1,5.91062E-11,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","Settles",2E-11,0,1,0.419626,1,1,1,1,0.150309,2.59813,3.69536,0.576482,0.282845,0.234442,0.206396,0.154372,0.121945,1,1,0.251345,0.257525,,,1,,,,,0,0,0,,9.05444,9.54553,18.6,1.40004,9.05444,9.54553,0.4,0.317525,0.184934,0.502458,0.162052,0.168855,0.849728,1.24973,3.69536E-05,0.849691,0.190581,0.65911,0,1,0.254435,0,0,0,0.229889,0,-0.236595,0.306738,0.22956,0.232653,0.135213,0.0958356,0.219058,0.227001,0.264217,0.193889,0.0958355,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","Tried",6E-12,0,1,0.467953,1,1,1,1,0.14181,2.83976,3,0.856202,0.20494,0.247732,0.200997,0.195285,0.151045,1,1,0.795606,0.578644,,,0,,,,,0,0,1,0.697919,9.39792,9.00205,18.4,1.60003,9.39792,9.00205,0.6,0.523837,0.268836,0.792673,0.488948,0.21668,0.85822,1.45822,3E-05,0.85819,0.463307,0.394883,0,0,,0,0,0,0.547328,0,0.952667,3.3707E-07,0.333154,0.184184,0.292972,0.189689,0.250316,0.356463,0.149596,0.243625,9.18718E-14,1,1,0,0,0,0,0,0.302081,0.697919
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","PWins",5E-12,0,1,0.521321,1,1,1,1,0.144664,3.10661,3,0.90956,0.148107,0.217593,0.208566,0.231055,0.19468,1,1,0.811229,0.593707,,,0,,,,,0,0,1,1,9.7,8.69997,18.4,1.60003,9.7,8.69997,0.6,0.6657,0.19029,0.85599,0.675119,0.057087,0.855366,1.45537,3E-05,0.855336,0.536404,0.318931,0,0,,0,0,0,0.6343,0,0.958094,2.61961E-07,0.272185,0.166987,0.330151,0.230677,0.204074,0.327389,0.171774,0.296762,6.04961E-14,1,1,0,0,0,0,0,0,1
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","DWins",2E-12,0,1,0.344651,1,1,1,1,0.135216,2.22326,3,0.732926,0.336246,0.317365,0.18351,0.112644,0.0502343,1,1,0.759511,0.543842,,,0,,,,,0,0,1,0,8.7,9.69997,18.4,1.60003,8.7,9.69997,0.6,0.196083,0.450305,0.646389,0.058825,0.585397,0.864814,1.46481,3E-05,0.864784,0.294425,0.570359,0,0,,0,0,0,0.346389,0,0.940128,5.10601E-07,0.474015,0.223916,0.207076,0.0949931,0.357152,0.423635,0.0983548,0.120858,1.64361E-13,1,1,0,0,0,0,0,1,0
"Risk Neutral CM 1 CN 0.4 LT 0.8","0","44","Abandoned",1E-17,0,1,0.46905,1,1,1,1,0.158175,2.84525,3.94251,0.543784,0.235979,0.212663,0.194712,0.18342,0.173227,1,1,0.617245,0.134491,,,0,,,,,0.942515,0.057485,0,,8.85748,9.74248,18.6,1.40004,8.85748,9.74248,0.4,0.172905,0.196849,0.369754,0.0392946,0.225508,0.841865,1.24186,3.94251E-05,0.841825,0.169303,0.672523,0,0,,0.942515,0.057485,1.88579E-07,0.208672,0,0.0636304,0.202706,0.23072,0.203508,0.210358,0.152709,0.20514,0.238484,0.221497,0.204981,0.129898,1,1,0,0,0,0.942515,0.057485,0,0
