"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","All",1,0.999937,6.32063E-05,0.500001,8.375E-11,2.46406E-11,1,6.32063E-05,9.99947E-06,3,4,0.680208,0.2,0.2,0.2,0.2,0.200001,1,1,0.394832,0.341634,,,1.80979E-11,,,,,1.01211E-17,6.40252E-19,6.54E-12,0.699464,9.99994,9.99997,19.9999,9.52065E-05,9.99994,9.99997,1.70754E-11,1.285E-11,1.0402E-5,1.04022E-5,9.78247E-12,1.04022E-05,8.5207E-05,8.52071E-05,3.20002E-05,5.32069E-05,8.33224E-06,4.48746E-05,0,1.8098E-11,0.252252,1.01211E-17,6.40252E-19,2.02503E-24,0.164576,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,8.3747E-11,2.46406E-11,1,5.91062E-11,1.80979E-11,1.01211E-17,6.40252E-19,1.9663E-12,4.576E-12
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.680211,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.20002E-05,10,9.99997,0,0,0,0,0,0,3.20002E-05,3.20002E-05,3.20002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","DisputeArises",6.3E-5,0,1,0.455699,1.325E-06,3.89844E-07,1,1,0.158204,2.77849,4,0.639115,0.249882,0.221955,0.192527,0.171061,0.164575,1,1,0.394832,0.341634,,,2.86331E-07,,,,,1.60128E-13,1.01296E-14,1.035E-7,0.699464,9,9.99997,19,1.00003,9,9.99997,2.70153E-07,2.0329E-7,0.164575,0.164576,1.5477E-07,0.164575,0.841828,0.841829,3.2E-05,0.841796,0.131826,0.70997,0,2.86331E-7,0.252252,1.60128E-13,1.01296E-14,3.20384E-20,0.164576,0,-4.8911E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.32497E-6,3.89844E-07,0.999999,9.3513E-07,2.86331E-07,1.60128E-13,1.01296E-14,3.11094E-8,7.2404E-8
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","PFiles",8E-11,0,1,0.482101,1,0.294228,1,1,0.119446,2.9105,1.71986,1.52889,0.223716,0.207255,0.193223,0.186419,0.189386,1,1,0.394832,0.341634,,,0.216103,,,,,1.20853E-07,7.6451E-09,0.078124,0.699464,9.67769,9.1184,18.7961,1.20391,9.67769,9.1184,0.203893,0.153428,0.127051,0.280478,0.11681,0.060118,0.880567,1.08446,1.37589E-05,0.880554,0.668112,0.212441,0,0.216103,0.252252,1.20853E-07,7.6451E-09,2.41804E-14,0.754023,0,-3.66473E-14,0.191872,0.227295,0.215965,0.20392,0.160949,0.191872,0.227295,0.215965,0.20392,0.160949,1,0.294228,0,0.705772,0.216103,1.20853E-07,7.6451E-09,0.0234792,0.0546453
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","DAnswers",2E-11,0,1,0.432284,1,1,1,1,0.148083,2.66142,3.51323,0.812184,0.26244,0.237923,0.204982,0.165088,0.129567,1,1,0.394832,0.341634,,,0.734476,,,,,4.10748E-07,2.59836E-08,0.265524,0.699464,9.14444,9.40242,18.5469,1.45313,9.14444,9.40242,0.453105,0.372417,0.206842,0.579259,0.247964,0.181828,0.851945,1.30505,2.81058E-05,0.851917,0.262014,0.589903,0,0.734476,0.252252,4.10748E-07,2.59836E-08,8.21826E-14,0.313034,0,0.0749025,0.226396,0.256694,0.219957,0.176534,0.120418,0.227245,0.260911,0.234195,0.206916,0.0707339,1,1,0,0,0.734476,4.10748E-07,2.59836E-08,0.0797995,0.185724
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","Litigated",2E-11,0,1,0.432284,1,1,1,1,0.148083,2.66142,3.51323,0.812184,0.26244,0.237923,0.204982,0.165088,0.129567,1,1,0.394832,0.341634,,,0.734476,,,,,4.10748E-07,2.59836E-08,0.265524,0.699464,9.14444,9.40242,18.5469,1.45313,9.14444,9.40242,0.453105,0.372417,0.206842,0.579259,0.247964,0.181828,0.851945,1.30505,2.81058E-05,0.851917,0.262014,0.589903,0,0.734476,0.252252,4.10748E-07,2.59836E-08,8.21826E-14,0.313034,0,0.0749025,0.226396,0.256694,0.219957,0.176534,0.120418,0.227245,0.260911,0.234195,0.206916,0.0707339,1,1,0,0,0.734476,4.10748E-07,2.59836E-08,0.0797995,0.185724
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","Not Litigated",1,0.999937,6.32063E-05,0.500001,5.911E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.680208,0.2,0.2,0.2,0.2,0.200001,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99997,19.9999,9.52065E-05,9.99994,9.99997,5.91062E-12,3.672E-12,1.0402E-5,1.04022E-5,3.67249E-12,1.04022E-05,8.5207E-05,8.5207E-05,3.20002E-05,5.32068E-05,8.33223E-06,4.48746E-05,0,0,,0,0,0,0.164576,0,-1.84550E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,5.9106E-11,0,1,5.91062E-11,0,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","Settles",2E-11,0,1,0.418331,1,1,1,1,0.150276,2.59165,3.69877,0.71757,0.284224,0.235418,0.206145,0.152905,0.121307,1,1,0.249147,0.255357,,,1,,,,,0,0,0,,9.05225,9.54772,18.6,1.40003,9.05225,9.54772,0.4,0.318919,0.183479,0.502399,0.1627,0.168502,0.849754,1.24975,2.95901E-05,0.849724,0.187536,0.662188,0,1,0.252252,0,0,0,0.226294,0,-0.239848,0.308241,0.230685,0.233793,0.130976,0.0963052,0.220131,0.228114,0.263417,0.192032,0.0963052,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","Tried",7E-12,0,1,0.470881,1,1,1,1,0.142016,2.85441,3,1.0739,0.202181,0.244851,0.201764,0.198788,0.152415,1,1,0.797817,0.580289,,,0,,,,,0,0,1,0.699464,9.39946,9.00051,18.4,1.60002,9.39946,9.00051,0.6,0.5204,0.271466,0.791866,0.483814,0.218688,0.858008,1.45801,2.4E-05,0.857984,0.468033,0.389951,0,0,,0,0,0,0.552967,0,0.945546,3.32501E-07,0.328638,0.181687,0.302556,0.187118,0.246923,0.351631,0.15336,0.248085,9.08902E-14,1,1,0,0,0,0,0,0.300536,0.699464
"Risk Neutral CM 1 CN 0.4 UPC 8E-06","0","49","PWins",5E-12,0,1,0.524106,1,1,1,1,0.144861,3.12053,3,1.14043,0.14579,0.214589,0.208927,0.234688,0.196006,1,1,0.813429,0.595379,,,0,,,,,0,0,1,1,9.7,8.69998,18.4,1.60002,9.7,8.69998,0.6,0.66038,0.191886,0.852266,0.666607,0.0575658,0.855163,1.45516,2.4E-05,0.855139,0.540859,0.314281,0,0,,0,0,0,0.63962,0,0.949504,2.57839E-07,0.267902,0.164359,0.340691,0.227047,0.200863,0.322238,0.175556,0.301343,5.98717E-14,1,1,0,0,0,0,0,0,1
