Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001347,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000010908,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000000888,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000005716,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.000000498,3E-05,1,0,0.025,0.025,0.05,0.05,1.15003
0.223742184,3E-05,0,0,0,0,0,0,3E-05
0.000002256,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000016538,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.000001923,4E-05,0,0,0.025,0.025,0.05,0.05,0.15004
0.000011133,4E-05,0,1,0.025,0.025,0.05,0.05,1.15004
0.417903628,4E-05,0,0,0,0,0,0,4E-05
0.000002168,5E-05,0,0,0.025,0.025,0.05,0,0.10005
0.000012991,5E-05,0,1,0.025,0.025,0.05,0,1.10005
0.000001426,5E-05,0,0,0.025,0.025,0.05,0.05,0.15005
0.000006393,5E-05,0,1,0.025,0.025,0.05,0.05,1.15005
0.358280004,5E-05,0,0,0,0,0,0,5E-05
