"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","All",1,0.999918,8.17034E-05,0.8,4.007E-05,2.56899E-05,1,8.17034E-05,1.00132E-05,4.5,3.53594,0.613757,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.632974,0.526806,,,1.25291E-05,,,,,0,0,1.316E-5,0.645387,9.99994,9.99993,19.9999,0.000131409,9.99994,9.99995,1.43462E-05,1.0997E-5,8.3639E-6,1.9361E-05,8.47194E-06,5.38266E-06,0.00010705,0.000121396,3.53594E-05,7.16902E-05,2.461E-05,4.70802E-05,0,1.25291E-5,0.535006,0,0,0,0.331387,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,4.00701E-5,2.56899E-05,0.99996,1.43802E-05,1.25291E-05,0,0,4.66701E-6,8.4938E-6
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","NoDispute",0.9999,1,0,0.800004,0,0,1,0,0,4.50002,3.53599,0.613752,0.124998,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,3.53599E-05,10,9.99998,0,0,0,0,0,0,3.53599E-05,3.53599E-05,3.53599E-05,0,0,0,0,0,,0,0,0,,0,-8.25994E-07,0.177371,0.214816,0.21562,0.214819,0.177375,0.177371,0.214816,0.21562,0.214819,0.177375,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","DisputeArises",8.2E-5,0,1,0.74781,0.490434,0.314429,1,1,0.122555,4.23905,2.86589,0.672889,0.158576,0.14251,0.128519,0.119273,0.113698,0.111373,0.112325,0.113724,1,1,0.632974,0.526806,,,0.153348,,,,,0,0,0.161081,0.645387,9.26541,9.55897,18.8244,1.17562,9.26541,9.55898,0.175588,0.134597,0.10237,0.236967,0.103691,0.0658805,0.877473,1.05306,2.86589E-05,0.877445,0.301212,0.576233,0,0.153348,0.535006,0,0,0,0.331387,0,0.0101088,0.199094,0.230916,0.215674,0.198753,0.155562,0.201062,0.232189,0.214465,0.199589,0.152695,0.490434,0.314429,0.509566,0.176005,0.153348,0,0,0.0571214,0.103959
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","PFiles",4E-05,0,1,0.815626,1,0.641125,1,1,0.0961734,4.57813,0.384509,0.983424,0.126479,0.121553,0.119054,0.118877,0.119132,0.123407,0.132209,0.139289,1,1,0.632974,0.526806,,,0.312679,,,,,0,0,0.328446,0.645387,9.54118,9.10079,18.642,1.35803,9.54118,9.10079,0.358027,0.274445,0.208628,0.483073,0.211428,0.134226,0.90383,1.26186,3.84509E-06,0.903827,0.614086,0.289741,0,0.312679,0.535006,0,0,0,0.675597,0,0.144291,0.162306,0.19657,0.211902,0.216607,0.212615,0.174676,0.225275,0.211362,0.226381,0.162306,1,0.641125,0,0.358875,0.312679,0,0,0.116471,0.211975
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","DAnswers",2.6E-5,0,1,0.591719,1,1,1,1,0.0991248,3.4586,0.599741,0.837447,0.196445,0.186049,0.173395,0.152388,0.11801,0.0820171,0.0554019,0.0362939,1,1,0.632974,0.526806,,,0.487704,,,,,0,0,0.512296,0.645387,9.34032,9.15721,18.4975,1.50247,9.34032,9.15721,0.502459,0.423692,0.269871,0.693563,0.325401,0.203807,0.900881,1.40334,5.99741E-06,0.900875,0.452927,0.447948,0,0.487704,0.535006,0,0,0,0.498385,0,0.520033,0.239815,0.261364,0.219423,0.147549,0.131849,0.272453,0.351374,0.329675,0.0464985,0,1,1,0,0,0.487704,0,0,0.181667,0.330629
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","Litigated",2.6E-5,0,1,0.591719,1,1,1,1,0.0991248,3.4586,0.599741,0.837447,0.196445,0.186049,0.173395,0.152388,0.11801,0.0820171,0.0554019,0.0362939,1,1,0.632974,0.526806,,,0.487704,,,,,0,0,0.512296,0.645387,9.34032,9.15721,18.4975,1.50247,9.34032,9.15721,0.502459,0.423692,0.269871,0.693563,0.325401,0.203807,0.900881,1.40334,5.99741E-06,0.900875,0.452927,0.447948,0,0.487704,0.535006,0,0,0,0.498385,0,0.520033,0.239815,0.261364,0.219423,0.147549,0.131849,0.272453,0.351374,0.329675,0.0464985,0,1,1,0,0,0.487704,0,0,0.181667,0.330629
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","Not Litigated",1,0.999944,5.60149E-05,0.800005,1.4381E-5,0,1,5.60149E-05,7.46688E-06,4.50003,3.53601,0.613751,0.124999,0.124999,0.124998,0.124999,0.125,0.125001,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,9.99996,9.99995,19.9999,9.28131E-05,9.99996,9.99997,1.43805E-06,1.1241E-7,1.431E-06,1.54342E-6,1.12411E-07,1.46881E-07,8.39082E-05,8.53462E-05,3.53601E-05,4.8548E-05,1.29747E-05,3.55733E-05,0,0,,0,0,0,0.254795,0,-1.336E-05,0.177371,0.214816,0.215619,0.214819,0.177374,0.17737,0.214814,0.215617,0.214822,0.177377,1.43805E-5,0,0.999986,1.43805E-05,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","Settles",1.3E-5,0,1,0.546831,1,1,1,1,0.10294,3.23415,0.843922,0.780816,0.251207,0.189019,0.159102,0.147665,0.107152,0.0604869,0.0446794,0.0406881,1,1,0.526797,0.543215,,,1,,,,,0,0,0,,9.33501,9.26499,18.6,1.40001,9.33501,9.26499,0.4,0.404819,0.210916,0.615735,0.27538,0.117801,0.897068,1.29707,8.43922E-06,0.89706,0.351065,0.545995,0,1,0.535006,0,0,0,0.386502,0,-0.229207,0.491723,0.1457,0.204784,0.047567,0.110225,0.225826,0.275611,0.403221,0.0953417,0,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","Tried",1.3E-5,0,1,0.634453,1,1,1,1,0.0954924,3.67226,0.367281,0.89136,0.144313,0.183222,0.187002,0.156883,0.128347,0.102514,0.0656097,0.0321107,1,1,0.734053,0.511184,,,0,,,,,0,0,1,0.645387,9.34539,9.05461,18.4,1.6,9.34539,9.05461,0.6,0.44166,0.325996,0.767655,0.373021,0.285684,0.904511,1.50451,3.67281E-06,0.904508,0.5499,0.354608,0,0,,0,0,0,0.604896,0,1.23331,0,0.371475,0.233359,0.242732,0.152434,0.316841,0.4235,0.259659,0,0,1,1,0,0,0,0,0,0.354613,0.645387
"Risk Neutral CM 1 PCPM 10 LT 0.8","2.135E-08","0.6719","39","PWins",8.5E-6,0,1,0.691752,1,1,1,1,0.0921934,3.95876,0.0961876,0.955059,0.112537,0.1553,0.176301,0.166675,0.149615,0.123114,0.0783995,0.0380573,1,1,0.776352,0.549246,,,0,,,,,0,0,1,1,9.7,8.7,18.4,1.6,9.7,8.7,0.6,0.586677,0.213997,0.800674,0.548684,0.064199,0.907808,1.50781,9.61876E-07,0.907807,0.648475,0.259332,0,0,,0,0,0,0.713323,0,1.2213,0,0.334593,0.22414,0.286386,0.15488,0.259937,0.439867,0.300196,0,0,1,1,0,0,0,0,0,0,1
