Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000085,2E-05,0,0,0.05,0.05,0.2,0,0.30002
0.000000192,2E-05,0,1,0.05,0.05,0.2,0,1.30002
0.000000464,2E-05,1,0,0.05,0.05,0.2,0,1.30002
0.000000055,2E-05,0,1,0.05,0.05,0.2,0.3,1.60002
0.000000028,2E-05,1,0,0.05,0.05,0.2,0.3,1.60002
0.499957861,2E-05,0,0,0,0,0,0,2E-05
0.000039058,2E-05,0,1,0,0,0,0,1.00002
0.000002253,2E-05,1,0,0,0,0,0,1.00002
0.499966383,3E-05,0,0,0,0,0,0,3E-05
0.000017194,3E-05,0,1,0,0,0,0,1.00003
0.000016429,3E-05,1,0,0,0,0,0,1.00003
