"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","All",1,0.99993,7.04259E-05,0.500001,6.797E-11,2.90588E-11,1,7.04259E-05,9.99939E-06,3,3,0.888955,0.2,0.199999,0.199999,0.2,0.200002,1,1,0.283679,0.27618,,,2.71998E-11,,,,,9.97865E-18,5.93899E-13,1.27E-12,0.612586,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,3.15356E-11,2.042E-11,1.286E-05,1.28596E-5,1.60345E-11,1.28596E-05,9.04267E-05,9.04267E-05,3.00002E-05,6.04265E-05,1.07189E-05,4.97076E-05,0,2.72E-11,0.25913,9.97865E-18,5.93899E-13,3.52925E-19,0.182598,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,6.7972E-11,2.90588E-11,1,3.89129E-11,2.71998E-11,9.97865E-18,5.93899E-13,4.901E-13,7.75E-13
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","NoDispute",0.9999,1,0,0.500003,0,0,1,0,0,3.00001,3,0.888957,0.199997,0.199999,0.2,0.200001,0.200003,1,1,,,,,0,,,,,0,0,0,,10,9.99997,20,3.00002E-05,10,9.99997,0,0,0,0,0,0,3.00002E-05,3.00002E-05,3.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215679,0.216243,0.215682,0.1762,0.176196,0.215679,0.216243,0.215682,0.1762,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","DisputeArises",7E-05,0,1,0.468106,9.6515E-7,4.12615E-07,1,1,0.141985,2.84053,3,0.857408,0.246966,0.208927,0.183317,0.178192,0.182598,1,1,0.283679,0.27618,,,3.86219E-07,,,,,1.4169E-13,8.43297E-09,1.796E-8,0.612586,9,9.99997,19,1.00003,9,9.99997,4.47785E-07,2.8996E-7,0.182598,0.182598,2.27679E-07,0.182598,0.858045,0.858046,3E-05,0.858015,0.152201,0.705814,0,3.86219E-7,0.25913,1.4169E-13,8.43297E-09,5.0113E-15,0.182598,0,-7.30741E-15,0.204363,0.236558,0.215751,0.194543,0.148785,0.204363,0.236558,0.215751,0.194543,0.148785,9.65152E-7,4.12615E-07,0.999999,5.52537E-07,3.86219E-07,1.4169E-13,8.43297E-09,6.95905E-9,1.1004E-8
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","PFiles",7E-11,0,1,0.500286,1,0.427513,1,1,0.112548,3.00143,1.28274,1.37326,0.203552,0.200096,0.195245,0.193584,0.207523,1,1,0.283679,0.27618,,,0.400164,,,,,1.46806E-07,0.00873745,0.018611,0.612586,9.4071,9.12894,18.536,1.46397,9.4071,9.12894,0.463952,0.30043,0.209838,0.510268,0.2359,0.140527,0.887465,1.35142,1.28274E-05,0.887452,0.532247,0.355205,0,0.400164,0.25913,1.46806E-07,0.00873745,5.19224E-09,0.596673,0,0.0381204,0.150357,0.234502,0.225915,0.216566,0.17266,0.176343,0.218005,0.218719,0.214626,0.172307,1,0.427513,0,0.572487,0.400164,1.46806E-07,0.00873745,0.00721031,0.0114011
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","DAnswers",3E-11,0,1,0.390712,1,1,1,1,0.126211,2.45356,2.22238,0.983275,0.299895,0.272356,0.200776,0.128244,0.0987298,1,1,0.283679,0.27618,,,0.936028,,,,,3.43396E-07,0.0204379,0.043534,0.612586,8.88095,9.30161,18.1826,1.81744,8.88095,9.30161,0.817414,0.491212,0.265318,0.75653,0.34027,0.283604,0.873811,1.69122,2.22238E-05,0.873789,0.233692,0.640097,0,0.936028,0.25913,3.43396E-07,0.0204379,1.21452E-08,0.2681,0,0.319937,0.193241,0.314474,0.235159,0.159384,0.0977411,0.279036,0.346586,0.207896,0.0943355,0.0721468,1,1,0,0,0.936028,3.43396E-07,0.0204379,0.0168657,0.0266684
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","Litigated",3E-11,0,1,0.390712,1,1,1,1,0.126211,2.45356,2.22238,0.983275,0.299895,0.272356,0.200776,0.128244,0.0987298,1,1,0.283679,0.27618,,,0.936028,,,,,3.43396E-07,0.0204379,0.043534,0.612586,8.88095,9.30161,18.1826,1.81744,8.88095,9.30161,0.817414,0.491212,0.265318,0.75653,0.34027,0.283604,0.873811,1.69122,2.22238E-05,0.873789,0.233692,0.640097,0,0.936028,0.25913,3.43396E-07,0.0204379,1.21452E-08,0.2681,0,0.319937,0.193241,0.314474,0.235159,0.159384,0.0977411,0.279036,0.346586,0.207896,0.0943355,0.0721468,1,1,0,0,0.936028,3.43396E-07,0.0204379,0.0168657,0.0266684
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","Not Litigated",1,0.99993,7.04258E-05,0.500001,3.891E-11,0,1,7.04258E-05,9.99939E-06,3,3,0.888955,0.2,0.199999,0.199999,0.2,0.200002,1,1,,,,,0,,,,,0,0,0,,9.99993,9.99997,19.9999,0.000100426,9.99993,9.99997,7.78258E-12,6.147E-12,1.286E-05,1.28596E-5,6.14669E-12,1.28596E-05,9.04266E-05,9.04266E-05,3.00002E-05,6.04265E-05,1.07189E-05,4.97075E-05,0,0,,0,0,0,0.182598,0,-9.29680E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,3.8913E-11,0,1,3.89129E-11,0,0,0,0,0
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","Settles",3E-11,0,1,0.379931,1,1,1,1,0.126715,2.39966,2.26597,0.957296,0.31849,0.278267,0.186781,0.118024,0.0984395,1,1,0.252504,0.265757,,,1,,,,,0,0,0,,8.85913,9.34085,18.2,1.80002,8.85913,9.34085,0.8,0.482379,0.255273,0.737652,0.326326,0.280403,0.873308,1.67331,2.26597E-05,0.873285,0.208662,0.664623,0,1,0.25913,0,0,0,0.240014,0,0.181058,0.206448,0.335967,0.251231,0.129276,0.0770776,0.285813,0.329801,0.206525,0.100783,0.0770775,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","Tried",1E-12,0,1,0.561074,1,1,1,1,0.124453,3.30537,1.85887,1.29881,0.0324518,0.183206,0.363528,0.288149,0.132665,1,1,0.687725,0.395217,,,0,,,,,0,0,1,0.612586,9.01259,8.7874,17.8,2.20002,9.01259,8.7874,1.2,0.715521,0.42143,1.13695,0.709519,0.411813,0.875565,2.07557,1.85887E-05,0.875547,0.469809,0.405737,0,0,,0,0,0,0.536804,0,2.40215,9.46139E-07,2.66824E-06,1.48315E-06,0.527195,0.4728,0.264325,0.400715,0.334959,4.73605E-07,5.51815E-07,1,1,0,0,0,0,0,0.387414,0.612586
"Risk Neutral CM 1 CM 2 LT 1.2","4.772E-07","0.9819","63","PWins",8E-13,0,1,0.63391,1,1,1,1,0.125306,3.66955,1.84061,1.3886,0.00900565,0.0968216,0.31584,0.372282,0.206051,1,1,0.725982,0.419026,,,0,,,,,0,0,1,1,9.4,8.39998,17.8,2.20002,9.4,8.39998,1.2,0.885885,0.428469,1.31435,0.988947,0.257081,0.874712,2.07471,1.84061E-05,0.874694,0.624485,0.250209,0,0,,0,0,0,0.714115,0,2.37258,4.94679E-07,1.02187E-06,8.59909E-07,0.41736,0.582638,0.22569,0.338563,0.435746,1.85059E-07,2.59052E-07,1,1,0,0,0,0,0,0,1
