Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000607,3E-05,0,0,0.4,0.4,0.8,0,1.60003
0.000004115,3E-05,0,1,0.4,0.4,0.8,0,2.60003
0.000000565,3E-05,1,0,0.4,0.4,0.8,0,2.60003
0.000000579,3E-05,0,0,0.4,0,0,0,0.40003
0.000002855,3E-05,0,1,0.4,0,0,0,1.40003
0.000001421,3E-05,1,0,0.4,0,0,0,1.40003
0.365093878,3E-05,0,0,0,0,0,0,3E-05
0.000019602,3E-05,0,1,0,0,0,0,1.00003
0.000000266,3E-05,1,0,0,0,0,0,1.00003
0.634842137,5E-05,0,0,0,0,0,0,5E-05
0.000027552,5E-05,0,1,0,0,0,0,1.00005
0.000006423,5E-05,1,0,0,0,0,0,1.00005
