Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003016,0,0,0,0.025,0.025,0.05,0,0.1
0.000030038,0,0,1,0.025,0.025,0.05,0,1.1
0.000000126,0,1,0,0.025,0.025,0.05,0,1.1
0.000000635,0,0,0,0.025,0.025,0.05,0.05,0.15
0.000005476,0,0,1,0.025,0.025,0.05,0.05,1.15
0.000000873,0,1,0,0.025,0.025,0.05,0.05,1.15
0.365083652,0,0,0,0,0,0,0,0
0.000001809,1E-05,0,0,0.025,0.025,0.05,0,0.10001
0.000015819,1E-05,0,1,0.025,0.025,0.05,0,1.10001
0.000000540,1E-05,1,0,0.025,0.025,0.05,0,1.10001
0.000000888,1E-05,0,0,0.025,0.025,0.05,0.05,0.15001
0.000005060,1E-05,0,1,0.025,0.025,0.05,0.05,1.15001
0.000002777,1E-05,1,0,0.025,0.025,0.05,0.05,1.15001
0.269725476,1E-05,0,0,0,0,0,0,1E-05
0.000003651,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000018485,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000009350,2E-05,1,0,0.025,0.025,0.05,0,1.10002
0.365092329,2E-05,0,0,0,0,0,0,2E-05
