Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.365087393,1.2E-05,0,0,0,0,0,0,1.2E-05
0.000007466,1.2E-05,0,1,0,0,0,0,1.000012
0.000000017,1.2E-05,1,0,0,0,0,0,1.000012
0.000002212,1.2E-05,0,0,0.025,0.025,0.05,0,0.100012
0.000019666,1.2E-05,0,1,0.025,0.025,0.05,0,1.100012
0.000000738,1.2E-05,1,0,0.025,0.025,0.05,0,1.100012
0.000000635,1.2E-05,0,0,0.025,0.025,0.05,0.05,0.150012
0.000003777,1.2E-05,0,1,0.025,0.025,0.05,0.05,1.150012
0.000001953,1.2E-05,1,0,0.025,0.025,0.05,0.05,1.150012
0.000000925,3.6E-05,0,0,0.025,0.025,0.05,0,0.100036
0.000006315,3.6E-05,0,1,0.025,0.025,0.05,0,1.100036
0.000000450,3.6E-05,1,0,0.025,0.025,0.05,0,1.100036
0.134865228,3.6E-05,0,0,0,0,0,0,3.6E-05
0.000002776,3.6E-05,0,1,0,0,0,0,1.000036
0.000000012,3.6E-05,1,0,0,0,0,0,1.000036
0.000000222,3.6E-05,0,1,0.025,0.025,0.05,0.05,1.150036
0.000000186,3.6E-05,1,0,0.025,0.025,0.05,0.05,1.150036
0.499970721,4.8E-05,0,0,0,0,0,0,4.8E-05
0.000021921,4.8E-05,0,1,0,0,0,0,1.000048
0.000007388,4.8E-05,1,0,0,0,0,0,1.000048
