"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","All",1,0.9999,9.97911E-05,0.8,4.197E-11,1.99662E-11,1,9.97911E-05,9.9991E-06,4.5,1,0.971572,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,0.100001,0.100001,,,1.99662E-11,,,,,1.59793E-17,5.12277E-24,3.2E-24,0.467401,9.9999,9.99999,19.9999,0.000109791,1000,1000,4.07494E-11,1.745E-11,4.9087E-5,4.9087E-05,1.65417E-11,4.9087E-05,9.97922E-05,9.97923E-05,1.00002E-05,8.9792E-05,4.40796E-05,4.57124E-05,0,1.9966E-11,0.1,1.59793E-17,5.12277E-24,3.19715E-24,0.491897,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,4.1975E-11,1.99662E-11,1,2.20086E-11,1.99662E-11,1.59793E-17,5.12277E-24,1.7028E-24,1.494E-24
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","NoDispute",0.9999,1,0,0.800001,0,0,1,0,0,4.50001,1,0.971573,0.124999,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,10,9.99999,20,1.00002E-05,1000,1000,0,0,0,0,0,0,1.00002E-05,1.00002E-05,1.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.177372,0.214817,0.21562,0.214818,0.177373,0.177372,0.214817,0.21562,0.214818,0.177373,0,0,1,0,0,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","DisputeArises",0.0001,0,1,0.790729,4.2063E-7,2.0008E-07,1,1,0.1002,4.45365,1,0.966346,0.133435,0.126043,0.123277,0.125348,0.125063,0.12121,0.120666,0.124959,1,1,0.100001,0.100001,,,2.0008E-07,,,,,1.60128E-13,5.13349E-20,3.2E-20,0.467401,9,9.99999,19,1.00001,998.808,1000,4.08347E-07,1.7491E-7,0.491897,0.491897,1.65764E-07,0.491897,0.89981,0.89981,1E-05,0.8998,0.441719,0.458081,0,2.0008E-07,0.1,1.60128E-13,5.13349E-20,3.20384E-20,0.491897,0,-4.88257E-15,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,4.20627E-7,2.0008E-07,1,2.20547E-07,2.0008E-07,1.60128E-13,5.13349E-20,1.7064E-20,1.497E-20
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","PFiles",4E-11,0,1,0.79531,1,0.475671,1,1,0.0953243,4.47655,0.475673,1.02004,0.130253,0.125532,0.124599,0.125766,0.123488,0.12002,0.121922,0.12842,1,1,0.100001,0.100001,,,0.475671,,,,,3.80689E-07,1.22044E-13,7.62E-14,0.467401,8.98163,9.04756,18.0292,1.97081,997.31,998.927,0.970805,0.41584,0.528172,0.944012,0.394088,0.728367,0.90468,1.87549,4.75673E-06,0.904676,0.506489,0.398187,0,0.475671,0.1,3.80689E-07,1.22044E-13,7.61683E-14,0.559991,0,-5.25637E-14,0.179774,0.216499,0.215521,0.21308,0.175127,0.179774,0.216499,0.215521,0.21308,0.175127,1,0.475671,0,0.524329,0.475671,3.80689E-07,1.22044E-13,4.0567E-14,3.56E-14
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","DAnswers",2E-11,0,1,0.790729,1,1,1,1,0.1002,4.45365,1,0.966346,0.133435,0.126043,0.123277,0.125348,0.125063,0.12121,0.120666,0.124959,1,1,0.100001,0.100001,,,0.999999,,,,,8.00319E-07,2.56572E-13,1.6E-13,0.467401,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.457293,0.836225,1.29352,0.411564,1.42158,0.89981,2.49981,1E-05,0.8998,0.441719,0.458081,0,0.999999,0.1,8.00319E-07,2.56572E-13,1.60128E-13,0.491897,0,-4.11617E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,8.00319E-07,2.56572E-13,8.5284E-14,7.484E-14
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","Litigated",2E-11,0,1,0.790729,1,1,1,1,0.1002,4.45365,1,0.966346,0.133435,0.126043,0.123277,0.125348,0.125063,0.12121,0.120666,0.124959,1,1,0.100001,0.100001,,,0.999999,,,,,8.00319E-07,2.56572E-13,1.6E-13,0.467401,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.457293,0.836225,1.29352,0.411564,1.42158,0.89981,2.49981,1E-05,0.8998,0.441719,0.458081,0,0.999999,0.1,8.00319E-07,2.56572E-13,1.60128E-13,0.491897,0,-4.11617E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0.999999,8.00319E-07,2.56572E-13,8.5284E-14,7.484E-14
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","Not Litigated",1,0.9999,9.97911E-05,0.8,2.201E-11,0,1,9.97911E-05,9.9991E-06,4.5,1,0.971572,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,9.9999,9.99999,19.9999,0.000109791,1000,1000,8.80344E-12,8.324E-12,4.9087E-5,4.90869E-5,8.32438E-12,4.90869E-05,9.97922E-05,9.97922E-05,1.00002E-05,8.9792E-05,4.40796E-05,4.57124E-05,0,0,,0,0,0,0.491897,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,2.2009E-11,0,1,2.20086E-11,0,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","Settles",2E-11,0,1,0.790729,1,1,1,1,0.1002,4.45365,1,0.966346,0.133435,0.126043,0.123277,0.125348,0.125063,0.12121,0.120666,0.124959,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.3,9.09999,17.4,2.60001,994.596,999.058,1.6,0.457293,0.836225,1.29352,0.411564,1.42158,0.89981,2.49981,1E-05,0.8998,0.441719,0.458081,0,1,0.1,0,0,0,0.491897,0,-2.33593E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,1,0,0,0,0
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","Tried",3E-24,0,1,0.790729,1,1,1,1,0.1002,4.45365,1,0.966346,0.133435,0.126043,0.123277,0.125348,0.125063,0.12121,0.120666,0.124959,1,1,0.6,0.1,,,0,,,,,0,0,1,0.467401,8.11093,8.48906,16.6,3.40001,16.7124,137.065,2.4,1.7598,0.4676,2.2274,6.6902,2.15096,0.89981,3.29981,1E-05,0.8998,0.441719,0.458081,0,0,,0,0,0,0.491897,0,-2.25444E-14,0.18242,0.218352,0.215413,0.211164,0.172651,0.18242,0.218352,0.215413,0.211164,0.172651,1,1,0,0,0,0,0,0.532599,0.467401
"MODRA CM 4 PCPM 5 FSM 2","1.655E-08","0.9828","277","PWins",1E-24,0,1,1.13332,1,1,1,1,0.101689,6.16658,1,1.15044,0.00572603,0.0179733,0.0465818,0.0947942,0.150029,0.196111,0.231101,0.257683,1,1,0.6,0.1,,,0,,,,,0,0,1,1,11.2,5.39999,16.6,3.40001,1000.17,-846.433,2.4,3.76508,0,3.76508,14.3136,0,0.898321,3.29832,1E-05,0.898311,0.749616,0.148695,0,0,,0,0,0,0.834925,0,-4.14814E-15,0.0363966,0.102161,0.213651,0.326499,0.321292,0.0363966,0.102161,0.213651,0.326499,0.321292,1,1,0,0,0,0,0,0,1
