"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","All",1,0.999929,7.10575E-05,0.8,7.1058E-5,7.10575E-05,1,7.10575E-05,1.0016E-05,4.5,4.60781,0.634726,0.125001,0.125,0.125,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.104622,0.1,,,7.03864E-05,,,,,0,0,6.711E-7,0.249982,9.99993,9.99995,19.9999,0.000115059,1000,1000,7.13931E-06,1.0717E-5,1.6123E-7,1.08785E-5,1.73167E-06,1.59785E-07,9.7904E-05,0.000105043,3.68625E-05,6.10415E-05,1.67105E-07,6.08744E-05,0,7.03864E-5,0.1,0,0,0,0.0027833,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,7.10575E-5,7.10575E-05,0.999929,0,7.03864E-05,0,0,5.03365E-7,1.6777E-7
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","NoDispute",0.9999,1,0,0.800006,0,0,1,0,0,4.50003,4.60781,0.634728,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,3.68625E-05,1000,1000,0,0,0,0,0,0,3.68625E-05,3.68625E-05,3.68625E-05,0,0,0,0,0,,0,0,0,,0,-1.09054E-06,0.17737,0.214816,0.21562,0.214819,0.177375,0.17737,0.214815,0.21562,0.214819,0.177375,0,0,1,0,0,0,0,0,0
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","DisputeArises",7.1E-5,0,1,0.718695,1,1,1,1,0.140957,4.09347,4.53936,0.604202,0.171429,0.151243,0.133402,0.120494,0.111452,0.105944,0.10383,0.102205,1,1,0.104622,0.1,,,0.990555,,,,,0,0,0.009445,0.249982,9.05118,9.84831,18.8995,1.10051,998.939,999.932,0.100472,0.150826,0.002269,0.153095,0.02437,0.00224868,0.85908,0.959552,3.63148E-05,0.859043,0.00235169,0.856692,0,0.990555,0.1,0,0,0,0.0027833,0,0.0153462,0.211807,0.240162,0.215286,0.189291,0.143455,0.214204,0.246441,0.210016,0.186752,0.142587,1,1,0,0,0.990555,0,0,0.00708391,0.0023611
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","PFiles",7.1E-5,0,1,0.718695,1,1,1,1,0.140957,4.09347,4.53936,0.604202,0.171429,0.151243,0.133402,0.120494,0.111452,0.105944,0.10383,0.102205,1,1,0.104622,0.1,,,0.990555,,,,,0,0,0.009445,0.249982,9.05118,9.84831,18.8995,1.10051,998.939,999.932,0.100472,0.150826,0.002269,0.153095,0.02437,0.00224868,0.85908,0.959552,3.63148E-05,0.859043,0.00235169,0.856692,0,0.990555,0.1,0,0,0,0.0027833,0,0.0153462,0.211807,0.240162,0.215286,0.189291,0.143455,0.214204,0.246441,0.210016,0.186752,0.142587,1,1,0,0,0.990555,0,0,0.00708391,0.0023611
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","DAnswers",7.1E-5,0,1,0.718695,1,1,1,1,0.140957,4.09347,4.53936,0.604202,0.171429,0.151243,0.133402,0.120494,0.111452,0.105944,0.10383,0.102205,1,1,0.104622,0.1,,,0.990555,,,,,0,0,0.009445,0.249982,9.05118,9.84831,18.8995,1.10051,998.939,999.932,0.100472,0.150826,0.002269,0.153095,0.02437,0.00224868,0.85908,0.959552,3.63148E-05,0.859043,0.00235169,0.856692,0,0.990555,0.1,0,0,0,0.0027833,0,0.0153462,0.211807,0.240162,0.215286,0.189291,0.143455,0.214204,0.246441,0.210016,0.186752,0.142587,1,1,0,0,0.990555,0,0,0.00708391,0.0023611
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","Litigated",7.1E-5,0,1,0.718695,1,1,1,1,0.140957,4.09347,4.53936,0.604202,0.171429,0.151243,0.133402,0.120494,0.111452,0.105944,0.10383,0.102205,1,1,0.104622,0.1,,,0.990555,,,,,0,0,0.009445,0.249982,9.05118,9.84831,18.8995,1.10051,998.939,999.932,0.100472,0.150826,0.002269,0.153095,0.02437,0.00224868,0.85908,0.959552,3.63148E-05,0.859043,0.00235169,0.856692,0,0.990555,0.1,0,0,0,0.0027833,0,0.0153462,0.211807,0.240162,0.215286,0.189291,0.143455,0.214204,0.246441,0.210016,0.186752,0.142587,1,1,0,0,0.990555,0,0,0.00708391,0.0023611
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","Not Litigated",0.9999,1,0,0.800006,0,0,1,0,0,4.50003,4.60781,0.634728,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,3.68625E-05,1000,1000,0,0,0,0,0,0,3.68625E-05,3.68625E-05,3.68625E-05,0,0,0,0,0,,0,0,0,,0,-1.09054E-06,0.17737,0.214816,0.21562,0.214819,0.177375,0.17737,0.214815,0.21562,0.214819,0.177375,0,0,1,0,0,0,0,0,0
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","Settles",7E-05,0,1,0.716424,1,1,1,1,0.140967,4.08212,4.5445,0.602124,0.173049,0.152578,0.134112,0.11986,0.109535,0.104418,0.103628,0.10282,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.05,9.84996,18.9,1.10004,998.939,999.935,0.1,0.149811,0.0011953,0.151007,0.0224717,0.00113549,0.859069,0.959069,3.6356E-05,0.859033,0.00106374,0.857969,0,1,0.1,0,0,0,0.00125816,0,-0.0146996,0.213826,0.242452,0.217339,0.191096,0.135287,0.214659,0.240843,0.212019,0.188533,0.143947,1,1,0,0,1,0,0,0,0
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","Tried",6.7E-7,0,1,0.956862,1,1,1,1,0.139865,5.28431,4,0.822121,0.00153976,0.0112559,0.0589814,0.18697,0.312574,0.265945,0.12498,0.037755,1,1,0.589403,0.1,,,0,,,,,0,0,1,0.249982,9.17498,9.67499,18.85,1.15003,998.931,999.624,0.15,0.257224,0.114884,0.372108,0.223461,0.118996,0.860167,1.01017,3.2E-05,0.860135,0.137427,0.722709,0,0,,0,0,0,0.162735,0,3.16644,0,0,0,0,1,0.166443,0.833557,0,0,0,1,1,0,0,0,0,0,0.750018,0.249982
"MODRA CM 0.25 PCPM 1 UPC 8E-06","2.431E-08","0.6144","27","PWins",1.7E-7,0,1,1.03277,1,1,1,1,0.142796,5.66387,4,0.863753,0.000322019,0.00350578,0.0274943,0.126025,0.287954,0.314455,0.178494,0.0617497,1,1,0.589403,0.1,,,0,,,,,0,0,1,1,9.925,8.92497,18.85,1.15003,999.97,998.585,0.15,0.834757,0.0180183,0.852775,0.879345,0.00135137,0.857236,1.00724,3.2E-05,0.857204,0.202829,0.654376,0,0,,0,0,0,0.240243,0,3.12698,0,0,0,0,1,0.126982,0.873018,0,0,0,1,1,0,0,0,0,0,0,1
