Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000590,1E-05,0,0,0.025,0.025,0.05,0.05,0.15001
0.000005456,1E-05,0,1,0.025,0.025,0.05,0.05,1.15001
0.000000022,1E-05,1,0,0.025,0.025,0.05,0.05,1.15001
0.059118357,1E-05,0,0,0,0,0,0,1E-05
0.000000465,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000004048,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000839,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000006973,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000000076,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.130717741,2E-05,0,0,0,0,0,0,2E-05
0.000001607,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000012830,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000001127,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000007975,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.000000203,3E-05,1,0,0.025,0.025,0.05,0.05,1.15003
0.274185232,3E-05,0,0,0,0,0,0,3E-05
0.000001686,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000010991,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.000002263,4E-05,0,0,0.025,0.025,0.05,0.05,0.15004
0.000012675,4E-05,0,1,0.025,0.025,0.05,0.05,1.15004
0.393248074,4E-05,0,0,0,0,0,0,4E-05
0.000001440,5E-05,0,0,0.025,0.025,0.05,0,0.10005
0.000007042,5E-05,0,1,0.025,0.025,0.05,0,1.10005
0.142652286,5E-05,0,0,0,0,0,0,5E-05
