Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000804,1E-05,0,0,0.05,0.05,0.1,0,0.20001
0.000007466,1E-05,0,1,0.05,0.05,0.1,0,1.20001
0.000000017,1E-05,1,0,0.05,0.05,0.1,0,1.20001
0.000000224,1E-05,0,0,0.05,0.05,0.1,0.1,0.30001
0.000001936,1E-05,0,1,0.05,0.05,0.1,0.1,1.30001
0.000000126,1E-05,1,0,0.05,0.05,0.1,0.1,1.30001
0.102820650,1E-05,0,0,0,0,0,0,1E-05
0.000001078,2E-05,0,0,0.05,0.05,0.1,0,0.20002
0.000009248,2E-05,0,1,0.05,0.05,0.1,0,1.20002
0.000000018,2E-05,1,0,0.05,0.05,0.1,0,1.20002
0.000000193,2E-05,0,0,0.05,0.05,0.1,0.1,0.30002
0.000001462,2E-05,0,1,0.05,0.05,0.1,0.1,1.30002
0.000000126,2E-05,1,0,0.05,0.05,0.1,0.1,1.30002
0.127174832,2E-05,0,0,0,0,0,0,2E-05
0.000002980,3E-05,0,0,0.05,0.05,0.1,0,0.20003
0.000022126,3E-05,0,1,0.05,0.05,0.1,0,1.20003
0.000000438,3E-05,1,0,0.05,0.05,0.1,0,1.20003
0.000001068,3E-05,0,0,0.05,0.05,0.1,0.1,0.30003
0.000005041,3E-05,0,1,0.05,0.05,0.1,0.1,1.30003
0.000002270,3E-05,1,0,0.05,0.05,0.1,0.1,1.30003
0.404824154,3E-05,0,0,0,0,0,0,3E-05
0.000003651,4E-05,0,0,0.05,0.05,0.1,0,0.20004
0.000020812,4E-05,0,1,0.05,0.05,0.1,0,1.20004
0.365099279,4E-05,0,0,0,0,0,0,4E-05
