Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000741,3E-05,0,0,0.05,0.05,0.1,0,0.20003
0.000003408,3E-05,0,1,0.05,0.05,0.1,0,1.20003
0.000001665,3E-05,1,0,0.05,0.05,0.1,0,1.20003
0.000000095,3E-05,0,0,0.05,0.05,0.1,0.1,0.30003
0.000000401,3E-05,0,1,0.05,0.05,0.1,0.1,1.30003
0.000000245,3E-05,1,0,0.05,0.05,0.1,0.1,1.30003
0.634826971,3E-05,0,0,0,0,0,0,3E-05
0.000041762,3E-05,0,1,0,0,0,0,1.00003
0.000000824,3E-05,1,0,0,0,0,0,1.00003
0.365103076,4E-05,0,0,0,0,0,0,4E-05
0.000020812,4E-05,0,1,0,0,0,0,1.00004
