Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003811,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000032098,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000394,2E-05,1,0,0.025,0.025,0.05,0,1.10002
0.000001189,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000007149,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000002408,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.499952952,2E-05,0,0,0,0,0,0,2E-05
0.000005000,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000017696,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000015927,3E-05,1,0,0.025,0.025,0.05,0,1.10003
0.499961378,3E-05,0,0,0,0,0,0,3E-05
