"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 4 CN 0 FSM 1","0","44","All",1,0.999937,6.32063E-05,0.500001,7.441E-11,1.81044E-11,1,6.32063E-05,9.99947E-06,3,4,0.544166,0.2,0.199999,0.2,0.199999,0.200001,1,1,0.10805,0.100001,,,1.78639E-11,,,,,1.33580E-17,9.16128E-14,1.49E-13,0.50732,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,5.16064E-11,2.259E-11,2.178E-11,4.437E-11,2.13171E-11,1.10926E-11,9.3207E-05,9.32071E-05,4.00002E-05,5.32069E-05,4.5171699999999997E-11,5.32068E-05,0,1.7864E-11,0.100001,1.33580E-17,9.16128E-14,1.23336E-18,8.02519E-07,0,0,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,7.4405E-11,1.81044E-11,1,5.63007E-11,1.78639E-11,1.33580E-17,9.16128E-14,7.3338E-14,7.552E-14
"Risk Neutral CM 4 CN 0 FSM 1","0","44","NoDispute",0.9999,1,0,0.500004,0,0,1,0,0,3.00002,4,0.544168,0.199996,0.199998,0.2,0.200002,0.200004,1,1,,,,,0,,,,,0,0,0,,10,9.99996,20,4.00002E-05,10,9.99996,0,0,0,0,0,0,4.00002E-05,4.00002E-05,4.00002E-05,0,0,0,0,0,,0,0,0,,0,0,0.176196,0.215678,0.216243,0.215682,0.176201,0.176196,0.215678,0.216243,0.215682,0.176201,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 4 CN 0 FSM 1","0","44","DisputeArises",6.3E-5,0,1,0.452468,1.1772E-6,2.86433E-07,1,1,0.158204,2.76234,4,0.509273,0.261448,0.21253,0.195869,0.162537,0.167615,1,1,0.10805,0.100001,,,2.82628E-07,,,,,2.11339E-13,1.44943E-09,2.355E-9,0.50732,9,9.99996,19,1.00004,9,9.99996,8.16475E-07,3.5738E-7,3.446E-07,7.01982E-7,3.37262E-07,1.75497E-07,0.841836,0.841837,4E-05,0.841796,7.14671E-07,0.841796,0,2.82628E-7,0.100001,2.11339E-13,1.44943E-09,1.95132E-14,8.02519E-07,0,-2.57323E-15,0.215069,0.244791,0.21592,0.186399,0.137821,0.215069,0.244791,0.21592,0.186399,0.137821,1.17718E-6,2.86433E-07,0.999999,8.90745E-07,2.82628E-07,2.11339E-13,1.44943E-09,1.1603E-09,1.1948E-9
"Risk Neutral CM 4 CN 0 FSM 1","0","44","PFiles",7E-11,0,1,0.514397,1,0.243322,1,1,0.119168,3.07199,1.60118,1.28916,0.182568,0.194193,0.209946,0.195271,0.218022,1,1,0.10805,0.100001,,,0.24009,,,,,1.79531E-07,0.00123127,0.002001,0.50732,9.28484,9.02156,18.3064,1.6936,9.28484,9.02156,0.693587,0.303593,0.287114,0.590707,0.286501,0.143464,0.880848,1.57443,1.60118E-05,0.880832,0.602207,0.278625,0,0.24009,0.100001,1.79531E-07,0.00123127,1.65763E-08,0.676112,0,0.0758285,0.135209,0.211033,0.24308,0.229522,0.181156,0.166781,0.211863,0.22053,0.22167,0.179155,1,0.243322,0,0.756678,0.24009,1.79531E-07,0.00123127,0.00098566,0.001015
"Risk Neutral CM 4 CN 0 FSM 1","0","44","DAnswers",2E-11,0,1,0.413413,1,1,1,1,0.147436,2.56706,3.49459,0.624042,0.262023,0.272852,0.218755,0.128777,0.117593,1,1,0.10805,0.100001,,,0.986717,,,,,7.37832E-07,0.00506026,0.008222,0.50732,8.30476,9.08863,17.3934,2.60661,8.30476,9.08863,1.60658,0.855207,0.0930599,0.948266,0.784961,0.154839,0.852599,2.45918,3.49459E-05,0.852564,0.0537813,0.798782,0,0.986717,0.100001,7.37832E-07,0.00506026,6.81249E-08,0.0613848,0,0.393173,0.150231,0.283793,0.278042,0.178382,0.109553,0.279985,0.342714,0.150825,0.130204,0.096271,1,1,0,0,0.986717,7.37832E-07,0.00506026,0.00405087,0.0041712
"Risk Neutral CM 4 CN 0 FSM 1","0","44","Litigated",2E-11,0,1,0.413413,1,1,1,1,0.147436,2.56706,3.49459,0.624042,0.262023,0.272852,0.218755,0.128777,0.117593,1,1,0.10805,0.100001,,,0.986717,,,,,7.37832E-07,0.00506026,0.008222,0.50732,8.30476,9.08863,17.3934,2.60661,8.30476,9.08863,1.60658,0.855207,0.0930599,0.948266,0.784961,0.154839,0.852599,2.45918,3.49459E-05,0.852564,0.0537813,0.798782,0,0.986717,0.100001,7.37832E-07,0.00506026,6.81249E-08,0.0613848,0,0.393173,0.150231,0.283793,0.278042,0.178382,0.109553,0.279985,0.342714,0.150825,0.130204,0.096271,1,1,0,0,0.986717,7.37832E-07,0.00506026,0.00405087,0.0041712
"Risk Neutral CM 4 CN 0 FSM 1","0","44","Not Litigated",1,0.999937,6.32063E-05,0.500001,5.63E-11,0,1,6.32063E-05,9.99946E-06,3,4,0.544166,0.2,0.199999,0.2,0.199999,0.200001,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99996,19.9999,0.000103207,9.99994,9.99996,2.25203E-11,7.106E-12,2.01E-11,2.7202E-11,7.10588E-12,8.28928E-12,9.3207E-05,9.3207E-05,4.00002E-05,5.32068E-05,4.4198E-11,5.32068E-05,0,0,,0,0,0,7.84937E-07,0,-7.11834E-12,0.176198,0.21568,0.216243,0.21568,0.176198,0.176198,0.21568,0.216243,0.21568,0.176198,5.6301E-11,0,1,5.63007E-11,0,0,0,0,0
"Risk Neutral CM 4 CN 0 FSM 1","0","44","Settles",2E-11,0,1,0.411134,1,1,1,1,0.147545,2.55567,3.50772,0.61737,0.265543,0.275545,0.215351,0.124817,0.118744,1,1,0.1,0.100001,,,1,,,,,0,0,0,,8.3,9.09996,17.4,2.60004,8.3,9.09996,1.6,0.852075,0.0905264,0.942601,0.766867,0.153895,0.852491,2.45249,3.50772E-05,0.852455,0.0467662,0.805689,0,1,0.100001,0,0,0,0.053251,0,0.355566,0.152253,0.287613,0.281785,0.180783,0.0975669,0.281238,0.336383,0.152855,0.131957,0.0975669,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 4 CN 0 FSM 1","0","44","Tried",1E-13,0,1,0.572774,1,1,1,1,0.145922,3.36387,2.83858,1.00515,0.000756402,0.0701559,0.520936,0.380765,0.0273874,1,1,0.635485,0.100001,,,0,,,,,0,0,1,0.50732,8.32489,8.27508,16.6,3.40003,8.32489,8.27508,2.4,1.21757,0,1.21757,2.92216,0,0.854107,3.25411,2.83858E-05,0.854078,0.433935,0.420144,0,0,,0,0,0,0.50732,0,3.30199,2.92578E-12,1.66696E-06,3.36668E-06,2.02327E-07,0.999995,0.302005,0.697995,3.14566E-12,2.61167E-12,1.87490E-12,1,1,0,0,0,0,0,0.49268,0.50732
"Risk Neutral CM 4 CN 0 FSM 1","0","44","PWins",8E-14,0,1,0.671701,1,1,1,1,0.144654,3.85851,2.76606,1.13119,2.00041E-18,2.2543E-06,0.195473,0.750541,0.0539844,1,1,0.651498,0.100001,,,0,,,,,0,0,1,1,10,6.59997,16.6,3.40003,10,6.59997,2.4,2.4,0,2.4,5.76,0,0.855374,3.25537,2.76606E-05,0.855346,0.855346,0,0,0,,0,0,0,1,0,3.29485,1.74328E-18,1.24226E-06,1.80618E-06,3.48281E-07,0.999997,0.294862,0.705138,3.69381E-13,1.40955E-13,3.6265E-18,1,1,0,0,0,0,0,0,1
