Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001794,4E-05,0,0,0.05,0.05,0.2,0,0.30004
0.000009493,4E-05,0,1,0.05,0.05,0.2,0,1.30004
0.000001768,4E-05,1,0,0.05,0.05,0.2,0,1.30004
0.000000334,4E-05,0,0,0.05,0.05,0.2,0.3,0.60004
0.000001354,4E-05,0,1,0.05,0.05,0.2,0.3,1.60004
0.000000666,4E-05,1,0,0.05,0.05,0.2,0.3,1.60004
0.653461015,4E-05,0,0,0,0,0,0,4E-05
0.000032257,4E-05,0,1,0,0,0,0,1.00004
0.000000096,4E-05,1,0,0,0,0,0,1.00004
0.346476405,6E-05,0,0,0,0,0,0,6E-05
0.000014817,6E-05,0,1,0,0,0,0,1.00006
