"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","All",1,0.999906,9.42641E-05,0.8,3.5004E-5,3.5004E-05,1,9.42641E-05,1.00046E-05,4.5,1.60754,0.708824,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.382163,0.321549,,,2.18232E-05,,,,,0,0,1.318E-5,0.236523,9.99991,9.99996,19.9999,0.000130192,9.99991,9.99997,1.66377E-05,1.3795E-5,7.0194E-6,2.08148E-5,9.54673E-06,5.36346E-06,0.00010355,0.000120188,1.92905E-05,8.42595E-05,8.80558E-06,7.5454E-05,0,2.18232E-5,0.410243,0,0,0,0.102757,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,3.5004E-05,3.5004E-05,0.999965,0,2.18232E-05,0,0,1.00632E-5,3.1176E-6
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","NoDispute",0.9999,1,0,0.800003,0,0,1,0,0,4.50001,1.60756,0.708824,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,1.92907E-05,10,9.99999,0,0,0,0,0,0,1.92907E-05,1.92907E-05,1.92907E-05,0,0,0,0,0,,0,0,0,,0,-1.51154E-06,0.177372,0.214816,0.21562,0.214818,0.177374,0.177371,0.214816,0.21562,0.214819,0.177374,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","DisputeArises",9.4E-5,0,1,0.76889,0.371339,0.371339,1,1,0.106133,4.34445,1.42099,0.711791,0.149267,0.13667,0.125386,0.118266,0.1146,0.114362,0.118142,0.123307,1,1,0.382163,0.321549,,,0.231512,,,,,0,0,0.139828,0.236523,9.0398,9.78368,18.8235,1.17652,9.0398,9.78369,0.176501,0.146348,0.074465,0.220813,0.101276,0.0568982,0.893884,1.07038,1.70519E-05,0.893867,0.0934139,0.800453,0,0.231512,0.410243,0,0,0,0.102757,0,0.0160337,0.190296,0.22459,0.21569,0.205082,0.164342,0.193661,0.226822,0.215491,0.201355,0.162671,0.371339,0.371339,0.628661,0,0.231512,0,0,0.106755,0.0330725
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","PFiles",3.5E-5,0,1,0.886029,1,1,1,1,0.0924622,4.93014,0.162719,0.877635,0.0645283,0.0957348,0.125857,0.141713,0.141683,0.139865,0.142832,0.147787,1,1,0.382163,0.321549,,,0.62345,,,,,0,0,0.37655,0.236523,9.10717,9.41751,18.5247,1.47531,9.10717,9.41751,0.47531,0.394109,0.200416,0.594525,0.272733,0.153109,0.90754,1.38285,1.95263E-06,0.907538,0.251455,0.656083,0,0.62345,0.410243,0,0,0,0.276606,0,0.40466,0,0.225019,0.3008,0.255175,0.219005,0.142385,0.236982,0.219609,0.216787,0.184236,1,1,0,0,0.62345,0,0,0.287487,0.0890628
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","DAnswers",3.5E-5,0,1,0.886029,1,1,1,1,0.0924622,4.93014,0.162719,0.877635,0.0645283,0.0957348,0.125857,0.141713,0.141683,0.139865,0.142832,0.147787,1,1,0.382163,0.321549,,,0.62345,,,,,0,0,0.37655,0.236523,9.10717,9.41751,18.5247,1.47531,9.10717,9.41751,0.47531,0.394109,0.200416,0.594525,0.272733,0.153109,0.90754,1.38285,1.95263E-06,0.907538,0.251455,0.656083,0,0.62345,0.410243,0,0,0,0.276606,0,0.40466,0,0.225019,0.3008,0.255175,0.219005,0.142385,0.236982,0.219609,0.216787,0.184236,1,1,0,0,0.62345,0,0,0.287487,0.0890628
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","Litigated",3.5E-5,0,1,0.886029,1,1,1,1,0.0924622,4.93014,0.162719,0.877635,0.0645283,0.0957348,0.125857,0.141713,0.141683,0.139865,0.142832,0.147787,1,1,0.382163,0.321549,,,0.62345,,,,,0,0,0.37655,0.236523,9.10717,9.41751,18.5247,1.47531,9.10717,9.41751,0.47531,0.394109,0.200416,0.594525,0.272733,0.153109,0.90754,1.38285,1.95263E-06,0.907538,0.251455,0.656083,0,0.62345,0.410243,0,0,0,0.276606,0,0.40466,0,0.225019,0.3008,0.255175,0.219005,0.142385,0.236982,0.219609,0.216787,0.184236,1,1,0,0,0.62345,0,0,0.287487,0.0890628
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","Not Litigated",1,0.999941,5.92622E-05,0.799997,0,0,1,5.92622E-05,6.76827E-06,4.49998,1.60759,0.708819,0.125003,0.125001,0.124999,0.124999,0.124999,0.124999,0.125,0.125,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99998,19.9999,7.85533E-05,9.99994,9.99999,0,0,4.0169E-9,4.01693E-9,0,4.01693E-09,7.17851E-05,7.17851E-05,1.92911E-05,5.24939E-05,3.65149E-09,5.24903E-05,0,0,,0,0,0,6.77823E-05,0,-1.41652E-05,0.177379,0.214817,0.215617,0.214816,0.177371,0.177374,0.214817,0.215619,0.214817,0.177373,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","Settles",2.2E-5,0,1,1.05752,1,1,1,1,0.0929302,5.7876,0.198923,0.951729,0.0109883,0.0350389,0.0818752,0.130081,0.152904,0.169929,0.196983,0.222201,1,1,0.39184,0.428646,,,1,,,,,0,0,0,,9.21024,9.38975,18.6,1.4,9.21024,9.38975,0.4,0.338151,0.283615,0.621765,0.193329,0.203254,0.907072,1.30707,2.38708E-06,0.90707,0.360841,0.546228,0,1,0.410243,0,0,0,0.396934,0,-0.118002,0,0.143104,0.31247,0.260303,0.284122,0,0.135298,0.221471,0.347721,0.295511,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","Tried",1.3E-5,0,1,0.602094,1,1,1,1,0.0916874,3.51047,0.102777,0.754959,0.153174,0.196229,0.198678,0.160972,0.123103,0.0900888,0.053174,0.0245808,1,1,0.366141,0.144229,,,0,,,,,0,0,1,0.236523,8.93652,9.46348,18.4,1.6,8.93652,9.46348,0.6,0.48676,0.0626647,0.549424,0.404201,0.0700856,0.908314,1.50831,1.23333E-06,0.908313,0.0703451,0.837968,0,0,,0,0,0,0.0773793,0,1.27003,0,0.360645,0.281478,0.246685,0.111192,0.378131,0.405341,0.216528,0,0,1,1,0,0,0,0,0,0.763477,0.236523
"Risk Neutral CM 1 PCPM 10 UPC 1.2E-05","5.71E-08","0.8104","443","PWins",3.1E-6,0,1,0.786424,1,1,1,1,0.0913407,4.43212,0.0536041,0.845277,0.071976,0.113816,0.151672,0.168947,0.174508,0.158244,0.106998,0.0538401,1,1,0.404629,0.176177,,,0,,,,,0,0,1,1,9.7,8.7,18.4,1.6,9.7,8.7,0.6,1.13964,0.0481073,1.18775,1.43343,0.0144322,0.90866,1.50866,6.43249E-07,0.908659,0.14578,0.762879,0,0,,0,0,0,0.160358,0,1.36137,0,0.237802,0.220873,0.345828,0.195497,0.236868,0.388618,0.374514,0,0,1,1,0,0,0,0,0,0,1
