"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","All",1,0.999905,9.45991E-05,0.8,3.1385E-5,1.04698E-05,1,9.45991E-05,9.99915E-06,4.5,1.59479,0.905413,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,0.430975,0.123343,,,4.88894E-06,,,,,0,0,5.581E-6,0.538152,9.99991,9.99997,19.9999,0.000117943,9.99991,9.99998,7.39559E-06,2.8631E-6,3.2344E-5,3.52071E-5,1.2147E-06,2.78676E-05,0.000100548,0.000107943,1.59479E-05,8.46E-05,3.58721E-05,4.87279E-05,0,4.88894E-6,0.05,0,0,0,0.423761,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,3.13847E-5,1.04698E-05,0.999969,2.09149E-05,4.88894E-06,0,0,2.57751E-6,3.0034E-6
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","NoDispute",0.9999,1,0,0.800003,0,0,1,0,0,4.50001,1.59481,0.905412,0.124999,0.124999,0.124999,0.125,0.125,0.125,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,1.59481E-05,10,9.99999,0,0,0,0,0,0,1.59481E-05,1.59481E-05,1.59481E-05,0,0,0,0,0,,0,0,0,,0,-1.30817E-06,0.177372,0.214816,0.21562,0.214818,0.177374,0.177372,0.214816,0.215619,0.214819,0.177374,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","DisputeArises",9.5E-5,0,1,0.776741,0.331765,0.110676,1,1,0.1057,4.38371,1.40387,0.912981,0.139741,0.132434,0.127535,0.124294,0.119408,0.116136,0.118157,0.122295,1,1,0.430975,0.123343,,,0.0516806,,,,,0,0,0.058995,0.538152,9.07886,9.84295,18.9218,1.07819,9.07886,9.84296,0.0781782,0.0302654,0.341906,0.372172,0.0128405,0.294586,0.894314,0.972492,1.40387E-05,0.8943,0.379201,0.515098,0,0.0516806,0.05,0,0,0,0.423761,0,0.0138273,0.188945,0.224007,0.216267,0.205961,0.16482,0.189468,0.226019,0.221777,0.200642,0.162095,0.331765,0.110676,0.668235,0.22109,0.0516806,0,0,0.0272467,0.0317483
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","PFiles",3.1E-5,0,1,0.917869,1,0.333596,1,1,0.0913333,5.08935,0.0389352,1.1329,0.057553,0.0841154,0.113213,0.136245,0.146528,0.149524,0.153414,0.159408,1,1,0.430975,0.123343,,,0.155775,,,,,0,0,0.177822,0.538152,9.2377,9.52666,18.7644,1.23564,9.2377,9.52666,0.235643,0.0912253,0.495202,0.586427,0.0387035,0.352571,0.908667,1.14431,3.89352E-07,0.908667,0.674096,0.23457,0,0.155775,0.05,0,0,0,0.741928,0,0.262681,0,0.250968,0.251906,0.250968,0.246158,0.118646,0.185824,0.24826,0.241787,0.205483,1,0.333596,0,0.666404,0.155775,0,0,0.0821265,0.0956952
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","DAnswers",1E-05,0,1,0.558654,1,1,1,1,0.0921973,3.29327,0.116714,0.926665,0.161822,0.211458,0.222826,0.175327,0.108143,0.0639599,0.0374393,0.019025,1,1,0.430975,0.123343,,,0.466955,,,,,0,0,0.533045,0.538152,8.91347,9.57992,18.4934,1.50661,8.91347,9.57992,0.506609,0.189493,0.386613,0.576107,0.0740356,0.398186,0.907804,1.41441,1.16714E-06,0.907803,0.357315,0.550488,0,0.466955,0.05,0,0,0,0.394327,0,1.2113,0,0.466955,0.272592,0.110999,0.149453,0.355659,0.557034,0.0873076,0,0,1,1,0,0,0.466955,0,0,0.246185,0.286859
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","Litigated",1E-05,0,1,0.558654,1,1,1,1,0.0921973,3.29327,0.116714,0.926665,0.161822,0.211458,0.222826,0.175327,0.108143,0.0639599,0.0374393,0.019025,1,1,0.430975,0.123343,,,0.466955,,,,,0,0,0.533045,0.538152,8.91347,9.57992,18.4934,1.50661,8.91347,9.57992,0.506609,0.189493,0.386613,0.576107,0.0740356,0.398186,0.907804,1.41441,1.16714E-06,0.907803,0.357315,0.550488,0,0.466955,0.05,0,0,0,0.394327,0,1.2113,0,0.466955,0.272592,0.110999,0.149453,0.355659,0.557034,0.0873076,0,0,1,1,0,0,0.466955,0,0,0.246185,0.286859
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","Not Litigated",1,0.999916,8.41302E-05,0.800003,2.0915E-5,0,1,8.41302E-05,9.03396E-06,4.50002,1.59481,0.905412,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125002,1,1,,,,,0,,,,,0,0,0,,9.99992,9.99997,19.9999,0.00010217,9.99992,9.99998,2.09151E-06,8.7913E-7,2.8297E-5,2.91757E-5,4.39564E-07,2.36989E-05,9.10443E-05,9.31358E-05,1.59481E-05,7.50962E-05,3.21314E-05,4.29648E-05,0,0,,0,0,0,0.427424,0,-1.26822E-05,0.177375,0.214815,0.215619,0.214818,0.177373,0.177371,0.214814,0.215621,0.21482,0.177375,2.09151E-5,0,0.999979,2.09151E-05,0,0,0,0,0
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","Settles",4.9E-6,0,1,0.3584,1,1,1,1,0.0909008,2.292,0,0.8202,0.285881,0.317621,0.249578,0.116055,0.02748,0.00317995,0.000197308,7.83521E-06,1,1,0.1,0.1,,,1,,,,,0,0,0,,8.85,9.75,18.6,1.4,8.85,9.75,0.4,0.21327,0.168958,0.382228,0.0533175,0.194302,0.909099,1.3091,0,0.909099,0.133565,0.775534,0,1,0.05,0,0,0,0.14692,0,0.471051,0,1,0,0,0,0.471051,0.528949,0,0,0,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","Tried",5.6E-6,0,1,0.73408,1,1,1,1,0.093333,4.1704,0.218957,1.01993,0.053144,0.118459,0.199391,0.22725,0.178804,0.117204,0.0700639,0.0356843,1,1,0.720913,0.143791,,,0,,,,,0,0,1,0.538152,8.96908,9.43092,18.4,1.6,8.96908,9.43092,0.6,0.168664,0.577283,0.745947,0.092185,0.576792,0.906669,1.50667,2.18957E-06,0.906667,0.553323,0.353344,0,0,,0,0,0,0.611059,0,1.85977,0,0,0.511388,0.208236,0.280376,0.254574,0.581636,0.16379,0,0,1,1,0,0,0,0,0,0.461848,0.538152
"Risk Neutral CM 1 PCPM 10 DM 0.5","6.308E-08","0.9877","367","PWins",3E-06,0,1,0.891494,1,1,1,1,0.0942657,4.95747,0.301399,1.1005,0.00845073,0.0418408,0.130415,0.227667,0.2321,0.17761,0.118067,0.0638494,1,1,0.749467,0.16028,,,0,,,,,0,0,1,1,9.2,9.2,18.4,1.6,9.2,9.2,0.6,0.15455,0.64545,0.8,0.12364,0.51636,0.905737,1.50574,3.01399E-06,0.905734,0.73026,0.175475,0,0,,0,0,0,0.806813,0,1.93333,0,0,0.382118,0.229299,0.388583,0.165756,0.595352,0.238892,0,0,1,1,0,0,0,0,0,0,1
