"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","All",1,0.999912,8.83212E-05,0.8,8.8321E-5,8.83211E-05,1,8.83212E-05,1.00026E-05,4.5,2.25735,0.785199,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.146645,0.140488,,,8.43548E-05,,,,,2.14876E-06,1.1057E-13,1.818E-6,0.278278,9.99992,9.99996,19.9999,0.000119818,1000,1000,8.92299E-06,1.2084E-5,1.4671E-5,2.67546E-5,2.80462E-06,1.24303E-05,0.000100892,0.000109815,2.25737E-05,7.83186E-05,1.55427E-05,6.27759E-05,0,8.43548E-5,0.140913,2.14876E-06,1.1057E-13,7.97837E-18,0.199513,0,-1.97171E-15,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,8.83212E-5,8.83211E-05,0.999912,1.76713E-11,8.43548E-05,2.14876E-06,1.1057E-13,1.3118E-06,5.058E-07
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","NoDispute",0.9999,1,0,0.800003,0,0,1,0,0,4.50002,2.25736,0.7852,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.25738E-05,1000,1000,0,0,0,0,0,0,2.25738E-05,2.25738E-05,2.25738E-05,0,0,0,0,0,,0,0,0,,0,-9.71113E-07,0.177372,0.214816,0.21562,0.214818,0.177374,0.177371,0.214817,0.21562,0.214818,0.177374,0,0,1,0,0,0,0,0,0
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","DisputeArises",8.8E-5,0,1,0.764477,1,1,1,1,0.113252,4.32238,2.17689,0.776074,0.152054,0.13767,0.125292,0.117938,0.114471,0.114173,0.117247,0.121154,1,1,0.146645,0.140488,,,0.955091,,,,,0.0243289,1.25191E-09,0.020579,0.278278,9.08911,9.80984,18.8989,1.10105,999.01,999.903,0.101029,0.136815,0.166109,0.302924,0.0317548,0.14074,0.88677,0.987799,2.17689E-05,0.886748,0.175979,0.710769,0,0.955091,0.140913,0.0243289,1.25191E-09,9.03336E-14,0.199513,0,0.0109943,0.192642,0.225768,0.215271,0.20368,0.162639,0.197409,0.222784,0.214924,0.205252,0.159631,1,1,2.0008E-07,2.0008E-07,0.955091,0.0243289,1.25191E-09,0.0148526,0.0057268
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","PFiles",8.8E-5,0,1,0.764477,1,1,1,1,0.113252,4.32238,2.17689,0.776074,0.152054,0.13767,0.125292,0.117938,0.114471,0.114173,0.117247,0.121154,1,1,0.146645,0.140488,,,0.955092,,,,,0.0243289,1.25191E-09,0.020579,0.278278,9.08911,9.80984,18.8989,1.10105,999.01,999.903,0.101029,0.136815,0.166109,0.302924,0.0317548,0.14074,0.88677,0.987799,2.17689E-05,0.886748,0.175979,0.710769,0,0.955092,0.140913,0.0243289,1.25191E-09,9.03337E-14,0.199513,0,0.0109943,0.192642,0.225768,0.215271,0.20368,0.162639,0.197409,0.222784,0.214924,0.205252,0.159631,1,1,0,2.0008E-07,0.955092,0.0243289,1.25191E-09,0.0148526,0.0057268
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","DAnswers",8.8E-5,0,1,0.764477,1,1,1,1,0.113252,4.32238,2.17689,0.776074,0.152054,0.13767,0.125292,0.117938,0.114471,0.114173,0.117247,0.121154,1,1,0.146645,0.140488,,,0.955092,,,,,0.0243289,1.25191E-09,0.020579,0.278278,9.08911,9.80984,18.8989,1.10105,999.01,999.903,0.101029,0.136815,0.166109,0.302924,0.0317547,0.14074,0.88677,0.987799,2.17689E-05,0.886748,0.175979,0.710769,0,0.955092,0.140913,0.0243289,1.25191E-09,9.03337E-14,0.199513,0,0.0109943,0.192642,0.225768,0.215271,0.20368,0.162639,0.197409,0.222784,0.214924,0.205252,0.159631,1,1,0,0,0.955092,0.0243289,1.25191E-09,0.0148526,0.0057268
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","Litigated",8.8E-5,0,1,0.764477,1,1,1,1,0.113252,4.32238,2.17689,0.776074,0.152054,0.13767,0.125292,0.117938,0.114471,0.114173,0.117247,0.121154,1,1,0.146645,0.140488,,,0.955092,,,,,0.0243289,1.25191E-09,0.020579,0.278278,9.08911,9.80984,18.8989,1.10105,999.01,999.903,0.101029,0.136815,0.166109,0.302924,0.0317547,0.14074,0.88677,0.987799,2.17689E-05,0.886748,0.175979,0.710769,0,0.955092,0.140913,0.0243289,1.25191E-09,9.03337E-14,0.199513,0,0.0109943,0.192642,0.225768,0.215271,0.20368,0.162639,0.197409,0.222784,0.214924,0.205252,0.159631,1,1,0,0,0.955092,0.0243289,1.25191E-09,0.0148526,0.0057268
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","Not Litigated",0.9999,1,3.53457E-11,0.800003,1.767E-11,0,1,3.53457E-11,4.00298E-12,4.50002,2.25736,0.7852,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,2.25738E-05,1000,1000,4.41822E-13,1.415E-11,3.614E-12,1.7761E-11,1.41469E-11,3.52817E-12,2.25738E-05,2.25738E-05,2.25738E-05,3.13428E-11,6.2201099999999994E-12,2.51226E-11,0,0,,0,0,0,0.199513,0,-9.71112E-07,0.177372,0.214816,0.21562,0.214818,0.177374,0.177371,0.214817,0.21562,0.214818,0.177374,1.7673E-11,0,1,1.76729E-11,0,0,0,0,0
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","Settles",8.4E-5,0,1,0.780445,1,1,1,1,0.113884,4.40222,2.22568,0.779391,0.145616,0.131184,0.122153,0.118424,0.116666,0.117521,0.121859,0.126576,1,1,0.139434,0.142392,,,1,,,,,0,0,0,,9.09091,9.80906,18.9,1.10002,999.024,999.909,0.1,0.135744,0.173054,0.308798,0.0261191,0.146363,0.886138,0.986138,2.22568E-05,0.886116,0.182998,0.703118,0,1,0.140913,0,0,0,0.207476,0,-0.0689692,0.2017,0.210912,0.214111,0.210128,0.163149,0.16516,0.227771,0.22503,0.214903,0.167136,1,1,0,0,1,0,0,0,0
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","Tried",1.8E-6,0,1,0.611972,1,1,1,1,0.102832,3.55986,1.30403,0.792032,0.115011,0.190474,0.219598,0.184812,0.142091,0.093451,0.0418101,0.0127539,1,1,0.300005,0.100001,,,0,,,,,0,0,1,0.278278,9.17002,9.67997,18.85,1.15001,998.792,999.534,0.15,0.289147,0.0398218,0.328968,0.327888,0.045795,0.897181,1.04718,1.30403E-05,0.897168,0.0579837,0.839184,0,0,,0,0,0,0.0655006,0,2.55294,2.92494E-12,3.33548E-12,0.523582,0.14518,0.331237,0.745312,0.254673,4.12723E-06,5.58926E-06,5.12003E-06,1,1,0,0,0,0,0,0.721722,0.278278
"MODRA CM 0.25 PCPM 2 FSM 1","6.465E-08","0.9736","214","PWins",5.1E-7,0,1,0.716555,1,1,1,1,0.104334,4.08277,1.36695,0.841615,0.0652648,0.133924,0.195465,0.20189,0.178677,0.133991,0.0679319,0.0228567,1,1,0.300007,0.100002,,,0,,,,,0,0,1,1,10,8.84999,18.85,1.15001,1000,998.326,0.15,1.03906,0,1.03906,1.17827,0,0.89568,1.04568,1.36695E-05,0.895666,0.0982461,0.79742,0,0,,0,0,0,0.110943,0,2.65269,2.0064E-12,3.01951E-12,0.433997,0.159982,0.406021,0.680715,0.319264,5.72789E-06,8.45294E-06,7.64851E-06,1,1,0,0,0,0,0,0,1
