"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","All",1,0.999909,9.14846E-05,0.8,6.9894E-6,6.98942E-06,1,9.14846E-05,1.00136E-05,4.5,1.75129,0.829139,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125,0.125001,1,1,0.651419,0.276743,,,1.78591E-06,,,,,0,0,5.204E-6,0.483868,9.99991,9.99998,19.9999,0.000112834,9.99991,9.99998,3.83647E-06,3.6644E-6,1.4517E-5,1.81817E-5,5.3632E-06,1.60128E-05,9.8984E-05,0.00010282,1.75129E-05,8.14711E-05,1.34743E-05,6.79968E-05,0,1.78591E-6,0.5,0,0,0,0.168264,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,6.98942E-6,6.98942E-06,0.999993,0,1.78591E-06,0,0,2.68569E-6,2.5178E-6
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","NoDispute",0.9999,1,0,0.800005,0,0,1,0,0,4.50003,1.75131,0.82914,0.124998,0.124998,0.124999,0.125,0.125,0.125001,0.125002,0.125002,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,1.75131E-05,10,9.99998,0,0,0,0,0,0,1.75131E-05,1.75131E-05,1.75131E-05,0,0,0,0,0,,0,0,0,,0,-4.87033E-06,0.177371,0.214816,0.21562,0.214819,0.177375,0.17737,0.214815,0.21562,0.21482,0.177376,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","DisputeArises",9.1E-5,0,1,0.738656,0.0763999,0.0763999,1,1,0.109456,4.19328,1.55982,0.816474,0.159791,0.146332,0.132346,0.121061,0.112839,0.108518,0.108659,0.110453,1,1,0.651419,0.276743,,,0.0195215,,,,,0,0,0.056878,0.483868,9.01521,9.94284,18.958,1.04195,9.01521,9.94283,0.0419357,0.0400543,0.158686,0.198741,0.058624,0.175032,0.890559,0.932495,1.55982E-05,0.890544,0.147285,0.743259,0,0.0195215,0.5,0,0,0,0.168264,0,0.0532318,0.202317,0.234235,0.216028,0.19566,0.15176,0.213269,0.245622,0.206654,0.18967,0.144785,0.0763999,0.0763999,0.9236,0,0.0195215,0,0,0.0293568,0.0275217
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","PFiles",7E-06,0,1,1.02371,1,1,1,1,0.104244,5.61853,1.04066,1.03271,0.00796529,0.0300581,0.0825616,0.149948,0.185658,0.193313,0.189165,0.161332,1,1,0.651419,0.276743,,,0.255517,,,,,0,0,0.744483,0.483868,9.19913,9.25196,18.4511,1.54891,9.19913,9.25196,0.548897,0.524271,0.422473,0.946745,0.767331,0.636427,0.895766,1.44466,1.04066E-05,0.895756,0.4892,0.406555,0,0.255517,0.5,0,0,0,0.547842,0,2.03062,0,0,0,0.373772,0.626228,0.147125,0.365657,0.231701,0.255517,0,1,1,0,0,0.255517,0,0,0.384252,0.360232
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","DAnswers",7E-06,0,1,1.02371,1,1,1,1,0.104244,5.61853,1.04066,1.03271,0.00796529,0.0300581,0.0825616,0.149948,0.185658,0.193313,0.189165,0.161332,1,1,0.651419,0.276743,,,0.255517,,,,,0,0,0.744483,0.483868,9.19913,9.25196,18.4511,1.54891,9.19913,9.25196,0.548897,0.524271,0.422473,0.946745,0.767331,0.636427,0.895766,1.44466,1.04066E-05,0.895756,0.4892,0.406555,0,0.255517,0.5,0,0,0,0.547842,0,2.03062,0,0,0,0.373772,0.626228,0.147125,0.365657,0.231701,0.255517,0,1,1,0,0,0.255517,0,0,0.384252,0.360232
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","Litigated",7E-06,0,1,1.02371,1,1,1,1,0.104244,5.61853,1.04066,1.03271,0.00796529,0.0300581,0.0825616,0.149948,0.185658,0.193313,0.189165,0.161332,1,1,0.651419,0.276743,,,0.255517,,,,,0,0,0.744483,0.483868,9.19913,9.25196,18.4511,1.54891,9.19913,9.25196,0.548897,0.524271,0.422473,0.946745,0.767331,0.636427,0.895766,1.44466,1.04066E-05,0.895756,0.4892,0.406555,0,0.255517,0.5,0,0,0,0.547842,0,2.03062,0,0,0,0.373772,0.626228,0.147125,0.365657,0.231701,0.255517,0,1,1,0,0,0.255517,0,0,0.384252,0.360232
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","Not Litigated",1,0.999916,8.44958E-05,0.799998,0,0,1,8.44958E-05,9.28502E-06,4.49999,1.75129,0.829137,0.125002,0.125001,0.125,0.124999,0.124999,0.124999,0.125,0.125001,1,1,,,,,0,,,,,0,0,0,,9.99992,9.99998,19.9999,0.000102009,9.99992,9.99998,0,0,1.1565E-5,1.15646E-5,0,1.15646E-05,9.27237E-05,9.27237E-05,1.75129E-05,7.52108E-05,1.00552E-05,6.51556E-05,0,0,,0,0,0,0.136866,0,-1.41929E-05,0.177374,0.214819,0.215621,0.214816,0.17737,0.177373,0.214816,0.215619,0.214817,0.177374,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","Settles",1.8E-6,0,1,1.32865,1,1,1,1,0.11758,7.14325,2,1.07902,1.74856E-07,9.02738E-06,0.000301357,0.0053688,0.0449414,0.174699,0.349487,0.425193,1,1,0.5,0.5,,,1,,,,,0,0,0,,9.3,9.29998,18.6,1.40002,9.3,9.29996,0.4,0.157724,0.542276,0.7,0.110407,0.379593,0.88244,1.28244,2E-05,0.88242,0.682807,0.199613,0,1,0.5,0,0,0,0.774681,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","Tried",5.2E-6,0,1,0.919045,1,1,1,1,0.0996671,5.09523,0.711406,1.01682,0.010699,0.0403714,0.110795,0.199569,0.233953,0.199701,0.13414,0.0707712,1,1,0.703388,0.200118,,,0,,,,,0,0,1,0.483868,9.16451,9.23548,18.4,1.60001,9.16451,9.23548,0.6,0.650075,0.381355,1.03143,0.992797,0.724575,0.90034,1.50034,7.11406E-06,0.900333,0.422752,0.477581,0,0,,0,0,0,0.469987,0,2.38434,0,0,0,0.502056,0.497944,0.197621,0.491155,0.311224,0,0,1,1,0,0,0,0,0,0.516132,0.483868
"Risk Neutral CM 1 PCPM 2 FSM 2","8.115E-08","0.8916","483","PWins",2.5E-6,0,1,0.953479,1,1,1,1,0.0985292,5.2674,0.607269,1.04715,0.0056476,0.026166,0.0888573,0.191738,0.249182,0.216347,0.144597,0.0774652,1,1,0.721265,0.212217,,,0,,,,,0,0,1,1,10.3,8.09999,18.4,1.60001,10.3,8.09999,0.6,1.3435,0,1.3435,2.05179,0,0.901477,1.50148,6.07269E-06,0.901471,0.50151,0.399961,0,0,,0,0,0,0.556503,0,2.39357,0,0,0,0.517184,0.482816,0.182323,0.54611,0.271567,0,0,1,1,0,0,0,0,0,0,1
