Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000002011,0,0,0,0.025,0.025,0.05,0,0.1
0.000019802,0,0,1,0.025,0.025,0.05,0,1.1
0.000000312,0,1,0,0.025,0.025,0.05,0,1.1
0.000000289,0,0,0,0.025,0.025,0.05,0.05,0.15
0.000002250,0,0,1,0.025,0.025,0.05,0.05,1.15
0.000000638,0,1,0,0.025,0.025,0.05,0.05,1.15
0.229992632,0,0,0,0,0,0,0,0
0.000001003,1E-05,0,0,0.025,0.025,0.05,0,0.10001
0.000009128,1E-05,0,1,0.025,0.025,0.05,0,1.10001
0.000000109,1E-05,1,0,0.025,0.025,0.05,0,1.10001
0.000000347,1E-05,0,0,0.025,0.025,0.05,0.05,0.15001
0.000002497,1E-05,0,1,0.025,0.025,0.05,0.05,1.15001
0.000000609,1E-05,1,0,0.025,0.025,0.05,0.05,1.15001
0.135092241,1E-05,0,0,0,0,0,0,1E-05
0.000001012,2E-05,0,0,0.025,0.025,0.05,0,0.10002
0.000008237,2E-05,0,1,0.025,0.025,0.05,0,1.10002
0.000000124,2E-05,1,0,0.025,0.025,0.05,0,1.10002
0.000000338,2E-05,0,0,0.025,0.025,0.05,0.05,0.15002
0.000002074,2E-05,0,1,0.025,0.025,0.05,0.05,1.15002
0.000000561,2E-05,1,0,0.025,0.025,0.05,0.05,1.15002
0.134863885,2E-05,0,0,0,0,0,0,2E-05
0.000001032,3E-05,0,0,0.025,0.025,0.05,0,0.10003
0.000007248,3E-05,0,1,0.025,0.025,0.05,0,1.10003
0.000000156,3E-05,1,0,0.025,0.025,0.05,0,1.10003
0.000000321,3E-05,0,0,0.025,0.025,0.05,0.05,0.15003
0.000001710,3E-05,0,1,0.025,0.025,0.05,0.05,1.15003
0.000000401,3E-05,1,0,0.025,0.025,0.05,0.05,1.15003
0.134865363,3E-05,0,0,0,0,0,0,3E-05
0.000003693,4E-05,0,0,0.025,0.025,0.05,0,0.10004
0.000020770,4E-05,0,1,0.025,0.025,0.05,0,1.10004
0.365099206,4E-05,0,0,0,0,0,0,4E-05
